RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,146793,138993,7800
19181,14904,14207,697
19013,43595,39612,3983
19139,13616,10473,3143
19115,3360,2472,888
19163,50860,47487,3373
19193,30036,27045,2991
19031,6353,5870,483
19027,8234,7465,769
19165,4040,3896,144
19049,28058,26507,1551
19011,8588,7881,707
19113,77796,71326,6470
19147,2930,2792,138
19187,11837,10976,861
19099,10518,9712,806
19019,6782,6348,434
19065,7001,6570,431
19179,9588,7713,1875
19125,9932,8159,1773
19189,3383,2936,447
19117,2274,1991,283
19017,9104,8283,821
19121,4561,4378,183
19103,60865,57348,3517
19057,10896,10323,573
19167,8813,7432,1381
19123,5260,4712,548
19129,3977,3778,199
19135,2186,1960,226
19169,29494,27883,1611
19053,1977,1802,175
19071,1986,1839,147
19001,2222,2001,221
19171,5800,5114,686
19041,5059,4824,235
19023,5209,4923,286
19015,9051,8647,404
19141,4565,4172,393
19059,6281,6132,149
19151,2149,1982,167
19055,5502,4834,668
19077,3673,3457,216
19025,3422,3223,199
19101,5145,4634,511
19137,3300,2871,429
19127,12031,9886,2145
19061,37778,36713,1065
19033,15063,13993,1070
19081,3213,2903,310
19029,4675,4442,233
19149,8232,6391,1841
19191,7372,6775,597
19159,1626,1600,26
19083,5868,5180,688
19109,5188,4781,407
19087,5194,4804,390
19107,2776,2562,214
19047,5268,4123,1145
19111,9174,8324,850
19045,12886,11931,955
19133,2854,2721,133
19091,3211,2923,288
19079,5364,4838,526
19021,7234,4665,2569
19161,3250,3018,232
19195,2244,2120,124
19157,5572,5296,276
19197,4497,3766,731
19043,5853,5394,459
19155,25074,23383,1691
19093,2113,1846,267
19145,4807,4436,371
19185,1695,1566,129
19051,2022,1932,90
19039,2912,2323,589
19175,3546,3432,114
19007,3654,3359,295
19073,3156,2812,344
19177,1723,1597,126
19085,3930,3662,268
19183,6954,6474,480
19075,4573,4279,294
19095,5587,5096,491
19143,1715,1578,137
19105,6649,5937,712
19037,3979,3447,532
19035,3890,3606,284
19173,1909,1870,39
19119,2749,2629,120
19069,3299,3043,256
19067,4822,4576,246
19003,1203,1175,28
19005,4388,4269,119
19009,2167,2060,107
19097,5986,5763,223
19089,2791,2469,322
19063,3029,2798,231
19131,3437,3382,55
,37,28,9
