ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19125,14880,10923,3957
19163,74620,69073,5547
19169,45247,42776,2471
19033,23641,22029,1612
19179,11293,10735,558
19153,224295,213654,10641
19027,9748,8716,1032
19127,14544,11943,2601
19043,6437,5804,633
19039,5105,3776,1329
19099,13396,12425,971
19113,114288,106396,7892
19005,5414,5312,102
19155,43356,38663,4693
19105,6416,5621,795
19049,39734,37575,2159
19017,12183,11047,1136
19165,5481,5380,101
19047,7081,5523,1558
19167,11708,9172,2536
19021,9354,6104,3250
19193,42588,38098,4490
19061,56503,54580,1923
19103,83518,79756,3762
19181,16127,15264,863
19187,16388,15365,1023
19175,4644,4391,253
19139,16734,12122,4612
19171,8055,7091,964
19013,64915,59266,5649
19121,6577,6433,144
19045,15672,14323,1349
19015,10552,10060,492
19057,16525,15882,643
19145,6896,6201,695
19085,3337,3118,219
19183,6891,6412,479
19133,2088,1924,164
19161,3215,3173,42
19091,4050,3686,364
19149,9289,6431,2858
19195,1643,1642,1
19083,6943,5673,1270
19189,4051,3578,473
19029,9915,9546,369
19041,7754,7540,214
19009,2028,1927,101
19031,6047,5788,259
19191,8099,7164,935
19069,3470,3247,223
19131,4263,4134,129
19035,4576,4340,236
19065,10327,9456,871
19007,4358,3904,454
19037,2966,2650,316
19073,4469,3995,474
19101,7456,6557,899
19135,3151,2889,262
19067,6805,5843,962
19185,3151,2786,365
19003,1592,1586,6
19063,4700,4353,347
19077,4212,3983,229
19051,4695,3048,1647
19019,6018,5730,288
19197,5997,4347,1650
19111,12359,10718,1641
19059,7200,6999,201
19117,3480,3108,372
19081,3552,2862,690
19109,5882,5422,460
19087,8419,6707,1712
19075,4619,4282,337
19095,5897,5324,573
19147,3255,3117,138
19123,7240,6784,456
19023,3876,3726,150
19025,4185,4026,159
19001,2356,2042,314
,5211,5211,0
19157,8647,8289,358
19097,7678,7454,224
19107,1630,1530,100
19055,4928,4205,723
19173,2130,2115,15
19011,7426,6990,436
19115,4575,3062,1513
19151,1926,1786,140
19079,6823,6427,396
19159,1936,1932,4
19137,3500,2946,554
19053,2808,2690,118
19129,4985,4847,138
19089,2142,1983,159
19141,5133,4826,307
19177,1485,1386,99
19093,1985,1507,478
19071,1631,1537,94
19119,2937,2873,64
19143,1590,1435,155
