ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19155,90284,5307,39653,4740
19103,176854,8761,82308,3846
19153,483897,34174,219514,10981
19047,13176,420,5583,1566
19125,27192,952,11053,3981
19099,27338,1189,12659,1029
19053,5838,199,2714,118
19169,96202,6416,44024,2547
19187,34105,1612,15590,1038
19091,8234,273,3725,370
19129,10723,654,4957,139
19085,6894,293,3185,220
19149,16486,568,6505,2872
19113,237347,11848,109356,8040
19059,14916,571,7067,208
19163,158095,9381,70908,5677
19181,33476,1770,15496,883
19017,24675,1166,11181,1154
19101,15025,833,6638,915
19011,15009,431,7063,437
19013,133457,6269,60590,5776
19057,35147,2190,16128,667
19183,14365,700,6582,495
19045,32524,1851,14597,1405
19171,16863,1082,7395,964
19127,28146,1557,12017,2625
19049,83723,4943,38996,2207
19007,8769,328,3946,456
19095,11652,351,5350,578
19021,16552,761,6212,3276
19031,12250,361,5828,262
19079,13878,352,6488,396
19025,8367,99,4038,162
19061,117116,4477,55429,1973
19027,19644,829,8801,1048
19157,17953,665,8493,400
19041,16040,655,7609,221
19033,49430,2519,22593,1662
19009,4032,80,1927,101
19105,12651,452,5670,804
,10368,248,5211,1
19077,8630,379,4001,234
19003,3482,114,1590,6
19121,13661,377,6542,144
19019,12227,382,5775,296
19035,9293,254,4395,240
19055,9549,306,4277,726
19001,4576,214,2049,324
19075,9333,354,4309,351
19189,8053,304,3625,479
19065,20519,577,9524,879
19175,9499,431,4446,266
19139,31054,1458,12372,4719
19165,11284,297,5417,106
19015,21912,1045,10203,507
19131,8667,200,4160,129
19193,86239,4607,38745,4548
19081,6573,133,2868,704
19029,20499,571,9655,399
19145,13953,714,6249,705
19173,4407,92,2138,15
19137,6855,298,2988,556
19023,7805,96,3769,155
19167,21823,644,9299,2567
19141,10448,384,4871,314
19135,6409,260,2927,267
19111,24766,1147,10832,1714
19191,16242,838,7234,948
19109,11913,504,5451,461
19179,23692,1114,10932,599
19089,4286,176,1983,159
19067,13221,346,5937,982
19197,10893,504,4375,1659
19147,6641,185,3143,140
19195,3375,87,1645,1
19083,13208,377,5749,1281
19005,11141,343,5344,105
19097,15703,454,7512,237
19161,6537,110,3182,45
19037,5752,143,2650,316
19039,9377,367,3833,1333
19069,6974,220,3257,227
19043,12559,230,5821,642
19087,15898,520,6789,1748
19063,9859,609,4392,351
19123,14826,587,6863,471
19073,9035,393,4046,476
19159,4104,121,1963,4
19151,3833,104,1791,144
19143,3084,56,1435,158
19133,4270,180,1967,172
19093,3589,99,1507,478
19051,8006,215,3057,1649
19115,7829,168,3084,1516
19117,6989,236,3141,376
19071,3262,85,1541,94
19107,3219,61,1530,100
19177,2953,74,1389,99
19119,5968,113,2889,69
19185,6274,203,2800,370
