RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,0.49131203828946,228283,12539
19161,0.41785824503651888,3729,333
19027,0.4917431192660551,8923,993
19013,0.4573414210381931,54746,5270
19017,0.47206926821482728,10806,1025
19019,0.41317591499409686,8144,605
19195,0.4021135347513887,2795,173
19033,0.4831802120141343,18884,1627
19081,0.3912511759172154,3712,447
19169,0.4984709165233687,45755,2655
19139,0.4559816238514907,15670,3784
19165,0.46935568360398119,5158,218
19009,0.4798034934497817,2489,148
19191,0.5003251463158421,9143,859
19103,0.5705703321423845,81597,4639
19065,0.42880407124681937,7872,554
19061,0.5122956294766264,48158,1694
19147,0.40479405806887239,3378,219
19183,0.44238561347598456,9036,681
19193,0.38569641246472116,35315,4453
19003,0.4181010549694614,1450,56
19173,0.36791373958503517,2182,70
19041,0.4152722277722278,6277,374
19125,0.40089615974498546,11227,2104
19123,0.32948630911971035,6512,768
19157,0.46222438391699097,8110,443
19099,0.44598628479225496,15033,1551
19073,0.4522952295229523,3515,505
19113,0.5126331019029051,108097,8120
19021,0.4725280326197757,6322,2949
19155,0.387131729716971,33993,2090
19187,0.43983957219251337,14473,1319
19049,0.49200132687019146,43682,2297
19121,0.41375933406781736,6445,315
19097,0.4218323987859458,7834,366
19163,0.40427192774497958,64827,5089
19181,0.4507247503206,21926,1271
19095,0.49178200692041526,7296,663
19189,0.42080355418195866,3786,571
19029,0.4626051729510751,5588,350
19105,0.4719791112615444,8757,1004
19091,0.3926553672316384,3405,348
19127,0.47832050598186395,16368,2463
19149,0.4051713865829924,8144,2057
19035,0.42607921673342238,4432,355
19077,0.45944428852090937,4585,326
19047,0.40392390011890608,5491,1303
19135,0.3653821201505125,2506,310
19087,0.41039390598376265,6656,1533
19197,0.4514408533672982,4778,893
19057,0.37447070598198475,13741,851
19031,0.4718419498577334,8132,657
19045,0.39854401343987597,17123,1381
19079,0.491843227509646,6605,661
19167,0.3256921532061397,9723,1629
19015,0.5026301745826027,12470,716
19083,0.44040128220349047,6513,906
19063,0.4025847089487402,3397,310
19137,0.4271453060401331,3716,520
19071,0.36192528735632187,2322,197
19011,0.44628582569701699,10563,882
19171,0.4658834697994541,7068,784
19101,0.37299808690899158,6124,700
19109,0.4238844258421657,5744,535
19055,0.42243254364822765,6359,827
19075,0.4892086330935252,5523,461
19037,0.42654822760412305,4416,674
19039,0.40553485896753596,3117,693
19005,0.381091546723168,5000,216
19053,0.30902160101651846,2209,223
19179,0.37035660156138297,10654,2297
19177,0.3167234525837592,2036,195
19059,0.4648858500405609,7765,258
19143,0.3690835850956697,1999,200
19067,0.41260708349315947,5968,486
19131,0.3860759493670886,3899,188
19159,0.41336330200245199,1985,38
19115,0.3885817852288174,3273,1015
19093,0.3793002915451895,2206,396
19141,0.4048571220824547,5063,505
19151,0.4127511708717329,2524,208
19025,0.47207281754240795,4234,330
19069,0.4160873882820258,3827,363
19023,0.46485213657455506,6295,417
19133,0.4183401044689495,3388,216
19085,0.3771086910100363,4947,351
19111,0.36949223044240428,10942,1494
19051,0.2796666666666667,2364,153
19145,0.40736082610710269,5650,504
19043,0.38948088210154427,6275,560
19007,0.36270722678255276,4098,409
19107,0.3609213351551825,3407,291
19129,0.38036931630154216,5474,273
19175,0.3966996160444408,4604,252
19117,0.35651162790697679,2685,381
19089,0.39550120113561917,3185,437
19001,0.3990492170022371,2537,317
19119,0.28881327094853256,3233,162
19185,0.3187393261915852,1888,165
,,39,6
