County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,36042,63021,401,163839
Linn,24180,27440,1975,79998
Scott,18107,16713,172,52181
Black Hawk,15981,17051,1711,51980
Johnson,15458,31079,148,78203
Woodbury,12141,10168,100,32328
Dubuque,11932,13955,310,40118
Pottawattamie,9277,12081,2669,36767
Story,8494,10028,198,28657
Cerro Gordo,8035,5650,992,20187
Dallas,6843,7200,969,21623
Des Moines,5003,4773,94,14422
Warren,4415,3497,81,11206
Clinton,4229,2693,90,9703
Webster,3761,3903,101,11649
Lee,3710,2626,160,9330
Wapello,3579,2470,0,8517
Muscatine,3569,1871,1269,8567
Marshall,3490,1901,1478,8754
Bremer,3444,3544,110,10593
Jackson,3399,1286,0,5969
Marion,3331,2150,504,8121
Cass,3093,845,0,4781
Sioux,2916,2501,955,8868
Tama,2849,1149,549,5591
Plymouth,2751,1348,2025,7470
Washington,2743,602,0,3946
Dickinson,2636,1306,0,5243
Jasper,2632,4007,101,10487
Poweshiek,2612,877,0,4370
Fayette,2578,1193,168,5118
Mahaska,2522,956,0,4422
Clayton,2472,1173,0,4819
Floyd,2408,905,0,4209
Buchanan,2406,1002,0,4407
Benton,2404,1498,0,5402
Winneshiek,2340,1314,1,4965
Madison,2329,792,0,3911
Clay,2286,2781,0,7777
Page,2265,1236,75,4808
Buena Vista,2254,1172,2032,6665
Boone,2232,2705,97,7699
Iowa,2136,833,0,3802
Cedar,2132,1338,0,4808
Henry,2116,1190,88,4604
Hamilton,1996,1009,0,4009
Jefferson,1959,995,24,3969
Crawford,1951,1015,1166,5142
Shelby,1920,955,0,3833
Carroll,1869,2451,43,6855
Hardin,1792,1443,0,4667
Allamakee,1734,800,0,3332
Kossuth,1716,1564,0,4843
O'Brien,1637,1303,0,4249
Cherokee,1567,843,0,3251
Appanoose,1563,779,0,3110
Grundy,1557,867,0,3293
Butler,1458,997,0,3447
Mills,1457,1052,0,3560
Jones,1435,1365,0,4211
Davis,1429,335,0,2088
Hancock,1421,448,0,2314
Mitchell,1382,607,0,2598
Louisa,1332,501,1403,3735
Union,1320,823,0,2965
Franklin,1280,596,0,2470
Wright,1238,900,1164,4198
Emmet,1226,602,0,2451
Sac,1195,788,0,2771
Calhoun,1167,967,0,3100
Palo Alto,1167,756,0,2679
Guthrie,1163,825,0,2802
Delaware,1140,1147,99,3531
Lucas,1126,502,30,2153
Lyon,1112,618,0,2348
Winnebago,1076,697,0,2468
Chickasaw,1011,549,0,2109
Montgomery,981,718,98,2513
Decatur,941,475,0,1866
Harrison,936,915,0,2764
Taylor,910,576,0,2058
Monroe,892,607,74,2173
Greene,853,719,0,2288
Adair,833,318,0,1466
Wayne,807,720,0,2247
Humboldt,776,746,0,2267
Clarke,742,516,1108,2863
Monona,726,538,0,1797
Audubon,689,662,0,2013
Van Buren,662,208,0,1078
Ida,630,466,0,1569
Howard,609,473,0,1553
Pocahontas,602,411,85,1508
Adams,600,399,0,1397
Osceola,596,339,0,1275
Fremont,564,461,0,1485
Keokuk,561,422,0,1405
Worth,556,499,0,1552
Ringgold,496,719,0,1923
Out of State,264,3636,0,7559
