County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,692520,63997,54113,613,543,70
Linn,291321,21933,19604,332,296,36
Black Hawk,213386,17137,15029,307,284,23
Johnson,210632,15154,13487,83,77,6
Scott,210104,20904,17961,238,216,22
Dubuque,190362,14537,12560,206,190,16
Story,162007,11213,10038,47,41,6
Woodbury,146260,16309,14381,224,206,18
Dallas,127900,12359,10612,97,84,13
Pottawattamie,119953,12030,10235,164,145,19
Marshall,82351,5163,4675,75,67,8
Warren,77035,6170,5320,87,77,10
Cerro Gordo,76406,5730,5032,87,73,14
Webster,68196,5380,4956,92,77,15
Clinton,63260,5934,5136,92,79,13
Des Moines,56001,4829,4307,65,54,11
Muscatine,55358,5005,4381,98,89,9
Lee,53707,3944,3600,55,42,13
Jasper,51632,4456,3976,70,65,5
Wapello,47067,4623,4107,122,118,4
Sioux,45619,5267,4899,73,70,3
Buena Vista,45085,4889,4151,40,36,4
Boone,44393,2792,2495,33,31,2
Poweshiek,43887,1612,1487,33,30,3
Marion,42374,3785,3458,75,64,11
Washington,41371,2687,2398,50,46,4
Winneshiek,39424,2039,1864,33,28,5
Bremer,39370,2947,2705,60,51,9
Plymouth,38373,4289,3804,79,71,8
Benton,37204,2688,2428,55,44,11
Carroll,36508,3040,2711,52,43,9
Fayette,36282,1920,1786,41,36,5
Henry,36210,3032,2805,37,36,1
Hardin,34745,1958,1726,42,34,8
Tama,32696,2211,1981,71,67,4
Cedar,31186,1960,1772,23,21,2
Buchanan,31107,2002,1811,31,26,5
Mahaska,30761,2377,2146,50,45,5
Clay,30614,2246,2010,25,20,5
Iowa,29736,1536,1420,24,22,2
Butler,29557,1720,1576,34,30,4
Delaware,28543,2108,1918,39,35,4
Crawford,27680,2872,2561,40,35,5
Dickinson,26853,2652,2255,43,37,6
Kossuth,26305,2261,2023,64,56,8
Jones,26228,3070,2844,56,51,5
O'Brien,26187,2135,1872,60,55,5
Jackson,25734,2331,2114,42,39,3
Floyd,25661,1761,1489,42,32,10
Clayton,25019,1768,1578,56,47,9
Hamilton,23413,1975,1719,49,45,4
Hancock,21408,1554,1374,34,27,7
Page,21371,1977,1855,21,19,2
Harrison,21361,1912,1643,73,69,4
Mills,21337,1772,1541,21,18,3
Allamakee,21130,1550,1439,51,41,10
Cherokee,20906,1683,1507,38,30,8
Wright,20755,1885,1740,35,28,7
Cass,20742,1450,1283,54,48,6
Madison,20694,1708,1491,19,15,4
Jefferson,20521,1434,1277,35,29,6
Sac,20122,1372,1228,19,19,0
Franklin,19436,1251,1093,21,19,2
Grundy,19336,1434,1312,32,27,5
Palo Alto,18840,1174,1052,23,22,1
Guthrie,18587,1280,1137,29,24,5
Calhoun,18389,1397,1315,13,12,1
Monona,18159,880,769,30,28,2
Mitchell,17891,1365,1217,41,38,3
Appanoose,17798,1449,1209,47,43,4
Winnebago,17488,1500,1310,31,26,5
Chickasaw,17437,1294,1205,15,13,2
Shelby,17357,1355,1214,37,33,4
Louisa,17338,1337,1207,49,42,7
Union,17114,1324,1190,32,26,6
Emmet,17080,1397,1195,40,38,2
Howard,16840,1086,1000,22,18,4
Lyon,16342,1574,1469,41,37,4
Keokuk,15733,1021,908,31,31,0
Humboldt,15470,1232,1151,26,23,3
Greene,14968,819,747,10,10,0
Montgomery,14424,1100,953,37,35,2
Clarke,13399,1047,956,24,22,2
Worth,13138,771,682,8,7,1
Pocahontas,13110,894,815,21,21,0
Ida,12582,1011,838,34,32,2
Adair,12296,980,807,32,22,10
Audubon,12213,518,476,9,8,1
Davis,11041,875,763,24,23,1
Decatur,10390,610,580,9,9,0
Pending Investigation,10223,1028,956,0,0,0
Monroe,9709,992,890,28,21,7
Ringgold,9660,559,511,24,18,6
Lucas,9363,794,726,23,18,5
Osceola,8983,801,703,16,13,3
Taylor,8623,678,633,12,10,2
Van Buren,8460,578,531,18,15,3
Fremont,7330,650,588,9,7,2
Wayne,7058,568,490,23,18,5
Adams,5631,346,318,4,4,0
