RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5454534326476402,252446,14914
19059,0.4969869046239425,8260,317
19161,0.445838905462401,3945,389
19027,0.5258616414579718,9499,1105
19013,0.500883957691956,59979,5751
19017,0.5120501157130317,11709,1124
19019,0.45615112160566709,8978,681
19103,0.6054452825195184,86187,5320
19195,0.43815201192250377,3035,199
19033,0.5281743227326267,20556,1865
19081,0.42126058325493889,3977,501
19169,0.5341083435443846,48775,3096
19139,0.5018751171948247,17084,4328
19165,0.50130958617077,5479,263
19009,0.5087336244541485,2631,165
19191,0.5333900255114802,9733,930
19065,0.46157760814249368,8438,632
19061,0.5447482812837192,51073,1937
19147,0.4315777627729012,3581,254
19183,0.476849533348509,9708,766
19003,0.45086063298167686,1551,73
19173,0.3945433752654795,2330,85
19041,0.4451173826173826,6714,415
19125,0.43812588337894328,12285,2284
19123,0.36238968092328585,7138,869
19157,0.4948659749243407,8652,505
19099,0.48573349468871859,16364,1698
19073,0.48863636363636367,3793,550
19113,0.5569018905542862,117076,9177
19049,0.5444662022620996,48160,2722
19193,0.42862269293064489,39440,4754
19171,0.5087219651121395,7669,905
19109,0.4563559035981908,6158,602
19187,0.4803921568627451,15722,1526
19011,0.4852407876779099,11475,969
19141,0.4311059405220679,5350,579
19045,0.43953132740313169,18816,1591
19067,0.4549929676511955,6495,622
19189,0.44977786362758356,4057,600
19131,0.4169658038919327,4180,234
19029,0.4968058585229043,5973,404
19135,0.39457635915401587,2678,363
19127,0.5305697376108105,17952,2936
19063,0.4289748045178106,3616,334
19159,0.4411524315488353,2112,47
19163,0.4445626593733195,71137,5747
19115,0.4293611236973267,3619,1119
19149,0.43686698176907498,8855,2144
19093,0.4119533527696793,2384,442
19015,0.5470763131813677,13502,850
19075,0.5300850228907783,5920,564
19091,0.42529817953546769,3664,401
19151,0.4532406707961928,2746,254
19055,0.4572923402504262,6886,893
19101,0.40552063405301999,6664,755
19005,0.4114853510630525,5390,242
19181,0.493898884700579,23856,1563
19025,0.506412908564336,4500,396
19083,0.47109106019233057,6920,1016
19069,0.4506454816285998,4126,412
19023,0.5009349677955537,6741,492
19133,0.444805571677307,3558,274
19085,0.40508221225710019,5307,384
19137,0.46415246546334579,4054,549
19111,0.4114151588079746,12070,1777
19037,0.46157713902622979,4742,766
19197,0.488298041713103,5148,986
19179,0.4075609825845749,11743,2509
19121,0.4513404333455747,6980,394
19095,0.5359614434008898,7909,765
19143,0.39308492782813028,2099,243
19051,0.30944444444444449,2598,187
19047,0.441141498216409,6039,1381
19155,0.4322575799841212,38012,2277
19145,0.440855232673595,6108,552
19043,0.4082853723858909,6566,599
19057,0.41948315241101449,15340,1006
19007,0.3897473040399163,4381,462
19107,0.389029865313293,3659,327
19077,0.5019178594817102,4978,387
19129,0.41849228936395529,6009,314
19021,0.5309887869520897,7143,3275
19087,0.4519895760248572,7276,1743
19053,0.3359593392630241,2384,260
19097,0.4544986882041257,8412,423
19079,0.5320517159683206,7131,729
19035,0.45589675122385406,4714,408
19001,0.42379753914988818,2689,342
19175,0.4314190017155461,4973,308
19167,0.3505092526179888,10433,1784
19089,0.43240882288709328,3441,519
19119,0.30616758826031478,3376,223
19185,0.3527402577239559,2072,200
19039,0.450345928685471,3484,747
19105,0.506310139741792,9351,1120
19117,0.38453488372093028,2872,435
19031,0.5103344607290492,8790,716
19071,0.3841954022988506,2472,202
19177,0.3468199886428166,2189,254
,,31,4
