County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,209685,38126,29579,380,344,36
Linn,91299,15614,12395,221,208,13
Scott,66773,13114,9595,121,115,6
Johnson,62082,10436,8540,43,39,4
Black Hawk,54933,11941,9804,194,182,12
Woodbury,47728,11559,9615,151,142,9
Dubuque,46287,10088,8323,126,119,7
Story,43922,7499,5975,23,21,2
Dallas,41134,7254,5669,60,50,10
Pottawattamie,37746,7588,5422,82,75,7
Warren,21137,3352,2399,25,23,2
Cerro Gordo,18910,4061,2999,52,45,7
Webster,17882,4132,3121,51,45,6
Clinton,16963,3827,2869,50,45,5
Des Moines,16641,3300,2535,26,23,3
Muscatine,16569,3338,2482,67,61,6
Marshall,16234,3794,3138,53,50,3
Jasper,13722,2594,1934,48,46,2
Wapello,12993,2895,2222,88,86,2
Sioux,12726,4116,3434,39,38,1
Buena Vista,12377,3433,2819,21,18,3
Lee,12241,2614,1796,21,17,4
Marion,11719,2381,1796,34,29,5
Plymouth,10793,3150,2485,42,36,6
Boone,10257,1665,1199,14,12,2
Benton,9906,1892,1479,32,29,3
Carroll,9193,2204,1803,26,20,6
Bremer,9143,2148,1674,38,35,3
Washington,9046,1662,1178,26,25,1
Pending Investigation,8859,542,404,0,0,0
Henry,8808,2343,1718,20,20,0
Dickinson,8303,1599,1187,12,10,2
Jones,7955,2492,2111,34,33,1
Mahaska,7902,1496,1114,32,30,2
Winneshiek,7511,1242,828,16,14,2
Buchanan,7349,1341,1019,15,14,1
Crawford,7154,1965,1649,16,13,3
Jackson,7001,1692,1328,23,22,1
Cedar,6986,1271,925,16,15,1
Fayette,6978,1204,890,14,13,1
Tama,6683,1644,1385,55,53,2
Poweshiek,6582,1118,887,21,20,1
Clay,6563,1438,983,10,7,3
Wright,6541,1428,1098,12,10,2
Hardin,6519,1342,992,22,20,2
Iowa,6349,1071,802,19,19,0
Mills,6344,1217,935,11,11,0
Delaware,6317,1558,1281,27,26,1
Floyd,6081,1209,853,26,19,7
Kossuth,6040,1398,866,23,22,1
Hamilton,5897,1331,896,21,21,0
Jefferson,5713,863,564,16,15,1
Madison,5621,847,610,8,7,1
Clayton,5402,1275,953,28,24,4
Butler,5370,1164,856,15,14,1
Union,5340,958,640,12,12,0
O'Brien,5270,1487,1154,45,41,4
Harrison,5094,1280,949,50,47,3
Page,4901,1299,1094,11,11,0
Cass,4889,952,684,37,35,2
Winnebago,4813,1043,801,26,22,4
Allamakee,4682,1042,664,18,15,3
Cherokee,4596,1110,712,17,15,2
Hancock,4594,1063,740,21,18,3
Appanoose,4571,882,664,33,33,0
Calhoun,4444,1145,936,8,8,0
Grundy,4416,965,739,14,12,2
Guthrie,4398,858,657,22,17,5
Mitchell,4355,919,664,19,19,0
Louisa,4310,975,750,23,19,4
Sac,4289,980,721,10,10,0
Chickasaw,4170,972,786,10,9,1
Shelby,4074,875,675,20,20,0
Franklin,3952,820,632,17,16,1
Emmet,3904,892,668,23,22,1
Humboldt,3758,876,635,16,13,3
Palo Alto,3607,767,568,2,2,0
Lyon,3588,1149,890,21,19,2
Clarke,3508,561,445,6,6,0
Howard,3353,639,447,15,11,4
Greene,3350,601,447,6,6,0
Montgomery,3292,646,397,13,12,1
Keokuk,3184,740,487,18,18,0
Monona,2938,514,369,13,12,1
Pocahontas,2872,654,482,4,4,0
Adair,2803,515,378,16,12,4
Worth,2799,446,307,2,2,0
Lucas,2780,428,291,6,6,0
Decatur,2589,386,287,2,2,0
Ida,2525,645,408,17,16,1
Davis,2419,582,414,12,11,1
Monroe,2382,524,388,15,15,0
Van Buren,2106,421,326,11,10,1
Fremont,2104,432,336,5,3,2
Taylor,2038,505,410,8,7,1
Osceola,1959,597,472,5,5,0
Audubon,1945,340,272,6,6,0
Ringgold,1847,320,158,6,6,0
Wayne,1733,338,267,21,17,4
Adams,1196,217,152,2,2,0
,,,,1,1,0
