RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19013,39604,35654,3950
19019,6478,6047,431
19081,3012,2704,308
19153,124915,117259,7656
19147,2681,2543,138
19191,6669,6108,561
19169,24593,23196,1397
19109,4802,4399,403
19127,11302,9168,2134
19139,12667,9533,3134
19193,26269,23386,2883
19103,54064,50591,3473
19091,2949,2661,288
19101,4675,4165,510
19123,4829,4287,542
19083,5441,4762,679
19045,11800,10845,955
19149,7820,5993,1827
19161,3027,2796,231
19049,23672,22136,1536
19179,8776,6905,1871
19163,45316,41958,3358
19121,4089,3908,181
19033,13837,12796,1041
19171,5419,4734,685
19141,4339,3945,394
19047,4830,3688,1142
19055,5084,4426,658
19043,5430,4977,453
19187,10347,9492,855
19021,6707,4136,2571
19093,1892,1625,267
19197,4267,3536,731
19125,8936,7177,1759
19035,3544,3260,284
19025,3214,3018,196
19037,3753,3223,530
19009,2013,1908,105
19185,1566,1439,127
19039,2821,2233,588
19095,5184,4701,483
19087,4829,4437,392
19155,21796,20109,1687
19113,69035,62616,6419
19041,4538,4313,225
19137,3100,2675,425
19071,1815,1669,146
19053,1858,1689,169
19015,8145,7754,391
19061,33072,32045,1027
19057,10056,9484,572
19011,7668,6963,705
19073,2695,2357,338
19079,4851,4330,521
19167,8292,6915,1377
19111,8337,7487,850
19175,3247,3136,111
19075,4201,3920,281
19003,1114,1086,28
19031,5966,5484,482
19017,8506,7692,814
19189,3093,2649,444
19157,5057,4795,262
19195,2028,1910,118
19005,4068,3953,115
19181,13161,12475,686
19029,4427,4207,220
19099,9612,8814,798
19165,3714,3574,140
19129,3628,3429,199
19085,3628,3361,267
19059,5496,5353,143
19007,3389,3098,291
19027,6611,5852,759
19097,5623,5399,224
19051,1860,1779,81
19133,2689,2557,132
19063,2826,2597,229
19131,3182,3131,51
19105,5966,5257,709
19115,3103,2213,890
19159,1491,1466,25
19119,2524,2406,118
19183,6171,5696,475
19067,4478,4239,239
19117,2080,1800,280
19065,6536,6108,428
19145,4408,4037,371
19107,2620,2406,214
19023,4927,4661,266
19089,2470,2154,316
19173,1813,1777,36
19069,3126,2873,253
19077,3382,3166,216
19001,2078,1869,209
19135,1993,1769,224
19151,1911,1747,164
19177,1536,1410,126
19143,1554,1418,136
,28,22,6
