County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,748192,65680,57378,641,563,78
Linn,315020,22655,20706,339,303,36
Scott,233025,21748,19984,248,224,24
Black Hawk,228911,17703,15618,312,288,24
Johnson,227283,15507,14477,85,77,8
Dubuque,205598,14834,13241,211,195,16
Story,170739,11487,10626,48,42,6
Woodbury,156117,16557,14990,230,211,19
Dallas,136757,12643,11138,99,85,14
Pottawattamie,127055,12367,11025,174,151,23
Marshall,87039,5258,4783,76,68,8
Cerro Gordo,83880,5991,5388,97,80,17
Warren,83514,6349,5715,91,81,10
Webster,73127,5457,5042,94,79,15
Clinton,69566,6098,5506,93,79,14
Des Moines,61765,5051,4587,72,60,12
Muscatine,60523,5224,4753,106,97,9
Lee,58341,4071,3751,57,44,13
Jasper,55553,4563,4134,73,67,6
Wapello,50674,4710,4202,122,118,4
Sioux,48476,5361,5089,74,71,3
Poweshiek,48060,1649,1536,36,33,3
Buena Vista,47250,4973,4220,40,36,4
Boone,46858,2873,2647,34,31,3
Marion,45405,3865,3585,76,65,11
Washington,44609,2746,2506,51,47,4
Bremer,42519,3027,2803,61,51,10
Winneshiek,42306,2070,1935,35,30,5
Plymouth,40656,4341,3944,81,73,8
Benton,40222,2771,2517,55,44,11
Carroll,39172,3083,2818,52,43,9
Henry,38974,3101,2899,37,36,1
Fayette,38525,1957,1816,43,38,5
Hardin,37774,2010,1826,44,34,10
Tama,34679,2251,2036,71,67,4
Cedar,33851,2018,1888,23,21,2
Buchanan,33745,2054,1887,33,27,6
Mahaska,33604,2436,2262,51,46,5
Clay,32793,2281,2134,27,22,5
Iowa,31611,1561,1477,24,22,2
Delaware,31296,2158,2064,43,38,5
Butler,31249,1757,1620,35,31,4
Crawford,29969,2930,2644,40,35,5
Dickinson,29168,2687,2448,44,38,6
Jones,28590,3142,2947,57,51,6
Kossuth,28029,2283,2101,66,57,9
Jackson,28022,2384,2208,42,39,3
Floyd,27588,1818,1578,42,32,10
O'Brien,27580,2153,1940,61,56,5
Clayton,27295,1800,1657,57,48,9
Hamilton,24665,2012,1763,51,46,5
Hancock,23432,1602,1462,34,27,7
Page,22898,2012,1915,22,20,2
Allamakee,22882,1587,1471,52,42,10
Madison,22581,1789,1624,19,15,4
Jefferson,22563,1459,1304,35,29,6
Harrison,22475,1937,1725,73,69,4
Mills,22372,1807,1609,24,21,3
Cherokee,22301,1697,1552,38,30,8
Sac,21957,1397,1291,20,19,1
Wright,21855,1934,1817,40,33,7
Cass,21831,1478,1341,55,49,6
Franklin,21693,1345,1195,23,21,2
Grundy,20320,1454,1337,33,27,6
Guthrie,20070,1317,1198,32,26,6
Palo Alto,20057,1196,1109,23,22,1
Calhoun,19783,1442,1376,13,12,1
Appanoose,19309,1469,1237,49,44,5
Mitchell,19272,1378,1233,43,40,3
Winnebago,19123,1561,1402,31,26,5
Monona,19003,896,805,31,29,2
Chickasaw,18807,1320,1233,17,14,3
Louisa,18726,1364,1244,49,42,7
Union,18505,1383,1259,35,27,8
Shelby,18286,1380,1279,37,33,4
Emmet,18163,1435,1309,41,39,2
Howard,17881,1101,1023,22,18,4
Lyon,17557,1601,1548,41,37,4
Keokuk,16655,1037,934,32,31,1
Humboldt,16249,1246,1170,26,23,3
Greene,15796,830,769,11,10,1
Montgomery,15079,1116,999,38,36,2
Worth,14451,806,750,8,7,1
Pocahontas,14421,903,840,22,22,0
Clarke,14410,1073,981,24,22,2
Audubon,13890,553,506,11,10,1
Ida,13240,1028,871,35,32,3
Adair,12840,995,841,32,22,10
Davis,12043,926,817,25,23,2
Decatur,11004,632,608,9,9,0
Ringgold,10638,583,540,24,18,6
Monroe,10421,1010,926,31,23,8
Lucas,10176,807,757,23,18,5
Osceola,9779,816,774,17,14,3
Taylor,9495,690,653,12,10,2
Van Buren,9182,590,544,18,15,3
Pending Investigation,8112,980,947,0,0,0
Fremont,8038,663,621,9,7,2
Wayne,7790,584,520,23,18,5
Adams,6232,356,340,4,4,0
