County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,863549,75576,60833,672,590,82
Linn,369942,27480,22429,353,317,36
Black Hawk,273209,20939,17503,334,304,30
Scott,268438,24451,21136,261,235,26
Johnson,263634,17674,15234,90,82,8
Dubuque,231592,15968,13662,218,197,21
Story,189830,12716,11188,48,42,6
Woodbury,177072,18403,15637,233,214,19
Dallas,156760,14252,11837,102,88,14
Pottawattamie,142949,14346,11817,183,157,26
Marshall,104767,6085,5080,80,70,10
Cerro Gordo,97324,6759,5742,102,85,17
Warren,95942,7439,6073,93,83,10
Webster,89369,6636,5688,102,86,16
Clinton,80193,6727,5696,97,82,15
Lee,76025,5472,4404,78,64,14
Des Moines,73155,6434,5155,82,69,13
Muscatine,71265,6210,5063,108,99,9
Jasper,64746,5587,4659,75,69,6
Wapello,58515,5445,4448,128,123,5
Boone,54420,3321,2806,36,33,3
Sioux,54205,5636,5186,75,72,3
Buena Vista,54055,5516,4413,42,37,5
Marion,53501,4707,3893,83,71,12
Poweshiek,53345,1901,1619,36,33,3
Washington,52829,3358,2693,54,50,4
Bremer,49878,3406,2972,65,55,10
Benton,47478,3325,2681,56,45,11
Winneshiek,46596,2252,2009,37,32,5
Hardin,46407,2466,1982,47,36,11
Fayette,45646,2306,1958,45,40,5
Henry,45579,3589,3120,40,38,2
Plymouth,44862,4678,4039,83,75,8
Carroll,43792,3399,2886,53,44,9
Cedar,40050,2325,1989,25,23,2
Tama,39910,2527,2123,73,69,4
Buchanan,39455,2482,2065,38,31,7
Mahaska,38597,2882,2378,53,48,5
Clay,37683,2583,2183,29,24,5
Iowa,36845,1856,1551,25,23,2
Butler,35427,1997,1764,36,31,5
Delaware,35171,2426,2172,43,38,5
Crawford,34463,3513,2857,44,38,6
Jones,32631,3464,3048,58,52,6
Kossuth,32095,2657,2246,71,62,9
Dickinson,32036,2915,2507,46,40,6
Clayton,31960,2066,1732,58,49,9
Jackson,31518,2603,2271,44,40,4
Floyd,31464,2074,1665,42,32,10
O'Brien,30580,2290,1983,62,57,5
Hamilton,28981,2340,1926,52,47,5
Jefferson,28241,1858,1442,38,31,7
Page,27208,2312,2009,24,21,3
Hancock,26760,1786,1541,35,28,7
Allamakee,26156,1834,1563,52,42,10
Mills,26070,2034,1702,24,21,3
Cherokee,25919,1918,1625,40,31,9
Franklin,25763,1614,1334,24,21,3
Madison,25558,2098,1763,20,16,4
Cass,25052,1649,1402,56,50,6
Harrison,24906,2141,1792,75,70,5
Sac,24746,1552,1351,22,21,1
Wright,24707,2256,1961,41,34,7
Calhoun,23671,1742,1467,13,12,1
Grundy,23295,1675,1408,35,29,6
Guthrie,22854,1483,1265,32,26,6
Palo Alto,22836,1383,1151,24,23,1
Appanoose,22550,1722,1272,49,44,5
Louisa,22416,1645,1335,49,42,7
Mitchell,21964,1539,1271,43,40,3
Winnebago,21885,1778,1495,31,26,5
Shelby,21509,1582,1352,39,35,4
Chickasaw,21124,1452,1296,18,15,3
Monona,21095,1017,864,33,31,2
Union,20939,1533,1288,37,29,8
Howard,20376,1217,1055,22,18,4
Emmet,20033,1597,1338,41,39,2
Lyon,19749,1760,1601,41,37,4
Humboldt,19365,1525,1284,26,23,3
Keokuk,19050,1243,1013,32,31,1
Greene,18597,1042,823,12,11,1
Montgomery,17321,1314,1042,39,37,2
Worth,16840,994,798,8,7,1
Clarke,16588,1320,1073,24,22,2
Pocahontas,16409,1050,865,23,23,0
Audubon,16009,606,538,14,13,1
Ida,15521,1195,951,38,34,4
Davis,14991,1114,908,25,23,2
Adair,13977,1089,884,34,24,10
Decatur,13062,759,687,10,10,0
Lucas,12555,984,803,23,18,5
Monroe,12405,1196,1016,33,25,8
Ringgold,12092,637,575,26,20,6
Van Buren,11484,750,594,19,16,3
Osceola,11209,864,799,17,14,3
Taylor,10813,748,675,12,10,2
Wayne,9598,692,560,23,18,5
Fremont,9106,782,677,11,9,2
Adams,7126,402,364,4,4,0
Unknown,4999,20,0,0,0,0
