RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,537749,25121,248922,14784
19059,17247,560,8186,315
19161,8455,282,3895,383
19027,20441,582,9388,1083
19013,129242,5244,59135,5728
19017,25099,807,11584,1124
19019,19062,698,8845,674
19103,181787,5425,85559,5244
19195,6397,195,3002,198
19033,44180,1734,20297,1852
19081,8622,276,3927,492
19169,103761,4060,48330,3041
19139,39641,1579,16875,4312
19165,11450,333,5428,261
19009,5516,156,2598,164
19191,20797,561,9656,924
19065,17978,670,8339,630
19061,106117,2985,50603,1926
19147,7590,253,3544,249
19183,20731,748,9611,761
19003,3266,123,1535,73
19173,4849,150,2307,85
19041,14206,497,6648,413
19125,27609,1161,12088,2272
19123,15579,669,7026,858
19157,18289,652,8570,497
19099,35434,1408,16165,1696
19073,8358,326,3742,548
19113,249465,8537,115903,9122
19049,101922,4196,47519,2688
19193,86907,4569,38796,4746
19171,16616,703,7503,907
19109,13214,426,6095,598
19187,34014,1450,15523,1518
19011,24475,894,11309,963
19141,11505,363,5287,568
19045,40367,1627,18587,1566
19067,13890,464,6405,616
19189,8922,294,4015,598
19131,8788,297,4130,231
19029,12620,388,5915,402
19135,5867,190,2657,363
19127,39983,1687,17686,2924
19063,7892,411,3576,329
19159,4337,117,2087,46
19163,152872,6686,70249,5688
19115,8583,333,3572,1106
19149,20370,739,8743,2145
19093,5340,200,2351,438
19015,28530,982,13353,842
19075,12782,494,5865,558
19091,7883,286,3598,401
19151,5844,175,2709,251
19055,14967,499,6788,892
19101,14581,652,6590,749
19005,11341,442,5330,239
19181,50768,2167,23526,1549
19025,9588,308,4446,388
19083,15239,565,6831,1012
19069,8887,348,4066,407
19023,14291,483,6660,488
19133,7583,250,3532,269
19085,11375,609,5192,382
19137,8938,444,3972,550
19111,26542,1048,11871,1752
19037,10476,346,4683,764
19197,11542,411,5078,975
19179,26751,1161,11545,2500
19121,14735,546,6901,387
19095,16914,500,7828,758
19143,4502,115,2072,243
19051,5521,210,2562,187
19047,13816,579,5932,1373
19155,80695,4007,37218,2252
19145,13224,615,6029,551
19043,14002,378,6512,600
19057,32824,1635,15097,995
19007,9520,425,4319,457
19107,7816,255,3618,325
19077,10585,406,4897,385
19129,12505,550,5822,311
19021,18316,1059,6998,3261
19087,16732,718,7151,1712
19053,5196,225,2356,259
19097,17534,538,8290,416
19079,15350,500,7063,724
19035,10096,393,4648,407
19001,5894,250,2652,340
19175,10571,448,4908,307
19167,23239,874,10292,1781
19089,7639,325,3400,514
19119,7091,169,3353,216
19185,4461,160,2053,195
19039,7977,382,3425,745
19117,6318,235,2825,433
19031,18649,548,8697,707
19071,5245,183,2431,200
19177,4727,187,2149,242
19105,20207,598,9248,1113
,70,6,30,4
