RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19013,92183,13133,37550,3951
19103,130185,21739,52498,3474
19065,14328,1346,6278,428
19167,17823,2038,7205,1377
19181,33908,6667,13276,686
19007,7472,647,3267,291
19113,169164,29402,66665,6419
19163,105394,13831,44100,3359
19151,4544,592,1892,164
19019,14429,1546,6224,431
19153,333143,71705,126924,7652
19101,10547,1118,4460,510
19017,19090,2320,7979,814
19037,8170,900,3372,530
19161,6859,650,2988,231
19159,3466,315,1563,25
19075,9662,1204,4089,281
19131,7048,475,3261,51
19145,10119,1409,4168,371
19025,7539,948,3197,196
19023,11065,1285,4757,266
19179,18946,2450,7314,1871
19139,27318,4439,9873,3134
19193,60111,7715,24755,2885
19061,80781,10754,34509,1030
19091,6417,387,2871,288
19043,11770,909,5203,453
19169,68725,16069,25633,1398
19033,32106,4035,13516,1041
19171,12255,1736,4920,685
19011,17387,2186,7249,705
19049,64347,14266,24281,1536
19045,28122,4300,11440,955
19183,15003,2230,6153,475
19155,54266,6925,22820,1687
19031,13630,1870,5639,482
19029,9798,1067,4254,220
19069,6910,642,3008,253
19143,3596,365,1548,136
19001,4509,461,1922,209
19173,4008,273,1851,36
19027,16512,1516,7121,759
19197,8808,785,3642,731
19177,3625,440,1530,126
19083,11678,1236,4881,679
19087,11009,1537,4539,392
19059,13517,1745,5819,143
19099,23530,4154,9289,798
19067,10291,1277,4387,239
19175,7738,1075,3277,111
19157,12956,2433,5128,262
19057,23443,2722,10077,573
19015,19821,3050,8195,391
19125,20091,2644,7841,1760
19165,8750,1295,3662,140
19121,10273,1777,4159,181
19005,9085,702,4135,115
19051,4271,415,1888,81
19149,15778,1412,6270,1828
19123,11085,1594,4475,542
19137,6746,742,2791,425
19079,11387,1434,4717,521
19085,8690,1195,3616,267
19041,10821,1327,4633,225
19129,8832,1298,3668,199
19053,4064,334,1779,169
19119,5728,671,2470,118
19047,10169,1184,3922,1142
19133,5985,547,2652,132
19063,6287,766,2646,229
19187,24448,2911,10340,855
19073,6280,713,2614,338
19111,19037,2624,7779,850
19191,15523,2190,6383,561
19077,7749,1001,3266,216
19035,8058,825,3474,284
19081,6598,701,2794,308
19055,11196,1412,4564,658
19071,4053,492,1707,147
19135,4464,507,1866,224
19147,6055,591,2660,138
19109,10389,997,4497,403
19127,26222,5177,9455,2134
19189,6866,855,2783,444
19115,6225,768,2281,890
19105,14436,2449,5640,709
19141,9301,820,4043,394
19117,4611,641,1845,280
19009,4422,412,1953,105
19107,5894,696,2492,214
19021,12963,1374,4503,2571
19093,4076,347,1729,267
19039,5759,603,2284,588
19095,12150,2058,4802,483
19097,13220,1897,5549,224
19185,3540,379,1517,127
19195,4774,609,2025,118
19003,2580,261,1146,28
19089,5773,662,2398,316
,72,16,25,6
