RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19129,5103,4848,255
19155,32452,30497,1955
19137,3996,3502,494
19153,215055,203950,11105
19071,2342,2167,175
19085,4984,4669,315
19163,63098,58535,4563
19057,13432,12681,751
19125,12345,10320,2025
19033,18841,17435,1406
19079,6793,6162,631
19049,41347,39239,2108
19087,7615,6275,1340
19193,36902,32744,4158
19047,6359,5115,1244
19013,55258,50408,4850
19041,6216,5893,323
19185,1943,1787,156
19045,17017,15802,1215
19017,11052,10094,958
19015,12000,11365,635
19091,3572,3238,334
19067,6067,5637,430
19103,79430,75135,4295
19113,105387,97902,7485
19099,14918,13615,1303
19077,4537,4244,293
19157,7960,7564,396
19161,3885,3593,292
19027,9391,8453,938
19149,9569,7603,1966
19169,44194,41774,2420
19139,17887,14355,3532
19021,8551,5868,2683
19175,4500,4278,222
19191,9434,8617,817
19061,46923,45388,1535
19009,2472,2339,133
19101,6254,5609,645
19095,7409,6807,602
19083,7000,6163,837
19107,3475,3210,265
19121,6250,5969,281
19195,2794,2637,157
19065,7974,7468,506
19025,4351,4074,277
19181,21077,19959,1118
19197,5278,4418,860
19019,8198,7653,545
19141,5273,4815,458
19059,7661,7436,225
19127,16906,14612,2294
19097,7786,7460,326
19173,2136,2081,55
19081,3934,3522,412
19105,9102,8204,898
19167,10740,9199,1541
19171,7369,6618,751
19089,3462,3047,415
19165,5138,4947,191
19135,2611,2327,284
19069,3934,3613,321
19187,14654,13576,1078
19055,6764,5986,778
19043,6598,6071,527
19035,4581,4249,332
19183,8992,8380,612
19117,2822,2470,352
19007,4165,3789,376
19145,5804,5384,420
19011,10676,9868,808
19031,8158,7552,606
19133,3366,3189,177
19177,2112,1943,169
19131,3888,3734,154
19005,4973,4777,196
19023,6374,6006,368
19111,11497,10227,1270
19093,2475,2101,374
19123,6759,6056,703
19147,3428,3231,197
19189,4116,3575,541
19001,2594,2312,282
19003,1395,1350,45
19115,4027,3058,969
19179,11820,9810,2010
19037,4852,4228,624
19143,2088,1908,180
19029,5537,5236,301
19051,2370,2236,134
19151,2598,2408,190
19039,3514,2851,663
19075,5658,5255,403
19119,3290,3141,149
19053,2278,2059,219
19073,3666,3198,468
19109,5938,5433,505
19063,3511,3234,277
19159,1906,1870,36
,43,37,6
