County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,41843,194824,9309,440652
Linn,17011,98258,7431,219655
Johnson,11795,75354,3478,165644
Scott,10217,65586,4977,147642
Story,8520,39572,2159,88881
Black Hawk,7081,56832,5244,126228
Dallas,6445,34932,1815,76772
Pottawattamie,6164,36348,4564,84368
Dubuque,4677,53125,1707,112435
Woodbury,4597,36619,4223,81646
Cerro Gordo,2934,21239,1375,46847
Warren,2337,14296,738,31490
Clinton,2155,13326,1204,30090
Des Moines,2150,15272,601,33330
Webster,2059,14327,968,31907
Jasper,1962,11295,782,25150
Marshall,1792,10940,2580,26189
Muscatine,1788,11244,4380,28775
Wapello,1381,10147,484,22264
Bremer,1258,10660,1084,23652
Tama,1237,6562,956,15280
Page,1176,5592,650,13022
Boone,1168,9524,424,20581
Lee,1142,10244,1462,23354
Marion,1122,10455,3851,26025
Winneshiek,1014,6577,821,15006
Henry,946,6167,1519,14851
Jefferson,937,6142,839,14066
Washington,887,6061,460,13479
Sioux,868,8796,2486,20959
Poweshiek,863,7937,251,16938
Carroll,791,8468,959,18834
Buena Vista,787,5817,3180,15689
Mahaska,764,6449,362,14067
Mills,742,4707,110,10286
Emmet,664,4258,326,9607
Fayette,657,9218,848,19963
Clay,640,7318,141,15377
Madison,621,6141,132,13083
Cass,612,9397,320,19938
Benton,612,6738,406,14507
Dickinson,600,6789,174,14359
Jones,568,5284,738,11944
Floyd,520,5594,882,12607
Plymouth,493,6306,2827,15966
Kossuth,486,5249,381,11417
Hamilton,471,6162,374,13319
Jackson,462,7301,184,15231
Union,454,4208,209,8997
Allamakee,451,5126,81,10788
Delaware,446,4020,676,9135
Buchanan,425,5553,238,11766
Crawford,425,5336,1501,12622
Hardin,421,5481,1218,12658
Harrison,418,3014,204,6660
Cedar,404,5671,245,11966
Greene,402,3929,439,8769
Appanoose,384,3806,432,8516
Shelby,361,5210,82,10910
Cherokee,360,4187,211,8952
Wright,359,4188,1555,10271
Montgomery,358,2832,541,6592
Clarke,352,3701,1311,9074
O'Brien,344,4715,279,10062
Guthrie,343,3815,202,8191
Monona,328,1759,126,3960
Iowa,327,5245,514,11348
Grundy,319,4147,288,8909
Humboldt,309,3602,334,7988
Clayton,302,5686,621,12336
Winnebago,296,3479,441,7720
Hancock,286,2660,613,6218
Monroe,283,2810,235,6168
Out of State,248,4254,0,8451
Wayne,243,2717,351,6125
Lyon,237,2759,44,5798
Palo Alto,222,3036,122,6450
Mitchell,222,4039,108,8425
Lucas,222,3030,354,6731
Louisa,215,2973,1502,7640
Franklin,203,3170,204,6757
Decatur,197,2648,110,5692
Davis,191,3005,1634,7865
Adair,183,1990,302,4403
Howard,175,1891,135,4076
Butler,165,3687,136,7683
Calhoun,164,3966,150,8269
Chickasaw,152,2624,305,5698
Sac,143,3141,34,6475
Ida,142,1427,462,3456
Ringgold,140,1883,3,3957
Taylor,136,2072,9,4311
Keokuk,134,1445,100,3124
Worth,126,1565,0,3252
Pocahontas,119,1732,140,3725
Adams,115,1557,2,3408
Fremont,107,1503,89,3201
Van Buren,105,1352,90,2900
Audubon,94,1903,101,3998
Osceola,76,1381,140,2978
