RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,506473,18726,237239,13263
19161,8042,157,3772,341
19027,19570,406,9075,1014
19013,122100,3608,56538,5416
19017,23879,623,11099,1058
19019,17904,402,8432,638
19103,175987,4480,83293,4921
19195,6050,115,2872,191
19033,41678,1198,19375,1730
19081,8187,145,3789,464
19169,99687,3350,46791,2755
19139,37438,1212,16090,4045
19165,10959,231,5249,230
19009,5310,80,2538,154
19191,20016,416,9353,894
19065,17098,458,8023,594
19061,101746,1955,49002,1787
19147,7288,179,3440,229
19183,19745,555,9239,712
19003,3104,74,1484,62
19173,4614,101,2218,77
19041,13512,328,6391,402
19125,25970,739,11543,2145
19123,14601,440,6676,809
19157,17461,454,8276,455
19099,33506,915,15501,1589
19073,7934,215,3602,515
19113,237040,6345,111102,8491
19049,96291,3033,45431,2403
19193,80816,3174,36507,4628
19171,15776,471,7227,851
19109,12693,321,5905,562
19187,31990,1045,14777,1391
19011,23129,581,10823,902
19045,38223,1324,17723,1453
19067,13062,332,6093,544
19189,8528,220,3863,582
19131,8325,150,3983,209
19029,12029,297,5687,358
19135,5570,126,2560,324
19127,37744,1201,16937,2669
19063,7572,351,3454,313
19159,4141,81,2010,40
19115,7988,240,3351,1046
19163,144280,4841,67079,5281
19149,19330,502,8357,2115
19059,16472,434,7882,275
19093,5071,121,2271,409
19015,27107,732,12812,752
19141,11061,221,5156,528
19075,11994,330,5592,480
19091,7456,173,3458,367
19151,5563,117,2612,222
19055,14119,306,6484,845
19101,13835,490,6314,717
19005,10704,297,5088,231
19181,47912,1538,22508,1357
19025,9127,206,4287,347
19083,14437,289,6611,926
19069,8371,212,3892,375
19023,13598,282,6438,440
19133,7222,162,3410,240
19085,10796,367,5034,361
19137,8427,302,3799,527
19111,24878,647,11336,1559
19197,10905,269,4863,910
19179,25126,716,11007,2396
19121,13927,391,6599,339
19143,4368,82,2032,222
19051,5201,143,2448,162
19047,12957,326,5655,1321
19145,12539,464,5769,537
19043,13528,233,6355,585
19057,30521,1212,14209,891
19007,9024,256,4172,424
19107,7411,167,3471,302
19077,10065,273,4725,342
19129,11872,396,5598,280
19021,16721,605,6556,3004
19087,15694,471,6811,1601
19079,14536,353,6753,677
19035,9589,235,4490,374
19001,5633,154,2579,321
19037,9910,196,4508,698
19095,16037,403,7465,704
19167,22046,498,9929,1690
19089,7171,159,3269,474
19119,6839,109,3277,176
19185,4247,118,1978,173
19039,7402,253,3219,711
19155,75487,2662,35339,2147
19117,6016,131,2740,405
19031,17745,422,8327,670
19175,9987,306,4704,273
19071,5030,132,2350,198
19053,4884,141,2255,233
19177,4486,125,2072,217
19097,16671,348,7973,377
19105,19298,376,8941,1040
,88,7,38,5
