County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,663350,62609,52528,598,532,66
Linn,278452,21502,19291,329,293,36
Black Hawk,206245,16890,14801,306,283,23
Johnson,202226,14724,13178,80,75,5
Scott,200209,20122,17250,234,214,20
Dubuque,181833,14276,12310,202,188,14
Story,156698,10979,9724,47,41,6
Woodbury,140668,16070,13942,219,201,18
Dallas,123151,12133,10317,96,84,12
Pottawattamie,114837,11689,9900,160,141,19
Marshall,79590,5121,4626,74,66,8
Cerro Gordo,73526,5580,4967,86,72,14
Warren,73244,5975,5176,86,76,10
Webster,66570,5337,4909,91,77,14
Clinton,60318,5787,5003,89,77,12
Des Moines,53986,4731,4266,65,54,11
Muscatine,53118,4876,4249,96,87,9
Lee,52007,3901,3583,55,42,13
Jasper,49655,4398,3877,70,65,5
Wapello,45512,4604,4026,120,116,4
Buena Vista,43668,4857,4112,40,36,4
Sioux,42975,5202,4783,73,70,3
Boone,42802,2748,2449,31,29,2
Poweshiek,41469,1596,1476,33,30,3
Marion,40845,3740,3409,75,64,11
Washington,39561,2650,2373,49,45,4
Bremer,37808,2914,2676,60,51,9
Winneshiek,37274,2002,1825,33,28,5
Plymouth,36962,4240,3672,79,71,8
Benton,35954,2647,2393,55,44,11
Carroll,35287,2984,2681,50,43,7
Henry,35046,2995,2775,37,36,1
Fayette,34430,1904,1767,41,36,5
Hardin,33199,1913,1686,42,34,8
Tama,31707,2188,1969,71,67,4
Mahaska,29865,2346,2125,49,44,5
Buchanan,29784,1979,1766,31,26,5
Cedar,29566,1909,1733,23,21,2
Clay,28990,2195,1878,25,20,5
Iowa,28626,1512,1403,24,22,2
Butler,28501,1713,1560,34,30,4
Delaware,26942,2058,1842,39,35,4
Crawford,26580,2853,2535,39,34,5
Dickinson,25597,2562,2079,43,37,6
Kossuth,25244,2232,1964,62,54,8
Jones,25086,3039,2810,55,51,4
O'Brien,24951,2098,1814,60,55,5
Jackson,24819,2303,2076,42,39,3
Floyd,24504,1713,1456,42,32,10
Clayton,24017,1742,1562,55,46,9
Hamilton,22679,1958,1707,49,45,4
Mills,20813,1741,1503,20,17,3
Page,20585,1960,1805,20,18,2
Harrison,20482,1877,1620,73,69,4
Allamakee,20473,1540,1422,51,41,10
Hancock,20407,1527,1356,34,27,7
Cherokee,20306,1665,1462,38,30,8
Wright,20165,1857,1724,35,28,7
Cass,20006,1418,1264,54,48,6
Jefferson,19796,1417,1269,35,29,6
Madison,19793,1660,1461,19,15,4
Sac,19159,1339,1196,19,19,0
Franklin,18939,1222,1079,21,19,2
Grundy,18722,1427,1298,32,27,5
Palo Alto,17945,1150,1008,21,20,1
Guthrie,17767,1251,1086,28,23,5
Calhoun,17759,1380,1302,11,11,0
Monona,17620,859,754,30,28,2
Mitchell,17267,1362,1197,41,38,3
Appanoose,17191,1432,1196,47,43,4
Winnebago,16866,1455,1297,31,26,5
Chickasaw,16833,1285,1196,15,13,2
Louisa,16696,1326,1191,49,42,7
Union,16570,1320,1179,32,26,6
Emmet,16384,1350,1124,40,38,2
Shelby,16346,1324,1166,37,33,4
Howard,16311,1068,990,22,18,4
Lyon,15295,1542,1441,41,37,4
Keokuk,15099,1011,901,30,30,0
Humboldt,14950,1227,1123,26,23,3
Greene,14407,812,734,10,10,0
Montgomery,13875,1075,939,37,35,2
Clarke,12901,1038,945,23,22,1
Worth,12534,740,665,8,7,1
Pocahontas,12407,874,802,21,21,0
Ida,12091,997,820,33,31,2
Adair,12008,960,800,32,22,10
Audubon,11767,512,466,9,8,1
Pending Investigation,11236,1024,935,0,0,0
Davis,10655,869,751,24,23,1
Decatur,10182,602,574,9,9,0
Ringgold,9412,553,498,22,18,4
Monroe,9391,974,879,28,21,7
Lucas,9026,777,716,22,18,4
Osceola,8358,770,672,16,13,3
Taylor,8324,674,632,12,10,2
Van Buren,8111,580,521,18,15,3
Fremont,7058,641,557,10,8,2
Wayne,6544,555,472,23,18,5
Adams,5384,336,315,4,4,0
