ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,191194,182601,8593
19045,13722,12566,1156
19187,14791,13866,925
19137,3283,2761,522
19155,38621,34127,4494
19013,59999,54956,5043
19127,12611,10063,2548
19025,3747,3610,137
19145,6046,5414,632
19033,21738,20454,1284
19169,39854,37970,1884
19065,9786,8940,846
19085,3216,3012,204
19103,76418,73042,3376
19113,101246,94056,7190
19125,13828,10046,3782
19049,33353,31687,1666
19161,3166,3132,34
19031,5665,5434,231
19099,11143,10567,576
19081,3152,2552,600
19011,6890,6504,386
19027,8929,8042,887
19063,4508,4194,314
19091,3898,3570,328
19131,3900,3818,82
19171,7316,6372,944
19001,2239,1944,295
19163,68058,63469,4589
19107,1545,1445,100
19105,5319,4652,667
19193,39838,35705,4133
19179,10359,9891,468
19175,4292,4122,170
19057,15511,14914,597
19133,1839,1723,116
19047,6732,5236,1496
19121,6111,5995,116
19167,11056,8592,2464
19123,6578,6252,326
19029,9622,9323,299
19089,2021,1886,135
19147,3110,2997,113
19041,7335,7224,111
19191,7084,6327,757
19021,8798,5622,3176
19165,5218,5141,77
19075,4241,3998,243
19019,5717,5494,223
19181,14291,13646,645
19077,3895,3700,195
19017,11372,10332,1040
19109,5526,5145,381
19135,2962,2745,217
19061,53340,51789,1551
19141,4887,4632,255
19139,14845,10606,4239
19097,7309,7155,154
19101,6835,6029,806
19149,9015,6206,2809
19051,4572,2953,1619
19111,11137,9832,1305
19119,2734,2698,36
19183,6222,5810,412
19043,6251,5640,611
19197,5661,4124,1537
19157,7555,7360,195
19039,4894,3589,1305
19059,6848,6680,168
19189,3869,3449,420
19185,3034,2694,340
19009,1976,1875,101
19023,3705,3592,113
19015,9478,9112,366
19035,4268,4074,194
19069,3285,3085,200
19095,5699,5196,503
19005,5131,5066,65
,4254,4254,0
19007,4148,3728,420
19087,7036,5810,1226
19083,6606,5407,1199
19067,6272,5452,820
19143,1485,1356,129
19055,4399,3730,669
19079,6185,5812,373
19037,2873,2575,298
19117,3293,2956,337
19053,2691,2586,105
19073,4299,3882,417
19115,4382,2884,1498
19129,4629,4529,100
19159,1836,1835,1
19151,1708,1568,140
19093,1856,1401,455
19071,1551,1473,78
19195,1517,1517,0
19003,1546,1545,1
19173,2061,2052,9
19177,1407,1320,87
