RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19179,24214,808,10571,2264
19013,117759,4221,54164,5210
19029,11739,297,5549,344
19167,21467,532,9658,1619
19153,484541,23546,224367,12261
19113,229469,7743,106875,7976
19033,40348,1296,18737,1578
19055,13771,331,6311,818
19155,72297,3330,33454,2059
19169,97042,3928,45246,2622
19045,36430,1368,16851,1360
19043,13298,252,6244,558
19163,138684,5674,64007,4996
19099,32363,1080,14879,1525
19061,99530,2253,47811,1655
19103,171373,5641,80567,4598
19193,77504,3265,34918,4403
19011,22445,644,10466,869
19161,7888,144,3706,332
19049,92140,3831,43021,2267
19027,19146,468,8846,986
19015,26127,959,12234,700
19157,16953,524,7996,437
19111,23872,878,10775,1444
19051,5033,176,2352,153
19105,18807,442,8690,985
19187,30990,1073,14309,1299
19127,36214,1441,16171,2431
19019,17258,526,8073,586
19017,23145,771,10679,1016
19097,16270,352,7779,360
19121,13486,392,6393,308
19059,16123,469,7700,254
19023,13258,350,6250,408
19149,18732,553,8066,2047
19057,29228,1346,13536,810
19145,12183,454,5620,489
19195,5852,127,2777,171
19183,19165,577,8960,668
19035,9375,225,4401,348
19109,12328,412,5693,530
19071,4945,125,2312,196
19047,12518,340,5442,1294
19159,4059,85,1968,38
19181,46244,1930,21541,1232
19077,9746,354,4540,312
19037,9672,236,4387,662
19087,15168,486,6590,1502
19115,7691,254,3217,1003
19129,11525,414,5420,271
19137,8181,288,3687,519
19085,10567,379,4920,348
19147,7109,187,3354,214
19039,7085,274,3062,687
19041,13177,357,6229,362
19081,7989,169,3690,440
19139,35858,1437,15336,3749
19123,14119,464,6448,759
19189,8298,239,3748,563
19083,14140,316,6467,890
19171,15295,526,6995,779
19075,11757,337,5483,454
19185,4100,181,1877,165
19151,5376,172,2499,206
19125,25114,788,11121,2084
19005,10475,337,4963,212
19091,7274,184,3372,346
19093,4925,138,2197,393
19165,10694,232,5123,216
19009,5206,84,2487,148
19191,19470,561,9027,855
19063,7411,365,3370,306
19065,16681,505,7813,550
19117,5862,139,2676,371
19119,6716,118,3219,160
19003,3027,90,1441,55
19173,4506,111,2164,67
19131,8095,177,3867,184
19053,4725,138,2182,223
19073,7689,289,3451,498
19007,8806,283,4060,403
19175,9698,351,4550,247
19101,13377,545,6072,688
19197,10608,272,4723,890
19177,4364,117,2027,193
19067,12694,383,5917,477
19001,5520,168,2522,308
19021,16003,591,6245,2922
19095,15502,518,7168,648
19069,8143,233,3778,354
19031,17259,494,8057,651
19107,7226,170,3385,286
19135,5437,141,2496,304
19079,14109,389,6531,658
19025,8926,212,4199,316
19141,10828,250,5041,496
19133,7106,143,3377,209
19143,4251,103,1975,198
19089,6955,196,3161,437
,85,5,37,6
