ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,254822,242287,12535
19021,10244,6677,3567
19027,10490,9388,1102
19049,44822,42377,2445
19181,17453,16468,985
19013,70910,64779,6131
19033,25856,23962,1894
19169,50372,47599,2773
19195,1712,1711,1
19083,7338,6008,1330
19189,4304,3804,500
19155,47550,42704,4846
19139,18232,13312,4920
19009,2096,1995,101
19005,5588,5476,112
19099,14641,13503,1138
19103,91806,87608,4198
19017,13087,11854,1233
19065,10740,9824,916
19061,60429,58267,2162
19041,8242,7966,276
19147,3374,3225,149
19193,46144,41326,4818
19003,1645,1636,9
19173,2196,2176,20
19175,5031,4727,304
19067,7199,6157,1042
19063,4900,4521,379
19035,4804,4532,272
19123,7733,7178,555
19183,7543,7000,543
19179,12530,11628,902
19073,4817,4312,505
19113,126212,117543,8669
19019,6376,6044,332
19101,8093,7130,963
19127,16043,13192,2851
19109,6246,5759,487
19187,17751,16431,1320
19037,3082,2743,339
19011,7790,7327,463
19045,17450,15882,1568
19081,3682,2963,719
19131,4456,4300,156
19029,10383,9955,428
19135,3400,3108,292
19059,7629,7380,249
19159,2051,2046,5
19163,83032,76842,6190
19125,15664,11642,4022
19149,9807,6862,2945
19015,11487,10930,557
19141,5473,5129,344
19091,4226,3843,383
19151,2004,1855,149
19055,5236,4474,762
19031,6348,6068,280
19167,12348,9696,2652
19143,1649,1476,173
19161,3256,3206,50
19069,3638,3392,246
19133,2303,2100,203
19075,4851,4456,395
19171,9017,8033,984
19137,3708,3131,577
19111,13457,11556,1901
19197,6441,4728,1713
19047,7469,5878,1591
19077,4519,4260,259
19093,2053,1560,493
19051,4800,3141,1659
19025,4249,4072,177
19145,7379,6536,843
19057,18035,17320,715
19007,4576,4099,477
19157,9326,8902,424
19191,8870,7846,1024
19023,3946,3776,170
19087,8954,7057,1897
19001,2494,2163,331
19079,7162,6756,406
19095,6180,5562,618
19119,3000,2926,74
19043,6571,5910,661
19117,3697,3301,396
19039,5456,4092,1364
19107,1675,1575,100
19165,5738,5605,133
19185,3240,2863,377
19115,4687,3159,1528
19053,2912,2794,118
19177,1513,1402,111
19121,6899,6742,157
19085,3491,3246,245
,5212,5211,1
19105,6907,6010,897
19097,8096,7838,258
19129,5861,5716,145
19089,2257,2075,182
19071,1682,1584,98
