RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19061,85436,7403,38474,1086
19153,362181,61831,146173,7989
19139,28808,3765,10943,3151
19169,74851,14023,29529,1763
19181,36199,5790,14841,722
19145,10502,1168,4481,373
19057,24714,2214,10952,597
19163,112167,10502,49123,3424
19113,179605,24152,74464,6523
19111,19906,2084,8473,875
19125,20854,2400,8329,1797
19123,11608,1365,4842,560
19193,65933,4727,29015,3173
19187,25957,2525,11282,869
19131,7291,406,3393,99
19165,9187,1011,4014,145
19055,11826,1012,5070,672
19167,18558,1598,7785,1391
19103,139589,15933,60009,3640
19069,7025,606,3076,267
19173,4098,225,1917,40
19197,9110,649,3860,742
19191,16366,1802,6961,644
19033,33462,3464,14452,1098
19177,3862,293,1721,127
19099,24797,3819,10077,824
19021,13343,1244,4764,2572
19065,14848,1035,6689,435
19093,4342,263,1882,313
19127,27611,4659,10399,2154
19133,6217,462,2811,133
19155,57139,5998,24723,1698
19031,14226,1530,6104,488
19083,12187,974,5254,705
19183,15781,1774,6759,495
19195,5001,491,2192,125
19049,69538,12101,27945,1582
19067,10706,1102,4668,266
19079,11851,1194,5058,540
19011,18810,1949,8073,713
19077,8107,827,3532,218
19013,97317,10549,41372,4032
19059,14272,1195,6459,161
19019,15005,1228,6670,438
19017,19803,1933,8523,823
19081,6969,545,3053,318
19023,11444,1081,5034,296
19129,9285,1051,4016,203
19189,7188,635,3050,451
19085,9047,1010,3885,268
19029,10130,844,4523,238
19149,16470,979,6819,1855
19097,13852,1462,6078,235
19157,13609,2017,5657,279
19035,8382,621,3735,291
19121,10815,1571,4519,208
19147,6299,446,2857,141
19063,6530,619,2839,232
19179,19892,1964,8024,1880
19027,16994,1199,7510,776
19071,4251,368,1868,147
19025,7787,826,3374,214
19087,11768,1452,4937,439
19105,15193,2189,6140,718
19053,4174,282,1858,176
19045,29363,3799,12296,973
19159,3597,248,1661,26
19051,4408,341,1987,94
19001,4728,331,2079,239
19043,12196,648,5541,467
19141,9533,695,4222,394
19075,10108,990,4410,298
19037,8482,693,3624,542
19171,12895,1390,5408,688
19015,20976,2625,8960,432
19115,6560,595,2536,894
19005,9383,644,4307,127
19009,4574,300,2082,111
19137,7050,622,2995,435
19109,10820,755,4828,409
19119,6026,501,2702,121
19161,7091,514,3168,241
19143,3757,255,1681,140
19041,11291,1009,5018,247
19095,12795,1660,5323,493
19047,10672,872,4324,1152
19091,6538,349,2949,290
19101,11040,963,4781,513
19007,7728,519,3444,320
19089,5958,623,2501,335
19175,8131,860,3572,126
19003,2649,223,1200,29
19117,4849,516,2023,288
19185,3669,300,1617,135
19039,5888,595,2350,592
19073,6578,546,2836,360
19135,4676,354,2046,230
19107,6163,549,2698,220
19151,4682,487,2014,167
,72,8,30,6
