County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,726222,65259,56175,632,555,77
Linn,305293,22393,20196,337,301,36
Scott,223419,21608,19259,243,219,24
Black Hawk,223087,17368,15369,309,286,23
Johnson,219980,15409,14176,84,77,7
Dubuque,200776,14726,13049,209,193,16
Story,167684,11430,10386,48,42,6
Woodbury,152123,16497,14819,228,209,19
Dallas,133324,12576,10934,98,85,13
Pottawattamie,124583,12291,10788,170,148,22
Marshall,85457,5220,4724,76,68,8
Warren,81240,6304,5589,90,80,10
Cerro Gordo,80254,5898,5224,89,74,15
Webster,71040,5414,5005,94,79,15
Clinton,66852,6067,5367,93,79,14
Des Moines,58964,4995,4414,66,55,11
Muscatine,58528,5186,4602,103,94,9
Lee,56234,4029,3663,55,42,13
Jasper,54224,4549,4076,72,67,5
Wapello,49028,4683,4143,122,118,4
Sioux,47607,5334,5022,74,71,3
Poweshiek,47218,1636,1510,35,32,3
Buena Vista,46227,4902,4198,40,36,4
Boone,45876,2860,2579,34,31,3
Marion,44202,3843,3520,76,65,11
Washington,43336,2722,2468,51,47,4
Winneshiek,41582,2050,1926,35,30,5
Bremer,41251,2998,2748,60,51,9
Plymouth,39787,4323,3913,80,72,8
Benton,39061,2729,2474,55,44,11
Carroll,38183,3077,2782,52,43,9
Fayette,37833,1936,1807,41,36,5
Henry,37740,3081,2851,37,36,1
Hardin,36866,1998,1791,44,34,10
Tama,33669,2231,2009,71,67,4
Cedar,32750,2003,1844,23,21,2
Buchanan,32723,2024,1863,33,27,6
Mahaska,32695,2426,2209,51,46,5
Clay,31972,2267,2115,26,21,5
Iowa,30811,1558,1453,24,22,2
Butler,30563,1748,1589,35,31,4
Delaware,30532,2151,2024,41,37,4
Crawford,29226,2917,2589,40,35,5
Dickinson,28165,2677,2417,44,38,6
Jones,27856,3127,2894,57,51,6
Kossuth,27227,2279,2088,65,56,9
O'Brien,26970,2150,1926,61,56,5
Jackson,26942,2375,2162,42,39,3
Floyd,26775,1797,1545,42,32,10
Clayton,26404,1791,1634,56,47,9
Hamilton,24131,1995,1746,50,45,5
Hancock,22543,1594,1420,34,27,7
Page,22384,2001,1890,22,20,2
Allamakee,22371,1576,1446,51,41,10
Harrison,22091,1933,1708,73,69,4
Madison,21927,1779,1554,19,15,4
Mills,21908,1795,1584,23,20,3
Jefferson,21545,1446,1297,35,29,6
Cherokee,21523,1691,1541,38,30,8
Wright,21463,1922,1783,37,30,7
Cass,21426,1473,1316,54,48,6
Sac,21421,1390,1274,19,19,0
Franklin,20730,1327,1123,21,19,2
Grundy,19976,1445,1326,33,27,6
Palo Alto,19553,1193,1094,23,22,1
Guthrie,19380,1305,1177,31,25,6
Calhoun,19263,1438,1327,13,12,1
Appanoose,18716,1459,1227,49,44,5
Monona,18676,885,794,31,29,2
Mitchell,18624,1377,1225,42,39,3
Winnebago,18441,1540,1362,31,26,5
Chickasaw,18354,1314,1218,16,14,2
Louisa,18053,1352,1232,49,42,7
Shelby,18025,1371,1262,37,33,4
Union,17994,1369,1214,34,26,8
Emmet,17755,1422,1274,40,38,2
Howard,17444,1094,1019,22,18,4
Lyon,17174,1594,1527,41,37,4
Keokuk,16274,1028,923,31,31,0
Humboldt,15933,1243,1158,26,23,3
Greene,15508,826,760,10,10,0
Montgomery,14837,1112,987,38,36,2
Clarke,14001,1063,966,24,22,2
Pocahontas,13921,902,834,22,22,0
Worth,13832,798,724,8,7,1
Ida,12973,1021,864,35,32,3
Audubon,12933,535,487,10,9,1
Adair,12657,991,830,32,22,10
Davis,11730,915,781,24,23,1
Decatur,10765,627,592,9,9,0
Ringgold,10410,578,533,24,18,6
Monroe,10113,1001,920,29,22,7
Lucas,9845,805,743,23,18,5
Osceola,9473,816,761,16,13,3
Taylor,9141,687,645,12,10,2
Van Buren,8853,586,541,18,15,3
Pending Investigation,8153,992,930,0,0,0
Fremont,7589,660,614,9,7,2
Wayne,7526,585,502,23,18,5
Adams,5955,352,335,4,4,0
