RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19145,0.4062355199576355,5638,499
19113,0.5096336224008187,107469,8068
19193,0.38383426925426986,35141,4435
19103,0.5664681752017997,80989,4627
19173,0.3656265316124816,2168,70
19155,0.38369847434714507,33699,2064
19165,0.4683080146673651,5146,218
19097,0.4203405524975565,7809,362
19181,0.44629464112229436,21719,1250
19121,0.4115558819929,6414,310
19033,0.4818138987043581,18843,1610
19029,0.4613586787161109,5572,350
19197,0.45056519662474128,4767,893
19013,0.45520773005760969,54493,5243
19179,0.3687837799193571,10626,2270
19153,0.48644833024251218,226014,12424
19087,0.4079883732584945,6623,1518
19187,0.43722147950089126,14388,1310
19045,0.39488250877684208,16958,1376
19167,0.3247453736910056,9694,1625
19047,0.40249702734839479,5471,1299
19023,0.46353625597340539,6280,413
19001,0.39807046979865776,2533,314
19171,0.46339147976741426,7026,784
19049,0.48758199308743435,43283,2283
19129,0.378714673373486,5450,272
19069,0.41509433962264155,3818,362
19015,0.4994663413890371,12391,712
19157,0.4586575875486381,8046,441
19027,0.49010662038184979,8891,992
19163,0.4015484870737758,64388,5057
19061,0.5104047846594938,47992,1676
19099,0.44396934247680516,14963,1546
19043,0.38862613254316488,6261,559
19127,0.47595824125581046,16282,2456
19169,0.4952068124015363,45452,2641
19183,0.44074664238561347,9007,674
19017,0.46959540339956909,10746,1023
19161,0.41775537496142375,3728,333
19081,0.39078080903104425,3710,444
19011,0.4446090855917333,10527,875
19085,0.3756851021425012,4930,348
19021,0.47023445463812438,6293,2933
19151,0.41154252908294305,2516,208
19091,0.39066750366185395,3386,348
19125,0.3993925360117884,11180,2101
19101,0.3713036348729161,6097,696
19109,0.4233443596840613,5736,535
19055,0.4211392628299336,6339,825
19019,0.4113813459268005,8118,593
19065,0.4273791348600509,7846,552
19067,0.41139240506329119,5952,483
19195,0.4013006367700854,2789,173
19141,0.40442085363193489,5059,503
19139,0.4528642415150947,15556,3765
19189,0.4187753525207649,3767,569
19077,0.4568247731312564,4567,316
19175,0.3952291479454293,4587,251
19079,0.4907601705814662,6590,660
19137,0.42563275184027429,3701,520
19007,0.3606953162723322,4076,406
19111,0.36770954036307459,10891,1485
19063,0.40139009556907037,3390,306
19039,0.40255455029270889,3089,693
19159,0.411728647323253,1977,38
19037,0.4258778178161401,4410,672
19123,0.32817379497623896,6485,766
19105,0.47086697935302937,8736,1002
19051,0.2793333333333333,2361,153
19149,0.40425785439091235,8123,2055
19089,0.39506442454684428,3181,437
19147,0.4033310826018456,3370,214
19003,0.4167129372570794,1445,56
19057,0.3709549105653502,13636,819
19107,0.36053093890298656,3405,289
19135,0.3639548462436746,2499,306
19117,0.35569767441860469,2681,378
19031,0.46996295699790627,8099,655
19059,0.4635531347780739,7743,257
19095,0.48856895699456256,7257,650
19185,0.3185840707964602,1887,165
19073,0.44936993699369939,3490,504
19005,0.37933805801125156,4977,215
19075,0.4879823413996076,5509,460
19083,0.43856108274961416,6494,894
19009,0.4798034934497817,2489,148
19191,0.4981741783802711,9101,858
19041,0.4133991008991009,6252,369
19071,0.3610632183908046,2316,197
19131,0.3857925562063102,3896,188
19115,0.38595378341640237,3247,1012
19093,0.37857142857142858,2201,396
19035,0.4250111259457054,4422,353
19025,0.4699007033512619,4220,323
19177,0.3158716638273708,2032,193
19119,0.28881327094853256,3233,162
19133,0.4181079512478236,3387,215
19143,0.3669016448472642,1986,200
19053,0.30813214739517155,2202,223
,,39,6
