ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,568548,28161,262589,15611
19059,16627,641,7846,289
19021,20159,1271,7459,3869
19027,22224,742,10016,1276
19049,97711,4638,45799,2823
19181,37413,1545,17436,1165
19013,152120,6338,69587,6420
19033,56456,2559,25806,2137
19169,108388,5186,50372,3284
19195,3603,67,1769,1
19083,14496,425,6322,1351
19189,8957,298,4065,513
19081,6989,138,3051,749
19155,103478,5368,46082,5011
19139,35867,1577,14439,5298
19009,4245,56,2045,101
19005,12124,403,5787,129
19099,30694,1035,14322,1220
19103,195391,7053,92024,4676
19017,27981,976,12761,1493
19065,22114,672,10240,960
19061,129411,4167,61496,2441
19041,17775,693,8413,314
19063,10548,594,4700,423
19147,7198,216,3389,179
19193,101087,5636,45399,5074
19003,3651,85,1676,22
19173,4705,110,2265,37
19175,10876,501,5058,356
19067,14851,463,6604,1230
19035,10357,385,4795,374
19123,16737,700,7698,589
19183,16281,689,7488,598
19179,27543,1226,12568,1059
19073,9825,280,4475,525
19113,269042,9628,125481,9680
19019,13928,511,6521,380
19101,17030,788,7624,1003
19127,33516,1487,14456,3259
19109,13109,404,6067,534
19187,38909,1801,17715,1435
19037,6192,150,2845,362
19011,16404,532,7692,488
19141,11581,370,5393,424
19045,38269,1862,17298,1726
19131,9481,245,4507,196
19029,21991,591,10345,473
19135,7123,177,3268,378
19159,4496,108,2163,6
19163,181363,8491,82424,6818
19125,30354,1091,12460,4184
19149,18259,600,7314,2995
19015,24404,716,11570,617
19091,8940,295,4026,436
19151,4172,99,1942,182
19055,10844,444,4806,822
19031,13255,289,6349,301
19167,24358,917,10323,2788
19143,3329,45,1540,204
19161,6730,143,3244,76
19069,7617,221,3552,282
19133,4714,135,2182,231
19075,10421,429,4739,514
19171,18267,641,8273,985
19137,7825,420,3384,606
19111,28858,1250,12579,2220
19197,12192,348,5020,1826
19047,14933,614,6341,1608
19077,9511,253,4453,327
19093,3906,127,1620,543
19051,8608,227,3314,1700
19025,8611,148,4104,224
19145,15632,775,6987,857
19057,40745,2182,18852,798
19007,9681,455,4309,519
19157,19786,704,9343,487
19191,18732,786,8456,1071
19023,7988,102,3838,193
19087,18103,719,7607,2128
19053,6279,215,2916,138
19097,17313,494,8268,303
19001,4943,158,2244,344
19079,15119,378,7076,426
19039,10571,376,4399,1387
19095,12436,227,5761,663
19119,6357,163,3032,120
19043,13071,280,6041,668
19085,7362,393,3341,271
19117,7685,221,3466,442
19107,3408,62,1623,100
19165,12437,342,5932,195
19185,6630,218,2945,412
19115,8258,173,3254,1583
19121,14715,346,7047,193
19177,3093,80,1430,149
,10389,236,5210,1
19105,14152,390,6361,993
19129,13358,591,6279,184
19089,4939,258,2227,246
19071,3445,91,1628,98
