County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,627631,60651,50755,578,514,64
Linn,265661,21055,19023,324,291,33
Black Hawk,197840,16578,14564,300,279,21
Johnson,192381,14198,12936,78,73,5
Scott,190060,18946,16786,225,206,19
Dubuque,172478,13818,12144,200,186,14
Story,149326,10613,9431,46,40,6
Woodbury,133010,15600,13497,217,199,18
Dallas,117650,11810,9983,94,83,11
Pottawattamie,109469,11182,9631,152,134,18
Marshall,75625,5074,4535,74,66,8
Cerro Gordo,70635,5452,4881,85,71,14
Warren,69312,5794,4984,80,71,9
Webster,64289,5289,4824,88,74,14
Clinton,56883,5577,4895,87,76,11
Des Moines,51697,4666,4199,63,53,10
Lee,49974,3777,3485,55,42,13
Muscatine,49676,4693,4100,94,85,9
Jasper,47276,4313,3718,69,64,5
Wapello,43239,4544,3865,115,111,4
Buena Vista,41861,4811,4058,39,35,4
Boone,40944,2677,2381,30,28,2
Sioux,40142,5092,4687,69,66,3
Marion,38475,3690,3324,74,64,10
Poweshiek,38378,1581,1442,32,29,3
Washington,37626,2599,2346,49,45,4
Bremer,35622,2879,2591,57,48,9
Plymouth,34956,4090,3575,79,71,8
Winneshiek,34627,1948,1779,31,26,5
Benton,34244,2614,2313,54,44,10
Henry,33659,2962,2756,37,36,1
Carroll,33576,2926,2610,49,42,7
Fayette,32336,1889,1732,38,33,5
Hardin,31714,1870,1648,40,33,7
Tama,30270,2172,1930,68,65,3
Mahaska,28523,2290,2079,49,44,5
Buchanan,28192,1924,1717,30,26,4
Cedar,28064,1845,1667,23,21,2
Butler,27404,1696,1541,32,28,4
Iowa,27335,1495,1363,23,21,2
Clay,27042,2072,1806,25,20,5
Crawford,25567,2822,2475,36,31,5
Delaware,25050,1958,1807,39,35,4
Dickinson,23899,2369,1972,41,35,6
O'Brien,23789,2048,1735,58,54,4
Kossuth,23774,2166,1914,58,51,7
Jones,23756,2987,2788,55,51,4
Jackson,23571,2261,2055,40,37,3
Floyd,23413,1674,1427,41,31,10
Clayton,22864,1699,1550,55,46,9
Hamilton,21931,1941,1693,44,42,2
Mills,19931,1690,1457,20,17,3
Allamakee,19662,1531,1355,48,38,10
Harrison,19585,1832,1593,71,67,4
Page,19565,1903,1770,19,18,1
Hancock,19564,1496,1339,33,27,6
Wright,19527,1826,1704,33,27,6
Cass,19316,1396,1212,52,47,5
Cherokee,19274,1628,1402,37,29,8
Jefferson,18928,1410,1251,35,29,6
Madison,18884,1629,1415,19,15,4
Franklin,18285,1203,1063,21,19,2
Sac,18264,1300,1159,18,18,0
Grundy,17932,1407,1283,31,26,5
Calhoun,17074,1369,1272,11,11,0
Monona,16801,841,737,30,28,2
Guthrie,16781,1212,1063,28,23,5
Palo Alto,16717,1095,976,22,20,2
Appanoose,16464,1413,1178,47,43,4
Mitchell,16226,1343,1165,41,38,3
Winnebago,16142,1428,1257,31,26,5
Chickasaw,16098,1270,1174,15,13,2
Louisa,15993,1302,1177,48,41,7
Union,15799,1289,1160,31,26,5
Howard,15701,1057,967,22,18,4
Shelby,15330,1276,1108,34,31,3
Emmet,15296,1275,1099,40,38,2
Keokuk,14459,999,888,30,30,0
Humboldt,14380,1215,1098,26,23,3
Lyon,14116,1496,1414,41,37,4
Greene,13746,799,714,10,10,0
Montgomery,13170,1049,928,36,34,2
Clarke,12415,1025,916,23,22,1
Pending Investigation,12102,1016,871,0,0,0
Pocahontas,12020,867,791,19,19,0
Worth,11567,714,650,8,7,1
Adair,11512,954,777,31,22,9
Ida,11329,978,768,32,30,2
Audubon,11014,499,455,9,8,1
Davis,10120,851,731,24,23,1
Decatur,9570,593,556,9,9,0
Ringgold,9045,543,485,22,18,4
Monroe,9005,953,861,28,21,7
Lucas,8595,773,681,22,18,4
Taylor,7871,668,627,12,10,2
Van Buren,7796,565,520,18,15,3
Osceola,7658,728,661,16,13,3
Fremont,6730,607,541,10,8,2
Wayne,5969,548,428,22,17,5
Adams,5060,327,315,4,4,0
