RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,0.5005763412429793,232567,12796
19161,0.4191955560127559,3740,335
19027,0.4967517976692289,9020,997
19013,0.4649160240192642,55671,5339
19017,0.47777511770808397,10936,1038
19019,0.4191735537190083,8252,624
19195,0.4075328546267443,2827,181
19033,0.48800942285041229,19053,1663
19081,0.39567262464722488,3752,454
19169,0.5045563598546083,46305,2696
19139,0.46348209263078946,15888,3886
19165,0.47310983062685527,5199,220
19009,0.48380640465793309,2510,149
19191,0.5058276224300935,9236,876
19103,0.5771999470689427,82486,4752
19065,0.43348600508905857,7950,568
19061,0.5167863859173166,48565,1724
19147,0.40625703353589917,3390,220
19183,0.44712041884816758,9127,694
19193,0.39050694909172026,35778,4486
19003,0.42282065519156028,1464,59
19173,0.37036431955562817,2195,72
19041,0.41864385614385615,6316,389
19125,0.4062189877605028,11389,2119
19123,0.333785924417289,6586,789
19157,0.46606139213143107,8176,448
19099,0.45155304558289635,15230,1561
19073,0.45803330333033306,3561,510
19113,0.5202023766464055,109664,8269
19171,0.4737747715675804,7143,842
19109,0.4313103355161007,5841,548
19187,0.44449086452762928,14604,1355
19011,0.45147202183661536,10685,893
19045,0.4065131706476556,17453,1421
19067,0.4175936580999872,6020,512
19189,0.42370098512652118,3811,576
19131,0.3902323823918383,3934,197
19029,0.46611093798691186,5632,351
19135,0.3682366679641884,2522,316
19049,0.5035365370828117,44719,2338
19127,0.48782036627803607,16630,2575
19063,0.40508253692441356,3419,311
19159,0.4158152840212505,1996,39
19115,0.39311282283642959,3313,1025
19163,0.41134940413893597,65958,5182
19149,0.4101362354529928,8245,2081
19059,0.46789894541661838,7810,265
19093,0.38440233236151608,2240,397
19015,0.5103682244415644,12656,733
19141,0.40798371264451396,5097,514
19075,0.49157946370176588,5547,466
19091,0.3957940991839297,3430,353
19151,0.42181598428765679,2581,211
19055,0.42537181823525957,6401,835
19101,0.3792292976223012,6231,707
19005,0.38430627602834807,5041,219
19181,0.45723390199354915,22228,1304
19025,0.47476210177906499,4257,333
19083,0.44319126202065775,6555,911
19069,0.41876861966236347,3851,366
19023,0.4691460627467276,6348,426
19133,0.42054556006964596,3402,221
19085,0.3792440743113389,4977,351
19137,0.43248966421296766,3765,524
19111,0.3762961642451793,11155,1510
19197,0.4552619009711829,4819,900
19179,0.37564700163001515,10800,2336
19121,0.41841106622597626,6511,325
19143,0.3731117824773414,2011,212
19051,0.2866666666666667,2424,156
19047,0.40820451843044,5554,1312
19145,0.4133845237307209,5713,532
19043,0.3920451307766824,6311,569
19057,0.3814509713347191,13986,878
19007,0.36576533075808789,4131,414
19107,0.36404450517275035,3432,298
19077,0.46748994293198617,4666,331
19129,0.38434045932887686,5532,275
19021,0.4785932721712538,6413,2977
19087,0.41480404931342088,6730,1547
19079,0.49651391051242135,6667,668
19035,0.42768135291499778,4446,359
19001,0.40184563758389266,2557,317
19037,0.43048688510852259,4458,679
19095,0.4971576866040534,7362,684
19167,0.32884808492325348,9813,1649
19089,0.40096090849530466,3212,460
19119,0.29034453424074865,3243,170
19185,0.3305387362210837,1963,166
19039,0.41192123469930816,3169,701
19097,0.42533052111734145,7896,372
19155,0.39464197583846535,34673,2110
19117,0.35848837209302328,2699,384
19031,0.4766199602727224,8218,660
19175,0.4005391716363042,4644,259
19071,0.36336206896551728,2331,198
19053,0.31067344345616268,2219,226
19177,0.3195627484383873,2053,198
19105,0.4772980029979208,8850,1021
,,38,6
