RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5171117245150063,239843,13625
19161,0.42567637074375067,3792,346
19027,0.5044383833374659,9139,1033
19013,0.47723046910720276,57125,5501
19017,0.48890750937674568,11180,1073
19019,0.4316883116883117,8496,645
19103,0.5872965462485114,83777,4987
19195,0.41769407939303618,2889,194
19033,0.5023085983510012,19559,1764
19081,0.40366886171213547,3815,476
19169,0.5141839224852498,47108,2828
19139,0.4789752484530283,16249,4186
19165,0.48157848786450149,5280,236
19009,0.49199417758369726,2548,156
19191,0.5162823270471713,9421,900
19065,0.44162849872773538,8071,607
19061,0.5248224763901306,49254,1817
19147,0.4163853252307,3461,239
19183,0.45781925791031188,9330,726
19003,0.4328151027207107,1495,64
19173,0.3777160594674073,2234,78
19041,0.4271978021978022,6435,407
19125,0.41509036778636518,11649,2154
19123,0.3430640416383797,6752,828
19157,0.47551880674448768,8332,467
19099,0.46403119537447898,15644,1611
19073,0.4668091809180918,3627,522
19113,0.5325487635969053,112080,8652
19049,0.5172760639037806,45871,2470
19193,0.4038911034168388,36957,4687
19171,0.48469206123175509,7296,873
19109,0.4413690677107946,5967,571
19187,0.45504679144385026,14916,1422
19011,0.46239032949892769,10943,915
19045,0.4175622994249284,17905,1482
19067,0.4296125815113157,6142,578
19189,0.4323932779602086,3891,586
19131,0.3998677498583034,4015,218
19029,0.47561545652851358,5733,372
19135,0.37744907227196058,2576,333
19127,0.5039498082247453,17122,2718
19063,0.41203301476976547,3480,314
19159,0.4221495709031467,2026,40
19115,0.40471227911191667,3402,1064
19163,0.4231625448847308,67767,5416
19149,0.4188346506732335,8419,2126
19059,0.47664851083555456,7946,280
19093,0.3943148688046647,2288,417
19015,0.5221087138827476,12929,768
19141,0.41634552461281179,5188,538
19075,0.500163505559189,5621,497
19091,0.403954802259887,3480,381
19151,0.43118295815077808,2627,227
19055,0.43424842748809597,6526,861
19101,0.38874009292156327,6383,729
19005,0.39051654854971876,5114,231
19181,0.4684840477208254,22702,1409
19025,0.4827265204799338,4312,355
19083,0.4493054731093435,6635,934
19069,0.42830188679245287,3929,384
19023,0.4791883094397119,6467,452
19133,0.42681369704004648,3433,244
19085,0.3860773008755072,5059,365
19137,0.43944741353231828,3824,534
19111,0.38826989927801056,11441,1627
19037,0.44146484538674266,4537,731
19197,0.46481451998089476,4910,929
19179,0.38777202665217766,11112,2448
19121,0.4287550495776717,6654,351
19143,0.38049681101040619,2043,224
19051,0.29344444444444447,2471,170
19047,0.41914387633769326,5709,1341
19145,0.4208644999007083,5815,543
19043,0.396945694911391,6377,589
19057,0.39217799676649475,14367,915
19007,0.3721229679703847,4197,427
19107,0.3718524302166699,3501,309
19077,0.478529329216952,4764,351
19129,0.39307697398901317,5651,288
19021,0.4933231396534149,6658,3021
19087,0.4260298686980054,6872,1629
19079,0.5073444797942192,6809,686
19035,0.43649310191366266,4522,382
19001,0.4089765100671141,2597,328
19175,0.4095253655747079,4734,279
19095,0.5090212555610479,7521,717
19167,0.33607803758427776,10000,1714
19089,0.4118803232146757,3287,485
19119,0.2955338153977031,3289,185
19185,0.33799099518708278,1997,180
19039,0.42405534858967539,3258,726
19155,0.4065081647104264,35689,2200
19117,0.3702325581395349,2768,416
19031,0.48644440865410429,8386,675
19071,0.3688218390804598,2368,199
19053,0.3185514612452351,2270,237
19177,0.3297842135150483,2094,229
19097,0.4325325376819795,8028,380
19105,0.4867753010009187,9002,1065
,,39,5
