County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,21136,247067,13189,528061
Linn,7118,119020,8901,252801
Scott,6272,77987,6312,169791
Johnson,5585,88611,4308,186728
Black Hawk,4349,65742,6209,142256
Story,4128,48148,2851,102484
Woodbury,3898,42148,4942,92714
Pottawattamie,3812,43371,4869,96340
Dallas,3077,43088,2509,90388
Dubuque,2939,58825,2228,122621
Cerro Gordo,1824,24358,1983,52600
Des Moines,1684,17569,725,37593
Clinton,1540,16157,1598,35524
Webster,1324,16619,1349,36172
Warren,1143,16620,1037,35256
Muscatine,1033,13493,4995,33135
Marshall,987,13493,2952,30804
Lee,809,11752,1960,26511
Wapello,774,11832,959,25516
Bremer,766,12011,1275,26059
Marion,738,11769,4046,28466
Jasper,699,13696,1158,29045
Buena Vista,638,6827,3591,17980
Page,612,6598,848,14687
Jefferson,574,7216,979,15980
Boone,560,11030,577,23143
Emmet,551,4553,385,10161
Tama,528,8064,984,17725
Carroll,502,9484,1125,20770
Sioux,500,9808,2682,22806
Washington,498,7077,551,15214
Mills,490,5770,150,12209
Winneshiek,473,7980,1062,17464
Henry,469,7134,1945,16733
Mahaska,462,7264,573,15612
Dickinson,460,7459,255,15632
Fayette,455,9892,934,21188
Clay,453,8050,299,16797
Poweshiek,445,8999,431,18783
Cass,431,10033,432,21159
Plymouth,386,6931,2977,17267
Benton,348,7401,464,15621
Kossuth,319,5823,499,12500
Crawford,319,5976,1592,13887
Union,316,4786,318,10110
Montgomery,294,3165,581,7225
Jackson,294,7903,260,16346
Allamakee,290,5510,118,11435
Grundy,289,4476,411,9664
Madison,282,6789,162,14095
Buchanan,271,6128,342,12863
Wright,259,4762,1722,11486
Appanoose,257,4135,483,9102
Floyd,252,6220,1082,13791
Shelby,251,5661,145,11759
Clarke,244,4141,1367,9908
Out of State,244,5211,1,10375
Harrison,243,3268,255,7047
O'Brien,238,5188,357,10979
Jones,237,6088,906,13368
Cedar,229,6124,289,12734
Hamilton,221,6815,411,14421
Winnebago,219,3847,506,8436
Cherokee,219,4575,288,9664
Hardin,214,6067,1347,13755
Humboldt,213,3874,400,8510
Iowa,202,5614,621,12071
Delaware,198,4543,780,10029
Greene,189,4341,509,9454
Clayton,177,5928,667,12745
Guthrie,168,4298,275,9058
Wayne,165,2876,385,6410
Davis,162,3159,1667,8205
Decatur,159,2821,123,6020
Palo Alto,157,3269,155,6875
Lucas,143,3345,413,7335
Louisa,143,3171,1534,8011
Mitchell,142,4344,165,9015
Monroe,137,3147,306,6770
Franklin,128,3419,255,7230
Adair,112,2181,333,4760
Howard,109,2135,189,4552
Chickasaw,108,2761,345,5967
Lyon,106,2947,78,6090
Sac,88,3215,52,6589
Ida,87,1576,506,3742
Butler,86,3793,177,7870
Monona,78,2107,217,4492
Calhoun,78,4081,187,8460
Taylor,77,2188,22,4504
Hancock,74,2974,721,6744
Van Buren,73,1407,119,3008
Adams,71,1647,10,3565
Ringgold,70,2061,6,4256
Pocahontas,63,1870,158,3966
Fremont,61,1597,98,3353
Worth,43,1719,1,3479
Osceola,37,1493,181,3202
Keokuk,28,1594,100,3314
Audubon,22,2000,101,4123
