ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
,8448,250,4254,0
19127,25553,2031,10522,2548
19193,80342,4727,35939,4151
19153,428184,42591,188414,8858
19065,19849,667,9157,848
19095,11245,328,5196,510
19155,82979,5992,35767,4517
19103,162798,11029,74374,3421
19113,213897,17023,95468,7251
19187,31479,2215,14039,952
19117,6652,235,2991,343
19013,123816,7064,55656,5135
19169,86452,8401,38515,1939
19185,6105,241,2712,346
19027,18686,768,8416,942
19057,32853,2136,15047,597
19049,73981,6878,33364,1694
19181,30761,2530,13872,675
19099,24699,1935,11096,756
19015,20230,1265,9321,389
19051,7773,179,2972,1620
19163,144458,9732,64370,4702
19109,11291,494,5181,381
19033,46138,2637,21064,1307
19157,16276,1190,7467,195
19195,3214,156,1531,0
19167,20683,894,8650,2473
19083,12522,399,5429,1212
19189,7664,286,3467,422
19139,28015,1970,10822,4281
19019,11663,439,5499,233
19009,3921,73,1875,101
19005,10708,469,5081,74
19045,29210,2543,12703,1179
19017,23269,1332,10451,1053
19179,21906,1384,9968,475
19061,110814,4833,52288,1602
19041,15242,612,7269,130
19147,6416,220,3024,115
19043,12293,322,5659,615
19191,14839,962,6533,795
19003,3404,117,1556,2
19173,4293,135,2063,9
19111,22884,1177,10062,1321
19175,8855,465,4149,180
19077,8051,394,3724,195
19121,13001,615,6111,120
19073,8660,358,3903,422
19053,5677,207,2639,105
19133,3910,293,1757,116
19055,9017,429,3969,672
19165,10841,339,5188,80
19007,8444,395,3768,426
19011,14295,675,6612,399
19067,12395,541,5499,840
19063,9531,657,4227,319
19035,8881,365,4154,203
19123,13843,782,6337,340
19101,13909,946,6070,816
19037,5623,181,2575,298
19081,6080,376,2552,600
19029,19789,572,9352,301
19135,6059,211,2799,221
19059,14222,544,6750,168
19159,3925,146,1866,1
19125,25709,1184,10287,3812
19149,15771,469,6224,2818
19141,9921,361,4645,261
19091,7938,295,3586,332
19021,15368,771,5666,3176
19151,3712,126,1722,140
19031,11820,403,5601,238
19143,2934,93,1356,129
19161,6466,152,3132,34
19069,6735,219,3151,204
19075,8726,433,4020,247
19171,15067,1126,6515,956
19197,10202,384,4145,1547
19047,12502,430,5273,1501
19145,12853,1229,5483,645
19097,15093,418,7255,180
19093,3452,144,1426,457
19085,6660,421,3013,204
19025,7896,509,3612,142
19115,7581,229,2938,1498
19131,8147,413,3818,82
19119,5736,281,2709,42
19129,10156,724,4656,100
19001,4362,195,1971,295
19183,13261,888,5954,454
19023,7576,246,3605,113
19087,14606,908,6144,1358
19079,13233,485,6113,374
19039,8887,337,3615,1310
19105,11260,1115,4698,701
19137,6465,369,2771,524
19089,4070,179,1886,135
19107,3104,114,1445,100
19071,3150,127,1473,78
19177,2873,122,1331,88
