County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,748747,65687,57399,642,563,79
Linn,315297,22662,20716,340,304,36
Scott,233405,21747,19997,248,224,24
Black Hawk,229169,17717,15626,312,288,24
Johnson,227457,15510,14474,85,77,8
Dubuque,205712,14838,13242,211,195,16
Story,170851,11486,10630,48,42,6
Woodbury,156223,16556,14991,230,211,19
Dallas,136843,12638,11139,99,85,14
Pottawattamie,127123,12369,11028,174,151,23
Marshall,87337,5255,4784,76,68,8
Cerro Gordo,84052,5989,5398,97,80,17
Warren,83626,6350,5719,91,81,10
Webster,73161,5464,5041,94,79,15
Clinton,69627,6097,5508,93,79,14
Des Moines,61838,5050,4591,72,60,12
Muscatine,60617,5228,4755,106,97,9
Lee,58580,4075,3749,57,44,13
Jasper,55588,4563,4134,73,67,6
Wapello,50728,4713,4203,122,118,4
Sioux,48490,5359,5090,74,71,3
Poweshiek,48073,1651,1537,36,33,3
Buena Vista,47291,4973,4221,40,36,4
Boone,46883,2872,2649,34,31,3
Marion,45441,3867,3588,76,65,11
Washington,44627,2746,2506,51,47,4
Bremer,42551,3025,2804,62,52,10
Winneshiek,42334,2071,1937,35,30,5
Plymouth,40672,4344,3943,81,73,8
Benton,40260,2771,2517,55,44,11
Carroll,39201,3084,2819,52,43,9
Henry,39009,3106,2903,37,36,1
Fayette,38553,1956,1817,43,38,5
Hardin,37810,2009,1828,44,34,10
Tama,34737,2251,2036,71,67,4
Cedar,33881,2018,1886,23,21,2
Buchanan,33783,2056,1889,33,27,6
Mahaska,33629,2436,2262,51,46,5
Clay,32869,2280,2134,27,22,5
Iowa,31628,1562,1477,24,22,2
Delaware,31316,2159,2064,43,38,5
Butler,31282,1759,1620,35,31,4
Crawford,29978,2931,2644,41,35,6
Dickinson,29191,2688,2449,44,38,6
Jones,28617,3141,2947,57,51,6
Kossuth,28046,2286,2100,66,57,9
Jackson,28035,2386,2208,42,39,3
Floyd,27635,1817,1578,42,32,10
O'Brien,27589,2152,1939,61,56,5
Clayton,27320,1797,1657,57,48,9
Hamilton,24683,2012,1763,51,46,5
Hancock,23459,1603,1462,34,27,7
Page,22904,2012,1915,22,20,2
Allamakee,22899,1589,1470,52,42,10
Jefferson,22665,1459,1305,35,29,6
Madison,22621,1790,1626,19,15,4
Harrison,22476,1936,1724,73,69,4
Mills,22366,1808,1608,24,21,3
Cherokee,22318,1697,1551,38,30,8
Sac,21973,1396,1291,20,19,1
Wright,21865,1933,1817,40,33,7
Cass,21838,1478,1342,55,49,6
Franklin,21719,1345,1196,23,21,2
Grundy,20345,1454,1337,33,27,6
Guthrie,20082,1318,1198,32,26,6
Palo Alto,20063,1196,1109,23,22,1
Calhoun,19801,1443,1375,13,12,1
Mitchell,19334,1378,1233,43,40,3
Appanoose,19327,1468,1238,49,44,5
Winnebago,19147,1559,1403,31,26,5
Monona,19015,899,807,31,29,2
Chickasaw,18837,1320,1233,17,14,3
Louisa,18737,1365,1246,49,42,7
Union,18534,1382,1259,35,27,8
Shelby,18300,1379,1279,37,33,4
Emmet,18176,1437,1309,41,39,2
Howard,17902,1101,1023,22,18,4
Lyon,17568,1600,1548,41,37,4
Keokuk,16673,1038,932,32,31,1
Humboldt,16259,1245,1170,26,23,3
Greene,15805,830,769,11,10,1
Montgomery,15074,1116,999,38,36,2
Worth,14542,806,750,8,7,1
Pocahontas,14454,903,840,22,22,0
Clarke,14420,1072,981,24,22,2
Audubon,13894,553,504,11,10,1
Ida,13255,1028,873,35,32,3
Adair,12853,996,842,32,22,10
Davis,12046,926,817,25,23,2
Decatur,11008,632,608,9,9,0
Ringgold,10643,583,540,24,18,6
Monroe,10434,1010,927,31,23,8
Lucas,10180,807,759,23,18,5
Osceola,9785,817,774,17,14,3
Taylor,9500,690,653,12,10,2
Van Buren,9195,591,544,18,15,3
Pending Investigation,8111,982,947,0,0,0
Fremont,8040,663,621,9,7,2
Wayne,7795,584,520,23,18,5
Adams,6233,356,341,4,4,0
