County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,745343,65629,57280,640,562,78
Linn,313673,22620,20647,339,303,36
Scott,231762,21746,19944,247,223,24
Black Hawk,227815,17619,15570,312,288,24
Johnson,226333,15490,14445,85,77,8
Dubuque,205084,14824,13202,211,195,16
Story,170327,11473,10605,48,42,6
Woodbury,155581,16548,14965,230,211,19
Dallas,136325,12634,11127,99,85,14
Pottawattamie,126754,12352,11011,174,151,23
Marshall,86804,5238,4777,76,68,8
Cerro Gordo,83458,5983,5369,93,78,15
Warren,83255,6343,5707,91,81,10
Webster,72693,5440,5040,94,79,15
Clinton,69303,6093,5499,93,79,14
Des Moines,61337,5043,4565,71,59,12
Muscatine,60277,5224,4745,106,97,9
Lee,58097,4070,3732,56,43,13
Jasper,55358,4561,4129,72,67,5
Wapello,50460,4711,4195,122,118,4
Sioux,48377,5358,5084,74,71,3
Poweshiek,47940,1649,1530,36,33,3
Buena Vista,47135,4971,4217,40,36,4
Boone,46700,2877,2641,34,31,3
Marion,45273,3864,3580,76,65,11
Washington,44482,2742,2506,51,47,4
Bremer,42222,3023,2799,61,51,10
Winneshiek,42180,2064,1935,35,30,5
Plymouth,40551,4338,3935,81,73,8
Benton,40070,2765,2514,55,44,11
Carroll,39020,3088,2818,52,43,9
Henry,38818,3094,2897,37,36,1
Fayette,38415,1949,1815,43,38,5
Hardin,37680,2005,1825,44,34,10
Tama,34555,2248,2031,71,67,4
Cedar,33654,2015,1883,23,21,2
Buchanan,33638,2048,1884,33,27,6
Mahaska,33476,2434,2256,51,46,5
Clay,32741,2278,2133,27,22,5
Iowa,31493,1561,1472,24,22,2
Delaware,31187,2159,2059,43,38,5
Butler,31158,1753,1615,35,31,4
Crawford,29877,2929,2643,40,35,5
Dickinson,29092,2688,2444,44,38,6
Jones,28478,3140,2940,57,51,6
Kossuth,27911,2282,2102,66,57,9
Jackson,27871,2386,2194,42,39,3
O'Brien,27536,2151,1938,61,56,5
Floyd,27466,1812,1577,42,32,10
Clayton,27164,1802,1655,57,48,9
Hamilton,24604,2010,1760,51,46,5
Hancock,23270,1602,1459,34,27,7
Page,22785,2013,1914,22,20,2
Allamakee,22774,1583,1467,52,42,10
Madison,22478,1788,1619,19,15,4
Jefferson,22476,1456,1301,35,29,6
Harrison,22444,1934,1725,73,69,4
Mills,22317,1808,1609,24,21,3
Cherokee,22245,1696,1551,38,30,8
Sac,21879,1398,1290,20,19,1
Cass,21794,1477,1341,55,49,6
Wright,21784,1930,1816,40,33,7
Franklin,21626,1342,1191,23,21,2
Grundy,20276,1453,1337,33,27,6
Guthrie,20014,1316,1197,32,26,6
Palo Alto,19987,1195,1110,23,22,1
Calhoun,19719,1444,1375,13,12,1
Appanoose,19231,1469,1236,49,44,5
Mitchell,19189,1376,1232,43,40,3
Winnebago,19041,1557,1398,31,26,5
Monona,18910,889,801,31,29,2
Chickasaw,18747,1317,1232,17,14,3
Louisa,18652,1368,1242,49,42,7
Union,18481,1380,1254,35,27,8
Shelby,18252,1377,1279,37,33,4
Emmet,18124,1438,1299,41,39,2
Howard,17826,1099,1022,22,18,4
Lyon,17495,1597,1547,41,37,4
Keokuk,16593,1034,931,32,31,1
Humboldt,16197,1246,1169,26,23,3
Greene,15747,830,767,11,10,1
Montgomery,15053,1117,998,38,36,2
Pocahontas,14391,902,838,22,22,0
Clarke,14355,1072,980,24,22,2
Worth,14351,804,747,8,7,1
Audubon,13693,553,505,11,10,1
Ida,13205,1029,869,35,32,3
Adair,12795,993,839,32,22,10
Davis,12001,927,814,25,23,2
Decatur,10988,632,607,9,9,0
Ringgold,10626,582,540,24,18,6
Monroe,10387,1009,926,30,22,8
Lucas,10131,807,755,23,18,5
Osceola,9749,815,774,16,13,3
Taylor,9462,692,652,12,10,2
Van Buren,9131,590,543,18,15,3
Pending Investigation,8143,980,945,0,0,0
Fremont,8027,661,620,9,7,2
Wayne,7771,584,519,23,18,5
Adams,6203,356,339,4,4,0
