County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,243628,48903,43543,513,457,56
Linn,104619,18815,17030,300,273,27
Scott,77288,16468,14880,189,178,11
Johnson,71221,12636,11563,65,61,4
Black Hawk,63899,14518,13221,265,250,15
Woodbury,53614,13366,12593,202,188,14
Dubuque,51899,11945,10923,185,174,11
Story,50082,9149,8390,43,38,5
Dallas,48022,9537,8453,84,73,11
Pottawattamie,43032,9454,8622,134,120,14
Warren,24875,4846,4094,66,62,4
Cerro Gordo,21700,4866,4463,76,64,12
Clinton,19831,4777,4321,76,69,7
Webster,19772,4794,4544,83,70,13
Muscatine,19209,4042,3669,85,76,9
Des Moines,19034,4077,3673,54,47,7
Marshall,18924,4460,4136,68,63,5
Jasper,15955,3450,3011,64,60,4
Wapello,15553,3647,3210,103,101,2
Sioux,14349,4659,4424,66,63,3
Lee,14303,3411,3025,46,34,12
Marion,13953,3244,2889,63,55,8
Buena Vista,13724,4024,3827,36,33,3
Boone,12225,2320,2069,25,23,2
Plymouth,12100,3585,3381,74,67,7
Benton,11246,2217,2001,52,42,10
Bremer,10967,2572,2354,52,46,6
Washington,10653,2307,2045,40,38,2
Carroll,10376,2608,2448,45,38,7
Henry,9905,2727,2540,33,33,0
Mahaska,9367,2072,1805,43,39,4
Dickinson,9352,1929,1776,37,31,6
Jones,8958,2804,2629,53,50,3
Winneshiek,8952,1687,1449,26,22,4
Pending Investigation,8895,1086,786,0,0,0
Buchanan,8456,1683,1521,26,24,2
Fayette,8298,1718,1501,27,24,3
Jackson,8108,2024,1828,37,34,3
Cedar,8080,1604,1431,20,19,1
Crawford,8021,2418,2213,34,30,4
Poweshiek,7976,1433,1268,28,26,2
Tama,7685,1962,1776,63,61,2
Clay,7507,1778,1601,25,20,5
Hardin,7462,1627,1492,33,30,3
Wright,7301,1695,1568,28,24,4
Iowa,7292,1332,1184,23,21,2
Delaware,7133,1814,1649,37,33,4
Mills,7062,1425,1324,20,17,3
Kossuth,7060,1896,1619,52,46,6
Jefferson,6936,1250,1131,31,27,4
Floyd,6903,1445,1320,38,30,8
Madison,6807,1334,1101,13,10,3
Hamilton,6718,1669,1520,38,37,1
Butler,6327,1551,1391,29,26,3
Clayton,6264,1567,1448,52,44,8
O'Brien,6027,1746,1610,58,54,4
Union,6010,1156,1046,30,25,5
Harrison,5910,1631,1442,67,63,4
Cass,5691,1203,1057,46,44,2
Winnebago,5500,1256,1125,30,25,5
Page,5488,1540,1415,17,16,1
Allamakee,5403,1346,1204,39,33,6
Cherokee,5394,1415,1311,35,29,6
Appanoose,5370,1159,1015,45,43,2
Hancock,5320,1350,1234,26,21,5
Grundy,5234,1257,1160,30,25,5
Guthrie,5040,1064,979,27,22,5
Mitchell,4989,1182,1089,39,38,1
Louisa,4898,1188,1088,40,33,7
Calhoun,4849,1255,1200,9,9,0
Sac,4823,1148,1068,17,17,0
Chickasaw,4822,1155,1092,12,11,1
Shelby,4783,1110,963,32,29,3
Franklin,4636,1072,961,19,18,1
Emmet,4552,1122,1036,37,36,1
Clarke,4329,879,728,18,18,0
Humboldt,4310,1099,1001,22,19,3
Lyon,4172,1410,1293,37,33,4
Palo Alto,4035,955,866,18,17,1
Montgomery,4016,933,786,34,32,2
Howard,4008,937,779,20,16,4
Greene,3718,712,660,8,8,0
Keokuk,3675,881,806,28,28,0
Lucas,3395,684,618,17,14,3
Monona,3390,737,597,21,20,1
Worth,3304,632,573,4,3,1
Adair,3243,720,643,25,19,6
Decatur,3194,526,468,7,7,0
Pocahontas,3184,797,751,17,17,0
Monroe,3018,854,759,26,21,5
Davis,2930,730,662,23,22,1
Ida,2928,794,691,31,30,1
Van Buren,2431,526,469,16,13,3
Fremont,2414,537,483,9,7,2
Audubon,2327,442,389,9,8,1
Taylor,2311,623,577,11,9,2
Osceola,2197,655,617,12,10,2
Ringgold,2158,482,408,16,15,1
Wayne,1989,431,392,21,17,4
Adams,1428,313,287,3,3,0
