RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,460193,33076,207879,11371
19161,7729,206,3611,301
19027,18686,683,8520,961
19013,113271,5919,51199,4943
19017,22447,1049,10211,972
19019,16761,705,7749,558
19195,5709,198,2673,163
19033,38857,1898,17763,1439
19081,7792,229,3574,415
19169,93267,5937,42423,2477
19139,34564,1834,14568,3586
19165,10459,297,4983,194
19009,5031,176,2359,137
19191,18934,712,8700,825
19103,165603,8756,76231,4352
19065,16268,636,7557,517
19061,96800,3613,45811,1570
19147,6950,235,3257,203
19183,18498,934,8473,619
19193,74556,4038,33154,4213
19003,2948,118,1391,48
19173,4418,146,2106,59
19041,12783,566,5941,337
19123,13714,570,6214,713
19125,24351,1044,10633,2045
19157,16374,678,7646,408
19099,30892,1678,13930,1363
19073,7384,445,3232,476
19113,219873,12257,100014,7622
19171,14861,667,6717,757
19109,12022,533,5491,508
19187,29922,1444,13701,1093
19011,21728,896,9999,827
19145,11890,566,5438,439
19049,87799,5816,39938,2142
19105,18245,728,8291,906
19057,28177,1643,12884,770
19155,68642,4498,31081,1995
19129,10748,655,4918,257
19025,8764,266,4107,281
19087,14691,607,6360,1369
19141,10550,360,4860,471
19149,18118,790,7673,1985
19119,6628,143,3166,154
19127,34396,2267,14909,2312
19079,13700,547,6256,641
19135,5253,217,2373,290
19035,9193,296,4280,336
19181,44440,2761,20269,1154
19111,23090,1122,10322,1329
19175,9387,450,4350,239
19089,6807,231,3077,422
19031,16649,727,7652,619
19133,6942,250,3252,187
19021,15287,728,5927,2701
19047,12092,468,5179,1266
19045,35109,1824,16013,1262
19053,4663,210,2115,222
19179,23192,1097,10027,2042
19167,20957,681,9352,1574
19163,132206,8424,59559,4677
19029,11444,482,5322,326
19075,11476,458,5301,415
19015,25144,1427,11532,660
19067,12333,497,5693,449
19063,7236,423,3265,282
19051,4906,234,2265,140
19189,8087,317,3611,546
19069,7916,321,3634,328
19097,15872,523,7505,339
19059,15813,597,7489,235
19007,8539,394,3883,381
19137,7930,347,3540,503
19159,3969,124,1904,37
19043,13095,328,6113,538
19083,13756,483,6210,851
19115,7461,302,3093,975
19093,4787,139,2136,376
19091,7124,254,3263,342
19055,13406,423,6098,787
19005,10281,401,4839,203
19077,9402,526,4289,299
19037,9425,314,4240,631
19095,15036,707,6859,614
19039,6822,371,2889,672
19121,13037,607,6070,287
19151,5251,210,2423,195
19101,12838,720,5730,659
19185,4008,224,1813,157
19143,4171,125,1929,189
19085,10296,481,4749,320
19071,4763,183,2201,178
19197,10269,478,4463,865
19117,5644,237,2529,355
19023,12962,405,6088,385
19001,5238,295,2325,289
19131,7925,226,3766,165
19107,7024,250,3252,270
19177,4277,137,1981,180
,85,5,37,6
