County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,611872,59789,49897,577,513,64
Linn,260403,20902,18851,320,288,32
Black Hawk,193470,16466,14446,298,277,21
Johnson,188872,14045,12786,76,71,5
Scott,186239,18651,16639,221,204,17
Dubuque,168170,13708,11986,200,186,14
Story,146175,10483,9280,46,40,6
Woodbury,129317,15358,13345,215,198,17
Dallas,115321,11669,9789,93,82,11
Pottawattamie,107209,11014,9506,149,132,17
Marshall,74009,5046,4494,74,66,8
Cerro Gordo,69492,5417,4846,85,71,14
Warren,67710,5721,4915,80,71,9
Webster,62891,5261,4790,88,74,14
Clinton,55761,5526,4807,87,76,11
Des Moines,50683,4644,4137,63,53,10
Lee,48889,3772,3439,54,41,13
Muscatine,48148,4627,4036,94,85,9
Jasper,45952,4248,3602,69,64,5
Wapello,42340,4477,3760,114,110,4
Buena Vista,41119,4789,4014,38,35,3
Boone,40133,2657,2349,30,28,2
Sioux,38872,5024,4643,69,66,3
Marion,37273,3658,3286,74,64,10
Washington,36916,2583,2326,48,44,4
Poweshiek,36791,1571,1431,31,28,3
Bremer,34587,2868,2566,57,48,9
Plymouth,34200,4035,3550,79,71,8
Winneshiek,33547,1926,1749,31,26,5
Benton,33386,2599,2263,54,44,10
Henry,33136,2947,2738,37,36,1
Carroll,32757,2909,2590,49,42,7
Fayette,31428,1877,1722,37,33,4
Hardin,30910,1847,1622,39,33,6
Tama,29650,2160,1911,68,65,3
Mahaska,27874,2279,2062,47,42,5
Cedar,27521,1833,1619,23,21,2
Buchanan,27395,1894,1695,30,26,4
Iowa,26711,1485,1339,23,21,2
Butler,26548,1683,1536,32,28,4
Clay,26363,2010,1796,25,20,5
Crawford,24948,2803,2438,36,31,5
Delaware,24381,1925,1801,39,35,4
Dickinson,23220,2285,1949,41,35,6
Jones,23210,2969,2779,55,51,4
Kossuth,23150,2129,1887,57,51,6
Jackson,23095,2240,2036,40,37,3
O'Brien,23039,2012,1716,58,54,4
Floyd,22889,1660,1419,41,31,10
Clayton,22190,1693,1541,55,46,9
Hamilton,21591,1934,1673,44,42,2
Mills,19621,1665,1440,20,17,3
Wright,19261,1820,1688,32,27,5
Page,19160,1880,1760,19,18,1
Hancock,19148,1485,1331,33,27,6
Allamakee,19098,1517,1339,48,38,10
Harrison,18946,1816,1581,70,66,4
Cass,18869,1384,1191,52,47,5
Cherokee,18591,1603,1393,37,29,8
Jefferson,18589,1404,1247,35,29,6
Madison,18569,1610,1388,18,14,4
Franklin,18029,1199,1058,20,19,1
Sac,17783,1286,1147,18,18,0
Grundy,17489,1402,1258,31,26,5
Calhoun,16707,1358,1264,11,11,0
Monona,16438,833,734,29,27,2
Guthrie,16387,1186,1052,28,23,5
Palo Alto,16248,1079,967,22,20,2
Appanoose,16134,1405,1166,47,43,4
Mitchell,15920,1336,1159,40,38,2
Chickasaw,15782,1267,1171,15,13,2
Winnebago,15769,1417,1246,31,26,5
Louisa,15608,1294,1159,48,41,7
Union,15518,1281,1148,31,26,5
Howard,15353,1052,945,22,18,4
Shelby,14874,1260,1104,34,31,3
Emmet,14790,1239,1094,40,38,2
Keokuk,14177,995,877,29,29,0
Humboldt,14075,1198,1091,25,22,3
Lyon,13738,1483,1400,41,37,4
Greene,13446,791,713,10,10,0
Montgomery,12930,1047,924,36,34,2
Pending Investigation,12452,1024,863,0,0,0
Clarke,12211,1023,898,21,21,0
Pocahontas,11828,865,788,19,19,0
Worth,11297,708,646,8,7,1
Adair,11286,944,758,31,22,9
Ida,11020,962,766,32,30,2
Audubon,10738,495,452,9,8,1
Davis,9829,845,725,24,23,1
Decatur,9387,591,544,9,9,0
Ringgold,8917,532,478,22,18,4
Monroe,8796,946,847,28,21,7
Lucas,8418,766,671,21,17,4
Taylor,7717,666,624,12,10,2
Van Buren,7660,562,520,18,15,3
Osceola,7436,711,651,15,13,2
Fremont,6576,595,536,10,8,2
Wayne,5620,530,420,21,17,4
Adams,4915,327,315,4,4,0
