County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,228627,44433,38276,436,394,42
Linn,98587,17465,15594,269,248,21
Scott,72908,15103,13168,158,150,8
Johnson,67413,11818,10404,49,45,4
Black Hawk,59186,13440,11945,228,215,13
Woodbury,51178,12825,11554,175,162,13
Dubuque,49293,11169,10042,146,137,9
Story,47271,8482,7589,33,29,4
Dallas,45166,8624,7289,69,58,11
Pottawattamie,40893,8804,7621,111,98,13
Warren,23205,4225,3401,37,35,2
Cerro Gordo,20496,4552,4055,65,54,11
Webster,18963,4610,4123,68,61,7
Clinton,18534,4415,3839,61,55,6
Muscatine,18151,3795,3298,75,68,7
Des Moines,17889,3741,3305,40,36,4
Marshall,17522,4221,3855,60,56,4
Jasper,15041,3119,2589,55,53,2
Wapello,14221,3331,2836,96,94,2
Sioux,13717,4510,4103,51,50,1
Lee,13432,3082,2626,28,23,5
Buena Vista,13201,3874,3466,29,26,3
Marion,12978,2953,2401,52,45,7
Plymouth,11602,3474,3145,67,61,6
Boone,11473,2125,1683,16,14,2
Benton,10630,2067,1879,42,38,4
Washington,10008,2100,1665,31,30,1
Carroll,9901,2510,2194,33,27,6
Bremer,9836,2370,2156,48,44,4
Pending Investigation,9767,911,438,0,0,0
Henry,9448,2604,2351,30,30,0
Dickinson,8945,1823,1618,22,20,2
Mahaska,8813,1875,1497,36,33,3
Jones,8457,2681,2497,49,48,1
Winneshiek,8297,1492,1243,19,17,2
Buchanan,7906,1551,1342,20,19,1
Fayette,7657,1542,1209,22,20,2
Crawford,7628,2261,1971,22,19,3
Jackson,7580,1881,1685,31,30,1
Cedar,7570,1470,1264,19,18,1
Tama,7170,1834,1613,57,55,2
Poweshiek,7144,1296,1112,24,22,2
Clay,7104,1637,1453,19,15,4
Hardin,7049,1527,1366,29,26,3
Wright,6952,1600,1439,24,22,2
Iowa,6864,1212,1061,22,21,1
Delaware,6764,1699,1542,35,31,4
Mills,6759,1345,1212,16,15,1
Kossuth,6572,1668,1448,41,38,3
Floyd,6540,1358,1198,36,28,8
Jefferson,6396,1175,866,23,21,2
Hamilton,6374,1553,1340,28,27,1
Madison,6266,1132,854,9,8,1
Clayton,5903,1490,1276,48,41,7
Butler,5870,1431,1166,23,20,3
O'Brien,5733,1672,1489,54,50,4
Union,5697,1075,950,22,21,1
Harrison,5565,1516,1267,61,57,4
Cass,5318,1105,929,41,39,2
Page,5203,1426,1307,15,14,1
Cherokee,5162,1364,1109,25,23,2
Winnebago,5162,1165,1034,29,24,5
Allamakee,5090,1254,1043,26,22,4
Appanoose,5031,1066,885,38,38,0
Hancock,5007,1268,1042,24,19,5
Grundy,4832,1174,974,22,17,5
Mitchell,4804,1133,926,34,34,0
Guthrie,4795,1011,856,24,19,5
Calhoun,4665,1210,1141,9,9,0
Louisa,4641,1132,959,28,24,4
Sac,4585,1094,986,15,15,0
Chickasaw,4511,1095,978,11,10,1
Shelby,4444,1002,863,26,26,0
Franklin,4353,989,820,18,17,1
Emmet,4318,1091,896,31,30,1
Humboldt,4062,1031,881,19,16,3
Clarke,3965,760,564,7,7,0
Lyon,3934,1326,1158,32,29,3
Palo Alto,3836,887,769,9,9,0
Howard,3694,805,629,19,15,4
Montgomery,3655,821,645,22,21,1
Greene,3580,674,604,7,7,0
Keokuk,3455,833,740,25,25,0
Lucas,3191,641,429,8,8,0
Monona,3171,606,510,16,15,1
Worth,3116,583,458,3,2,1
Pocahontas,3065,769,654,11,11,0
Adair,3058,669,525,20,16,4
Decatur,2878,471,387,4,4,0
Monroe,2820,782,533,18,16,2
Ida,2738,731,646,30,29,1
Davis,2706,681,581,21,20,1
Fremont,2279,491,434,5,3,2
Van Buren,2276,486,418,12,11,1
Taylor,2190,586,509,9,7,2
Audubon,2149,410,340,8,8,0
Osceola,2094,630,595,9,7,2
Ringgold,2003,418,328,9,8,1
Wayne,1894,412,333,21,17,4
Adams,1332,288,219,3,3,0
