RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19155,65218,5016,29152,1904
19103,159566,10330,72549,4139
19153,436045,36525,194611,10310
19061,94489,3620,44718,1437
19095,14571,706,6650,564
19007,8285,480,3721,363
19113,209670,15277,93587,7215
19169,89732,6673,40398,2256
19167,20397,800,9038,1518
19099,29195,2272,12883,1155
19049,83716,6552,37603,1982
19161,7606,218,3552,284
19027,18253,695,8320,918
19111,22205,1210,9920,1154
19037,9253,323,4162,605
19067,11935,541,5500,393
19195,5562,211,2599,153
19015,24008,1377,11025,585
19117,5408,254,2403,348
19163,126624,8477,56931,4294
19077,9105,607,4111,275
19175,9030,484,4172,202
19193,72080,3955,32030,4064
19127,32687,2378,14022,2265
19013,109448,6118,49324,4672
19191,18261,746,8363,788
19179,22275,1252,9532,1959
19017,21774,1054,9899,921
19137,7726,381,3430,485
19121,12591,692,5816,266
19091,6940,278,3170,322
19019,16300,741,7522,514
19045,33571,1934,15254,1130
19165,10251,331,4868,183
19125,23362,1359,10021,1960
19033,37587,1963,17164,1302
19081,7603,237,3489,389
19135,5098,241,2292,273
19057,27144,1682,12377,712
19031,16121,830,7353,587
19157,15849,815,7345,347
19123,13090,681,5876,656
19139,33086,1937,13862,3424
19047,11699,463,5005,1226
19101,12246,804,5423,596
19009,4943,183,2315,130
19187,28347,1809,12771,1017
19181,42459,3009,19223,1015
19105,17558,847,7917,861
19131,7756,286,3660,148
19021,14792,689,5722,2660
19065,15846,620,7371,482
19109,11603,542,5311,439
19147,6805,241,3190,184
19041,12437,492,5823,303
19149,17663,670,7528,1937
19183,17867,979,8146,595
19025,8586,315,3999,271
19083,13357,506,6022,806
19003,2837,158,1321,37
19173,4331,153,2063,52
19159,3866,157,1838,33
19001,5066,252,2273,269
19039,6582,346,2794,646
19087,13982,881,5924,1256
19073,7200,447,3154,445
19119,6508,194,3085,145
19171,14390,716,6469,734
19141,10308,371,4745,446
19029,11096,511,5147,292
19023,12617,408,5926,359
19079,13157,632,5959,607
19055,13028,546,5864,755
19189,7888,306,3530,520
19089,6614,243,2986,400
19011,21010,1119,9552,786
19043,12882,383,5992,514
19129,10451,689,4761,240
19069,7715,290,3560,307
19051,4781,246,2206,123
19133,6716,319,3122,153
19145,11410,776,5117,396
19035,9041,335,4190,326
19063,7073,450,3181,260
19151,5157,197,2386,188
19075,11149,431,5168,380
19197,9919,445,4329,816
19177,4157,187,1905,161
19115,7202,330,2962,948
19005,9993,477,4666,186
19085,10071,511,4629,304
19059,15465,609,7322,211
19093,4651,158,2067,359
19143,4043,128,1873,169
19107,6820,294,3138,250
19097,15518,519,7346,308
19053,4501,260,2016,209
19071,4648,208,2136,168
19185,3914,248,1759,148
,80,5,35,6
