ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19123,14480,666,6669,432
19049,80471,6178,36796,2082
19153,463434,39506,206973,10160
19169,93197,7452,42114,2382
19057,34202,2274,15635,623
19013,129640,7372,58252,5523
19155,87299,6107,37802,4649
19103,171534,10844,78694,3656
19113,229477,15180,103923,7741
19163,152790,10740,67707,5381
19187,32483,2182,14531,1006
19179,22959,1335,10499,519
19099,26097,1805,11811,844
19193,84029,4859,37589,4411
19111,24037,1111,10552,1574
19087,15483,629,6573,1650
19011,14745,541,6882,426
19021,16117,793,6004,3226
19115,7747,195,3031,1513
19181,32587,1907,15017,813
19083,12955,449,5598,1255
19125,26633,1079,10735,3941
19145,13653,800,6089,650
19007,8639,361,3871,446
19033,48132,2838,21838,1552
19183,13947,868,6297,469
19101,14512,944,6347,873
19079,13647,385,6363,387
19127,27583,1542,11756,2590
19139,30051,1604,11898,4533
19135,6284,310,2847,250
19061,114967,4961,54170,1867
19129,10493,756,4793,133
19157,17283,840,8115,315
19029,20185,652,9491,335
19091,8102,306,3651,356
19121,13421,508,6360,139
19167,21323,784,9008,2508
19109,11676,501,5345,433
19027,19299,897,8624,996
19051,7933,215,3022,1645
19171,16327,1335,7007,964
19067,12911,436,5760,937
,10474,252,5284,0
19165,11107,352,5305,98
19073,8894,418,3971,460
19133,4169,244,1895,150
19149,16225,575,6386,2841
19117,6895,266,3081,369
19041,15796,753,7457,180
19065,20258,661,9357,867
19075,9163,347,4241,324
19017,24208,1169,10964,1120
19015,21401,1067,9957,471
19005,10971,362,5256,92
19077,8543,395,3953,228
19071,3230,101,1518,94
19059,14619,589,6920,183
19045,31450,1959,14059,1295
19055,9354,406,4132,717
19161,6522,117,3173,42
19053,5772,215,2674,118
19147,6562,213,3094,132
19063,9741,644,4324,341
19189,7909,312,3555,463
19019,12057,373,5704,272
19141,10275,406,4784,293
19143,3038,46,1420,152
19185,6206,239,2752,363
19047,12898,466,5444,1521
19069,6915,205,3240,220
19119,5899,168,2835,61
19105,12434,481,5562,767
19097,15451,493,7382,211
19081,6448,207,2776,690
19037,5746,140,2649,316
19095,11531,322,5313,562
19197,10749,538,4293,1646
19173,4354,111,2105,11
19159,4041,163,1912,4
19039,9194,397,3731,1322
19175,9291,471,4332,240
19025,8329,129,4008,157
19009,4002,98,1903,101
19137,6721,344,2899,551
19131,8576,183,4129,118
19191,15697,793,7002,904
19035,9102,342,4266,221
19001,4519,232,2018,313
19031,12075,393,5728,249
19195,3336,79,1630,0
19043,12488,233,5789,628
19003,3460,118,1579,4
19093,3519,109,1472,468
19177,2917,96,1364,91
19023,7706,142,3709,137
19107,3195,81,1508,100
19085,6795,336,3118,213
19151,3799,93,1782,140
19089,4194,178,1947,139
