RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5110606515002214,237239,13263
19161,0.4231046188663718,3772,341
19027,0.5003223406893131,9075,1014
19013,0.47210961075380256,56538,5416
19017,0.4850770090176363,11099,1058
19019,0.4283353010625738,8432,638
19103,0.5836575360592828,83293,4921
19195,0.41498441945535838,2872,191
19033,0.4971731448763251,19375,1730
19081,0.40009407337723426,3789,464
19169,0.5101681476981373,46791,2755
19139,0.4719435589724358,16090,4045
19165,0.4783481753099354,5249,230
19009,0.4898107714701601,2538,154
19191,0.512580661297584,9353,894
19065,0.4385241730279898,8023,594
19061,0.5219245511812642,49002,1787
19147,0.412896691424713,3440,229
19183,0.4530389255633963,9239,712
19003,0.4292059966685175,1484,62
19173,0.3749387355007352,2218,77
19041,0.42413836163836168,6391,402
19125,0.411632033200012,11543,2145
19123,0.33876442634080108,6676,809
19157,0.47184392563769997,8276,455
19099,0.45959392228048948,15501,1589
19073,0.4632088208820882,3602,515
19113,0.5275246354309106,111102,8491
19049,0.5118508769113886,45431,2403
19193,0.39895448417663206,36507,4628
19171,0.4792927494956687,7227,851
19109,0.4365759805576183,5905,562
19187,0.4503119429590018,14777,1391
19011,0.4572041333593293,10823,902
19045,0.41301772599022165,17723,1453
19067,0.4243063546861015,6093,544
19189,0.4293026849526753,3863,582
19131,0.3959947099943321,3983,209
19029,0.47094110314739798,5687,358
19135,0.37420526793823796,2560,324
19127,0.498006045365643,16937,2669
19063,0.4091007819287576,3454,313
19159,0.41888026154474869,2010,40
19115,0.39845944721341189,3351,1046
19163,0.418403751525069,67079,5281
19149,0.4159351789331533,8357,2115
19059,0.47265036504809368,7882,275
19093,0.39067055393586005,2271,409
19015,0.5170389570786003,12812,752
19141,0.4132916454591725,5156,528
19075,0.49640287769784177,5592,480
19091,0.4001883239171375,3458,367
19151,0.4281613536788034,2612,222
19055,0.4308388689671389,6484,845
19101,0.3843126537305275,6314,717
19005,0.38861693577847597,5088,231
19181,0.46370419305949558,22508,1357
19025,0.4793131981795614,4287,347
19083,0.4474059123827615,6611,926
19069,0.423733862959285,3892,375
19023,0.4763487776161784,6438,440
19133,0.4236796285548462,3410,240
19085,0.3840130970175813,5034,361
19137,0.43622063123928608,3799,527
19111,0.3831298095492765,11336,1559
19197,0.45956057952555326,4863,910
19179,0.3832823357831222,11007,2396
19121,0.42465418043824218,6599,339
19143,0.37831487076200068,2032,222
19051,0.29,2448,162
19047,0.4147443519619501,5655,1321
19145,0.41742238697292646,5769,537
19043,0.3954641290102,6355,585
19057,0.38750737803782689,14209,891
19007,0.3698696281989377,4172,424
19107,0.3682412648838571,3471,302
19077,0.47403873140611849,4725,342
19129,0.3890396452445562,5598,280
19021,0.4872579001019368,6556,3004
19087,0.42156961010323748,6811,1601
19079,0.5029445610234888,6753,677
19035,0.4329327992879395,4490,374
19001,0.40548098434004478,2579,321
19037,0.43626916952987518,4508,698
19095,0.504757785467128,7465,704
19167,0.3333524601922249,9929,1690
19089,0.4087136929460581,3269,474
19119,0.29374734155678436,3277,176
19185,0.33395435491383326,1978,173
19039,0.41830761043108036,3219,711
19155,0.40218440872905178,35339,2147
19117,0.3656976744186046,2740,405
19031,0.48300853599613466,8327,670
19175,0.40658442937668495,4704,273
19071,0.3660919540229885,2350,198
19053,0.31613722998729357,2255,233
19177,0.3249574105621806,2072,217
19097,0.42954884510520088,7973,377
19105,0.4826168947342972,8941,1040
,,38,5
