County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,731304,65354,56508,636,558,78
Linn,307336,22425,20323,338,302,36
Scott,225448,21653,19469,244,220,24
Black Hawk,224012,17397,15433,309,286,23
Johnson,221673,15448,14270,85,77,8
Dubuque,202131,14761,13078,209,193,16
Story,168311,11458,10463,48,42,6
Woodbury,152952,16508,14862,229,210,19
Dallas,134048,12588,10990,99,85,14
Pottawattamie,125022,12290,10858,171,149,22
Marshall,85816,5235,4737,76,68,8
Warren,81688,6317,5620,90,80,10
Cerro Gordo,81086,5930,5248,90,75,15
Webster,71539,5418,5014,94,79,15
Clinton,67490,6075,5412,93,79,14
Des Moines,59361,5011,4445,67,55,12
Muscatine,59011,5196,4645,104,95,9
Lee,56601,4040,3671,55,42,13
Jasper,54539,4555,4084,72,67,5
Wapello,49449,4693,4153,122,118,4
Sioux,47854,5335,5041,74,71,3
Poweshiek,47574,1643,1517,35,32,3
Buena Vista,46460,4912,4201,40,36,4
Boone,46076,2870,2589,34,31,3
Marion,44410,3855,3538,76,65,11
Washington,43661,2722,2477,51,47,4
Winneshiek,41758,2052,1930,35,30,5
Bremer,41545,3002,2759,60,51,9
Plymouth,39996,4330,3919,80,72,8
Benton,39280,2735,2493,55,44,11
Carroll,38378,3080,2790,52,43,9
Henry,37984,3084,2865,37,36,1
Fayette,37974,1935,1809,42,37,5
Hardin,37094,1999,1804,44,34,10
Tama,33767,2232,2014,71,67,4
Buchanan,32996,2033,1868,33,27,6
Cedar,32883,2002,1858,23,21,2
Mahaska,32853,2425,2230,51,46,5
Clay,32188,2270,2121,27,22,5
Iowa,30968,1560,1459,24,22,2
Delaware,30717,2154,2034,41,37,4
Butler,30658,1751,1597,35,31,4
Crawford,29366,2922,2600,40,35,5
Dickinson,28540,2683,2434,44,38,6
Jones,28003,3133,2905,57,51,6
Kossuth,27394,2280,2091,65,56,9
O'Brien,27255,2152,1930,61,56,5
Jackson,27140,2378,2165,42,39,3
Floyd,26936,1803,1554,42,32,10
Clayton,26580,1797,1638,56,47,9
Hamilton,24225,2001,1745,50,45,5
Hancock,22756,1595,1427,34,27,7
Page,22483,2000,1898,22,20,2
Allamakee,22462,1577,1451,51,41,10
Harrison,22152,1933,1718,73,69,4
Madison,22040,1780,1579,19,15,4
Mills,22028,1796,1593,23,20,3
Jefferson,21755,1450,1296,35,29,6
Cherokee,21601,1693,1543,38,30,8
Sac,21565,1395,1279,19,19,0
Wright,21555,1927,1793,38,31,7
Cass,21500,1470,1326,54,48,6
Franklin,20913,1331,1133,21,19,2
Grundy,20028,1445,1329,33,27,6
Palo Alto,19667,1194,1095,23,22,1
Guthrie,19550,1306,1181,32,26,6
Calhoun,19367,1437,1340,13,12,1
Appanoose,18816,1465,1229,49,44,5
Mitchell,18764,1377,1226,42,39,3
Monona,18750,884,801,31,29,2
Winnebago,18615,1548,1374,31,26,5
Chickasaw,18447,1315,1221,16,14,2
Louisa,18169,1359,1232,49,42,7
Union,18095,1372,1244,34,26,8
Shelby,18079,1371,1269,37,33,4
Emmet,17868,1429,1283,40,38,2
Howard,17527,1094,1020,22,18,4
Lyon,17270,1598,1531,41,37,4
Keokuk,16353,1032,923,31,31,0
Humboldt,15984,1241,1161,26,23,3
Greene,15575,827,763,10,10,0
Montgomery,14895,1116,988,38,36,2
Clarke,14105,1064,970,24,22,2
Pocahontas,14083,903,834,22,22,0
Worth,13943,799,728,8,7,1
Audubon,13036,535,488,10,9,1
Ida,13030,1024,864,35,32,3
Adair,12646,993,830,32,22,10
Davis,11793,921,785,24,23,1
Decatur,10813,627,597,9,9,0
Ringgold,10469,576,538,24,18,6
Monroe,10183,1004,922,29,22,7
Lucas,9912,810,748,23,18,5
Osceola,9580,818,762,16,13,3
Taylor,9186,687,646,12,10,2
Van Buren,8910,587,542,18,15,3
Pending Investigation,8261,991,937,0,0,0
Fremont,7942,662,614,9,7,2
Wayne,7588,585,507,23,18,5
Adams,6025,354,336,4,4,0
