County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,236760,46986,40829,465,421,44
Linn,101854,18113,16268,280,256,24
Scott,75369,15911,14012,172,163,9
Johnson,69624,12328,10909,53,49,4
Black Hawk,61200,14128,12658,243,229,14
Woodbury,52483,13146,12075,181,168,13
Dubuque,50885,11671,10433,159,150,9
Story,48943,8839,7964,38,33,5
Dallas,46695,9111,7814,72,61,11
Pottawattamie,42176,9186,8140,115,102,13
Warren,24145,4616,3736,39,37,2
Cerro Gordo,21176,4743,4270,72,61,11
Webster,19455,4735,4354,77,66,11
Clinton,19180,4592,4072,68,62,6
Muscatine,18789,3966,3477,79,72,7
Des Moines,18560,3955,3454,43,39,4
Marshall,18174,4324,4020,62,58,4
Jasper,15570,3334,2807,59,57,2
Wapello,14983,3522,3025,98,96,2
Sioux,14064,4606,4256,57,55,2
Lee,13922,3269,2827,32,26,6
Buena Vista,13496,3972,3673,31,28,3
Marion,13485,3110,2656,53,46,7
Boone,11913,2241,1867,17,15,2
Plymouth,11875,3538,3275,70,63,7
Benton,10984,2140,1929,50,40,10
Bremer,10412,2503,2248,48,44,4
Washington,10393,2238,1846,33,32,1
Carroll,10198,2589,2329,34,28,6
Henry,9741,2695,2431,31,31,0
Dickinson,9172,1892,1679,29,26,3
Mahaska,9132,1987,1674,37,33,4
Pending Investigation,8735,1022,629,0,0,0
Jones,8729,2753,2553,50,48,2
Winneshiek,8653,1613,1348,20,18,2
Buchanan,8182,1624,1422,24,22,2
Fayette,8001,1664,1363,24,22,2
Jackson,7892,1959,1740,32,31,1
Cedar,7888,1560,1360,19,18,1
Crawford,7858,2359,2097,24,21,3
Tama,7411,1910,1708,59,57,2
Poweshiek,7404,1355,1180,24,22,2
Clay,7319,1730,1514,21,17,4
Hardin,7263,1578,1429,31,28,3
Wright,7168,1676,1510,24,22,2
Iowa,7111,1283,1119,22,21,1
Delaware,6972,1773,1586,36,32,4
Mills,6936,1386,1260,17,16,1
Kossuth,6854,1808,1523,44,41,3
Floyd,6758,1419,1246,36,28,8
Jefferson,6618,1225,993,25,22,3
Hamilton,6577,1625,1455,30,29,1
Madison,6575,1245,949,10,9,1
Clayton,6114,1541,1339,49,41,8
Butler,6098,1523,1253,24,21,3
O'Brien,5899,1715,1539,55,51,4
Union,5876,1118,1002,23,21,2
Harrison,5785,1587,1370,62,58,4
Cass,5521,1153,993,43,41,2
Winnebago,5350,1226,1073,29,24,5
Page,5347,1481,1360,15,14,1
Cherokee,5303,1403,1203,27,23,4
Allamakee,5259,1315,1137,30,26,4
Appanoose,5225,1132,933,40,39,1
Hancock,5197,1325,1151,24,19,5
Grundy,5027,1229,1081,28,23,5
Guthrie,4944,1046,928,24,19,5
Mitchell,4917,1171,1002,37,36,1
Louisa,4806,1166,1034,30,25,5
Calhoun,4766,1237,1166,9,9,0
Sac,4717,1129,1026,15,15,0
Chickasaw,4692,1138,1033,12,11,1
Shelby,4646,1076,907,27,27,0
Franklin,4514,1037,870,18,17,1
Emmet,4457,1113,979,32,31,1
Humboldt,4232,1078,943,19,16,3
Clarke,4159,819,670,9,9,0
Lyon,4058,1379,1220,33,30,3
Palo Alto,3944,926,800,11,10,1
Howard,3840,860,688,19,15,4
Montgomery,3819,892,741,24,23,1
Greene,3668,697,643,7,7,0
Keokuk,3576,863,775,26,26,0
Lucas,3314,670,558,10,9,1
Monona,3286,687,533,18,17,1
Worth,3230,622,513,4,3,1
Adair,3173,697,587,20,16,4
Pocahontas,3141,787,698,11,11,0
Decatur,3010,499,425,4,4,0
Monroe,2945,826,618,20,17,3
Ida,2822,764,666,30,29,1
Davis,2811,704,624,21,20,1
Fremont,2372,527,462,6,4,2
Van Buren,2346,504,441,15,13,2
Taylor,2250,600,541,9,7,2
Audubon,2240,424,359,8,8,0
Osceola,2154,650,602,11,9,2
Ringgold,2086,455,354,11,10,1
Wayne,1952,420,355,21,17,4
Adams,1384,302,265,3,3,0
