ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19193,80520,4783,35990,4170
19153,430506,42140,189744,8970
19075,8726,433,4020,247
19049,74414,6823,33598,1721
19191,14865,981,6536,795
19003,3404,117,1556,2
19175,8874,469,4156,180
19055,9019,431,3969,672
19021,15433,806,5681,3176
19131,8147,411,3818,82
19011,14306,685,6613,399
19057,32906,2156,15063,597
19113,214652,17322,95684,7273
19033,46294,2678,21115,1323
19111,22914,1177,10076,1323
19005,10708,469,5081,74
19163,144969,9903,64518,4744
19103,163487,11134,74667,3431
19029,19821,600,9354,301
19039,8895,335,3620,1310
19083,12554,416,5436,1212
19015,20261,1244,9343,397
19067,12449,556,5515,848
19019,11674,436,5506,233
19013,124419,7073,55944,5155
19025,7896,509,3612,142
19157,16330,1216,7482,195
19169,86676,8435,38609,1951
19007,8447,395,3769,426
19099,24776,1927,11137,759
19141,9945,377,4649,261
19155,83158,6017,35839,4527
19061,110982,4854,52340,1643
19009,3921,73,1875,101
19139,28073,1988,10836,4290
19105,11267,1115,4698,708
19023,7576,246,3605,113
19187,31533,2237,14053,954
19171,15068,1123,6516,956
19127,25598,2042,10538,2548
19059,14262,567,6759,168
19047,12546,416,5302,1501
19089,4070,179,1886,135
19179,21986,1404,9999,475
19125,25780,1199,10313,3816
19027,18706,780,8420,942
19181,30908,2554,13921,700
19123,13879,800,6344,343
19073,8675,359,3908,426
19165,10860,353,5190,80
19097,15103,428,7255,180
19149,15791,479,6227,2822
19137,6487,377,2778,524
19101,13939,944,6085,817
19119,5736,281,2709,42
19167,20706,899,8659,2473
19065,19879,669,9171,848
19037,5623,181,2575,298
19151,3718,122,1727,140
19045,29293,2566,12734,1179
19087,14616,906,6145,1367
19095,11245,327,5196,510
19177,2873,122,1331,88
19085,6660,420,3013,204
19189,7672,288,3469,422
19071,3150,127,1473,78
19145,12868,1234,5488,645
19197,10208,388,4146,1547
19129,10202,737,4673,100
19051,7783,180,2977,1620
19195,3214,156,1531,0
19069,6735,219,3151,204
19183,13311,908,5969,454
19063,9542,654,4234,319
19001,4362,195,1971,295
19159,3925,146,1866,1
,8448,250,4254,0
19053,5677,205,2639,105
19035,8898,364,4161,206
19043,12293,322,5659,615
19121,13015,619,6116,120
19081,6080,376,2552,600
19031,11841,402,5612,238
19091,7960,301,3594,332
19109,11299,489,5188,381
19107,3104,114,1445,100
19117,6661,231,2994,348
19135,6076,220,2802,223
19079,13261,478,6130,374
19077,8051,392,3724,195
19017,23305,1347,10459,1054
19161,6466,152,3132,34
19041,15278,637,7274,130
19147,6421,218,3027,115
19173,4293,135,2063,9
19143,2934,93,1356,129
19185,6105,241,2712,346
19133,3910,293,1757,116
19115,7581,229,2938,1498
19093,3452,144,1426,457
