ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,522293,20695,244523,12949
19021,17750,607,6736,3573
19027,20597,461,9424,1113
19049,89426,2932,42700,2462
19181,35008,1106,16529,1004
19013,141007,4182,65227,6157
19033,52037,1801,24116,1934
19169,101671,4070,47791,2804
19195,3466,40,1714,1
19083,13665,202,6033,1342
19189,8369,198,3825,503
19155,95456,3712,42983,4857
19139,32817,987,13378,4951
19009,4123,22,2000,101
19005,11394,286,5493,115
19099,28810,683,13591,1146
19103,185458,5483,88048,4265
19017,25846,770,11916,1250
19065,21103,440,9861,925
19061,121889,2816,58540,2190
19041,16693,461,7998,292
19147,6825,148,3250,151
19193,91504,3664,41684,4894
19003,3555,73,1641,10
19173,4487,72,2183,20
19175,10010,292,4750,311
19067,13699,242,6193,1054
19063,10103,531,4534,384
19035,9602,204,4556,279
19123,15477,430,7215,570
19183,15077,453,7035,549
19179,25218,753,11714,916
19073,9417,183,4327,506
19113,250814,6928,118192,8762
19019,12747,246,6082,339
19101,15829,553,7155,972
19127,30404,960,13336,2888
19109,12420,306,5793,489
19187,35803,1233,16490,1329
19037,5948,102,2755,343
19011,15567,361,7369,464
19045,34848,1207,15993,1584
19081,6724,74,2965,719
19131,8941,145,4310,156
19029,21048,417,9988,429
19135,6727,136,3131,297
19059,15515,433,7414,255
19159,4230,69,2050,6
19163,168322,6020,77410,6249
19125,28248,687,11694,4032
19149,17155,356,6898,2961
19015,23014,548,10974,574
19141,10902,232,5155,350
19091,8450,212,3850,389
19151,3954,64,1867,152
19055,9964,194,4517,772
19031,12659,223,6093,281
19167,22650,486,9746,2663
19143,3169,36,1479,177
19161,6571,90,3206,50
19069,7200,121,3409,251
19133,4470,72,2102,210
19075,9628,284,4466,400
19171,17686,522,8051,984
19137,7157,275,3142,579
19111,26200,790,11620,1932
19197,11431,238,4747,1718
19047,13775,296,5932,1591
19077,9014,175,4278,264
19093,3723,76,1575,500
19051,8170,159,3147,1659
19025,8454,79,4080,182
19145,14566,577,6556,845
19057,37182,1578,17420,719
19007,9042,244,4114,478
19157,18653,427,8943,430
19191,17316,497,7902,1046
19023,7856,84,3789,174
19087,16615,426,7102,1934
19001,4740,121,2168,332
19079,14329,205,6779,409
19095,12017,193,5591,618
19119,6058,104,2933,77
19043,12735,172,5927,664
19117,7287,152,3323,399
19039,9825,237,4104,1365
19107,3299,33,1584,100
19165,11667,223,5631,140
19185,6387,159,2869,382
19115,7981,136,3162,1532
19053,5967,136,2806,123
19177,2997,74,1404,113
19121,14010,236,6770,161
19085,7023,239,3260,251
,10375,246,5211,1
19105,13274,230,6046,900
19097,16243,259,7869,259
19129,12132,478,5738,150
19089,4528,103,2128,186
19071,3345,61,1593,98
