RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5125397573450357,237902,13325
19161,0.42361896924184758,3776,342
19027,0.5009670220679395,9085,1017
19013,0.47336696436736067,56677,5442
19017,0.4862341393344506,11128,1058
19019,0.4289964580873672,8446,638
19103,0.5844316527722642,83401,4930
19195,0.41539086844601005,2875,191
19033,0.4984452296819788,19421,1738
19081,0.4010348071495767,3799,464
19169,0.511393473851128,46884,2781
19139,0.4729045565347834,16128,4048
19165,0.47913392701239745,5257,231
19009,0.49072052401746726,2543,154
19191,0.513130908909009,9363,895
19065,0.4391857506361323,8034,596
19061,0.5226644469792726,49066,1795
19147,0.4139095205941931,3445,233
19183,0.4541770999317095,9263,713
19003,0.4292059966685175,1484,62
19173,0.37673582747917008,2229,77
19041,0.4248876123876124,6399,406
19125,0.41223348269329088,11562,2146
19123,0.3399411631590858,6701,810
19157,0.47330306960657156,8294,464
19099,0.46107301331181929,15551,1594
19073,0.46410891089108916,3607,518
19113,0.5287244272317451,111338,8527
19049,0.5131991482349416,45548,2412
19193,0.40013772100827296,36616,4641
19171,0.4807760768956924,7251,852
19109,0.437588604604064,5920,562
19187,0.45137032085561498,14809,1397
19011,0.45860791577305518,10854,907
19045,0.4140515626009606,17762,1462
19067,0.42571282444700167,6108,551
19189,0.4299787521730732,3870,582
19131,0.3972227470243718,3995,210
19029,0.4716422561545653,5692,362
19135,0.3747242766316336,2564,324
19127,0.49998729965201046,17002,2682
19063,0.40975238922675935,3460,313
19159,0.41990192071924806,2015,40
19115,0.39990937924784777,3363,1050
19163,0.4194908148927681,67239,5309
19149,0.4164118044246733,8368,2116
19059,0.4739830803105806,7902,278
19093,0.3925655976676385,2280,413
19015,0.5182968666615843,12843,754
19141,0.41358249109285247,5160,528
19075,0.4977926749509483,5597,492
19091,0.4002929483155472,3458,368
19151,0.429521075691192,2620,223
19055,0.43166186585150786,6497,846
19101,0.3853511888494124,6333,717
19005,0.38898224592679189,5093,231
19181,0.46459798702055729,22543,1368
19025,0.4804509722796856,4297,348
19083,0.4477620800189956,6616,927
19069,0.4247269116186693,3901,376
19023,0.4771106032273703,6444,445
19133,0.42414393499709809,3414,240
19085,0.38422663534771159,5035,363
19137,0.4371281637592014,3805,530
19111,0.3842291350981965,11357,1575
19197,0.46019742079286737,4866,915
19179,0.38399725471131576,11030,2398
19121,0.4255110784673767,6611,341
19143,0.37831487076200068,2032,222
19051,0.29033333333333335,2451,162
19047,0.4151605231866825,5661,1322
19145,0.41841530416363278,5783,538
19043,0.39580602883355178,6361,585
19057,0.38863653860959276,14245,899
19007,0.3705939159826171,4181,424
19107,0.36990044895569,3486,304
19077,0.47497427261670879,4733,344
19129,0.3901648024356344,5614,281
19021,0.4898572884811417,6603,3008
19087,0.422672145935652,6825,1609
19079,0.5042983821837135,6771,679
19035,0.4341789052069426,4503,375
19001,0.40631991051454138,2585,321
19037,0.43677197687086236,4512,700
19095,0.5059935739001483,7484,705
19167,0.3337828145172859,9939,1695
19089,0.40904127538763926,3272,474
19119,0.29400255210548706,3280,176
19185,0.33504114267970816,1983,175
19039,0.41915912719531669,3226,712
19155,0.403235843186061,35422,2162
19117,0.36686046511627909,2745,410
19031,0.4837601331400655,8340,671
19175,0.4076464341148599,4717,273
19071,0.3665229885057471,2353,198
19053,0.3165184243964422,2257,234
19177,0.325809199318569,2077,218
19097,0.4304233756880498,7988,379
19105,0.4831487839079348,8952,1040
,,38,5
