ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,70039,14453,27478,924
19019,10369,1416,4389,190
19013,108901,14847,44621,4522
19083,11051,1393,4261,1143
19099,20844,3728,8446,495
19147,5832,526,2595,82
19067,10840,1443,4349,713
19109,10217,1147,4342,376
19063,8216,1625,3106,297
19153,349001,70049,135678,6739
19127,21363,4618,7144,2509
19081,5552,594,2203,552
19139,24093,3774,8082,4098
19193,69165,8468,29182,2757
19103,136733,21478,56234,2758
19091,7436,582,3229,315
19101,12440,1126,5278,754
19167,18541,2039,7072,2345
19149,14397,1405,5100,2778
19047,11227,1220,4270,1458
19049,59298,13406,22660,1467
19179,19026,2691,7936,436
19163,124557,17279,51100,3925
19171,12640,2253,4774,940
19143,2672,246,1153,120
19055,7793,955,3124,599
19017,20959,2608,8711,952
19065,18177,1816,7784,809
19187,27798,3565,11632,829
19021,13997,1419,4662,3160
19035,7951,861,3461,170
19197,9305,853,3496,1481
19125,22950,2814,8221,3677
19033,41059,5146,17390,1134
19079,11634,1597,4816,325
19155,74049,8080,30348,4293
19037,5036,625,2059,298
19029,17839,2041,7742,228
19117,5752,945,2244,306
19039,8080,832,3016,1249
19095,9155,2142,3275,467
19087,11627,1882,4563,577
19041,14247,1033,6600,50
19105,9859,1848,3684,605
19113,180742,31085,72130,6706
19093,3119,223,1266,361
19031,10416,1367,4436,201
19137,5638,743,2189,499
19189,6747,925,2709,387
19145,11572,1925,4507,627
19011,11583,1283,4968,357
19027,16599,2175,6810,768
19015,17578,2675,7357,279
19061,95955,13719,40622,1105
19057,29370,3610,12635,539
19073,7281,1487,2740,335
19023,6793,820,2952,65
19133,3439,394,1477,105
19181,25962,5602,10120,474
19043,11243,1086,4794,571
19001,3973,372,1694,254
19175,7554,1313,3126,114
19141,9090,828,4015,225
19161,5872,656,2605,0
19111,20347,2620,8176,1152
19191,12580,1783,5118,514
19123,11805,1974,4781,249
19069,6285,510,2801,175
19097,13051,1885,5531,122
19053,5201,552,2259,105
19183,11280,1902,4498,380
19115,6964,649,2427,1493
19185,5537,712,2231,332
19159,3575,376,1586,0
19107,2780,324,1178,100
19045,25495,4103,10148,1043
19059,12457,1716,5310,115
19135,5414,646,2285,199
19003,3200,292,1390,0
19005,10009,789,4602,45
19157,13570,2796,5372,138
19121,11093,1885,4569,78
19129,8920,1525,3651,85
19151,3278,474,1337,130
19085,5886,944,2379,187
19165,9460,1309,4040,38
19007,7790,705,3332,374
,8415,255,4255,0
19025,7447,819,3259,100
19173,4069,258,1895,0
19195,2888,390,1251,0
19131,7749,518,3609,0
19051,7167,648,2476,1578
19177,2574,338,1084,69
19071,2856,306,1237,73
19075,7813,941,3332,200
19077,6923,1132,2813,176
19119,5002,693,2144,25
19089,3564,507,1491,87
19009,3604,331,1590,96
