County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,602441,59277,49391,572,509,63
Linn,257298,20820,18735,320,288,32
Black Hawk,191279,16411,14392,295,275,20
Johnson,186973,13993,12698,76,71,5
Scott,183807,18555,16516,215,198,17
Dubuque,166051,13678,11916,199,186,13
Story,144238,10423,9209,46,40,6
Woodbury,127508,15213,13283,216,199,17
Dallas,113797,11586,9679,93,82,11
Pottawattamie,105987,10935,9457,149,132,17
Marshall,72961,5029,4464,74,66,8
Cerro Gordo,68929,5400,4838,85,71,14
Warren,66610,5675,4876,79,71,8
Webster,62032,5254,4770,88,74,14
Clinton,55086,5496,4774,87,76,11
Des Moines,50010,4624,4106,61,53,8
Lee,48321,3767,3415,54,41,13
Muscatine,47601,4591,3996,93,84,9
Jasper,45348,4234,3561,68,63,5
Wapello,41191,4441,3711,112,108,4
Buena Vista,40772,4762,4002,37,34,3
Boone,39627,2640,2332,30,28,2
Sioux,38475,4996,4620,69,66,3
Marion,36809,3649,3255,74,64,10
Washington,36614,2565,2305,48,44,4
Poweshiek,35920,1561,1430,30,28,2
Bremer,34092,2853,2547,56,48,8
Plymouth,33912,4013,3535,79,71,8
Benton,32808,2591,2223,54,44,10
Winneshiek,32647,1914,1723,30,26,4
Henry,32571,2937,2727,37,36,1
Carroll,32367,2888,2578,48,41,7
Fayette,30992,1874,1710,36,33,3
Hardin,30396,1838,1616,39,33,6
Tama,29218,2157,1902,68,65,3
Mahaska,27277,2268,2054,47,42,5
Cedar,27057,1822,1602,23,21,2
Buchanan,26964,1882,1681,30,26,4
Butler,26226,1682,1527,32,28,4
Iowa,26194,1470,1331,23,21,2
Clay,26171,1989,1788,25,20,5
Crawford,24482,2787,2419,36,31,5
Delaware,24003,1914,1792,40,35,5
Dickinson,22938,2242,1927,40,34,6
Jones,22916,2957,2772,55,51,4
Jackson,22856,2231,2024,39,36,3
Kossuth,22836,2104,1868,57,51,6
O'Brien,22748,1992,1706,58,54,4
Floyd,22637,1652,1417,41,31,10
Clayton,21993,1685,1533,54,46,8
Hamilton,21362,1923,1662,42,41,1
Mills,19470,1656,1435,20,17,3
Wright,19078,1819,1682,31,26,5
Page,18980,1877,1752,19,18,1
Hancock,18942,1480,1326,33,27,6
Allamakee,18892,1512,1324,48,38,10
Cass,18684,1376,1180,52,47,5
Harrison,18606,1808,1575,70,66,4
Madison,18322,1603,1371,18,14,4
Cherokee,18300,1578,1388,37,29,8
Jefferson,18238,1396,1245,34,28,6
Franklin,17877,1196,1056,20,19,1
Sac,17575,1274,1142,18,18,0
Grundy,17278,1399,1255,31,26,5
Calhoun,16443,1352,1255,11,11,0
Monona,16188,828,729,29,27,2
Palo Alto,16120,1073,954,22,20,2
Guthrie,16070,1183,1048,28,23,5
Appanoose,15931,1396,1141,47,43,4
Mitchell,15713,1330,1156,40,38,2
Chickasaw,15638,1267,1164,15,13,2
Winnebago,15552,1408,1238,31,26,5
Louisa,15444,1292,1155,48,41,7
Union,15312,1275,1145,31,26,5
Howard,15102,1046,939,22,18,4
Shelby,14720,1246,1096,34,31,3
Emmet,14687,1229,1092,40,38,2
Keokuk,13974,992,876,29,29,0
Humboldt,13866,1192,1086,25,22,3
Lyon,13490,1478,1393,41,37,4
Greene,13315,782,712,10,10,0
Montgomery,12786,1042,923,36,34,2
Pending Investigation,12647,1016,858,0,0,0
Clarke,12094,1019,888,21,21,0
Pocahontas,11706,857,788,19,19,0
Worth,11178,706,642,8,7,1
Adair,11178,937,736,31,22,9
Ida,10793,950,765,32,30,2
Audubon,10680,494,442,9,8,1
Davis,9660,839,720,23,22,1
Decatur,9161,591,533,9,9,0
Ringgold,8833,534,475,21,18,3
Monroe,8684,945,842,28,21,7
Lucas,8304,758,669,21,17,4
Taylor,7646,666,618,12,10,2
Van Buren,7551,563,514,18,15,3
Osceola,7310,711,647,15,13,2
Fremont,6528,594,532,9,7,2
Wayne,5447,521,416,21,17,4
Adams,4834,327,313,4,4,0
