ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,514108,22683,239782,12250
19021,17512,624,6617,3556
19027,20420,489,9331,1095
19049,88215,3151,42008,2421
19181,34704,1184,16358,964
19013,138945,4658,63985,6089
19033,51407,1924,23778,1858
19169,100689,4300,47221,2736
19195,3440,46,1698,1
19083,13565,220,5983,1322
19189,8302,209,3787,500
19155,94477,3922,42398,4836
19139,32453,970,13233,4888
19009,4102,26,1989,101
19005,11312,302,5445,112
19099,28553,756,13431,1132
19103,183637,5983,86960,4146
19017,25584,790,11790,1219
19065,20935,473,9768,909
19061,120832,2918,57996,2126
19041,16554,459,7944,263
19147,6769,152,3222,147
19193,90197,3807,41007,4795
19003,3543,74,1636,8
19173,4467,81,2169,20
19175,9888,308,4689,296
19067,13566,266,6128,1026
19063,10038,542,4500,378
19035,9507,200,4518,264
19123,15302,433,7143,536
19183,14902,462,6947,541
19179,24891,816,11543,866
19073,9353,204,4287,501
19113,248026,7590,116565,8561
19019,12612,262,6016,318
19101,15671,557,7082,956
19127,29893,1069,13055,2819
19109,12271,358,5697,478
19187,35477,1200,16362,1289
19037,5895,113,2726,337
19011,15472,381,7312,461
19045,34371,1290,15739,1529
19081,6693,76,2949,718
19131,8867,153,4272,150
19029,20923,435,9916,428
19135,6662,157,3093,287
19059,15363,424,7347,243
19159,4205,64,2040,5
19163,166251,6407,76232,6123
19125,27991,697,11568,4014
19149,16997,378,6820,2938
19015,22833,582,10877,550
19141,10785,260,5089,338
19091,8394,211,3827,380
19151,3917,65,1851,146
19055,9857,226,4456,757
19031,12572,250,6037,280
19167,22421,507,9635,2634
19143,3140,37,1472,161
19161,6571,90,3206,50
19069,7160,136,3385,244
19133,4452,73,2097,201
19075,9572,288,4439,392
19171,17606,549,8001,984
19137,7087,273,3110,572
19111,25915,809,11495,1879
19197,11340,229,4709,1712
19047,13615,314,5846,1584
19077,8948,186,4244,256
19093,3672,111,1537,491
19051,8168,150,3168,1658
19025,8430,76,4072,177
19145,14417,571,6508,800
19057,36758,1587,17206,713
19007,8985,246,4085,477
19157,18485,464,8851,415
19191,17065,526,7784,1005
19023,7823,93,3773,165
19087,16406,445,7011,1888
19001,4725,124,2160,331
19079,14226,222,6722,403
19095,11953,207,5554,615
19119,6032,103,2923,72
19043,12685,173,5904,658
19117,7217,159,3285,396
19039,9722,253,4046,1363
19107,3280,38,1572,100
19165,11551,209,5585,129
19185,6356,170,2852,376
19115,7953,142,3152,1525
19053,5933,146,2787,118
19177,2992,77,1401,111
19121,13929,252,6727,154
19085,6992,248,3243,245
,10374,246,5211,1
19105,13146,265,5968,887
19097,16122,294,7792,258
19129,12046,495,5689,145
19089,4446,127,2075,182
19071,3325,69,1579,98
