County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,28490,259555,15471,562663
Linn,9796,124313,9641,266810
Scott,8452,81573,6765,179574
Johnson,7012,91416,4628,194115
Black Hawk,6343,68761,6406,150476
Woodbury,5700,44754,5071,99859
Pottawattamie,5534,45451,4995,102363
Story,5074,49932,3235,107380
Dallas,4585,45262,2820,96569
Dubuque,4232,60972,2422,128407
Cerro Gordo,2581,25521,2119,55879
Des Moines,2222,18617,796,40308
Clinton,1883,17081,1710,37841
Webster,1794,17517,1435,38502
Warren,1604,17244,1144,37071
Marshall,1498,14221,3249,33050
Muscatine,1392,14250,5250,35254
Lee,1306,12371,2190,28468
Wapello,1250,12400,1051,27224
Buena Vista,1146,7330,3858,19764
Marion,1142,12297,4160,30055
Jasper,1071,14195,1220,30474
Bremer,1013,12620,1478,27726
Sioux,893,10206,2788,24102
Page,797,6895,855,15470
Winneshiek,786,8353,1071,18527
Jefferson,781,7548,1003,16872
Carroll,749,9915,1255,22007
Henry,739,7480,2079,17823
Boone,705,11486,607,24215
Mahaska,703,7599,589,16542
Washington,702,7409,594,16127
Clay,686,8350,313,17637
Poweshiek,673,9269,477,19592
Tama,666,8219,985,18181
Fayette,660,10182,960,21984
Dickinson,646,7780,289,16502
Emmet,613,4662,417,10484
Crawford,612,6245,1608,14736
Cass,603,10273,473,21857
Mills,599,5945,179,12700
Plymouth,587,7219,2995,18054
Buchanan,530,6433,374,13761
Benton,520,7630,485,16267
Jackson,512,8165,303,17127
Union,501,5010,356,10780
Appanoose,462,4263,516,9595
Floyd,455,6532,1221,14689
Montgomery,441,3333,606,7738
Grundy,438,4699,510,10347
Hardin,430,6262,1351,14381
Kossuth,419,6013,529,13013
Delaware,414,4761,822,10723
Allamakee,413,5731,128,12019
Harrison,407,3314,271,7322
Jones,392,6293,993,14017
O'Brien,382,5340,413,11477
Hamilton,377,7018,422,14995
Clarke,370,4341,1387,10450
Cherokee,364,4746,372,10233
Madison,364,6997,189,14626
Wright,356,4979,1815,12110
Shelby,350,5879,187,12333
Humboldt,313,3981,436,8865
Cedar,307,6307,300,13189
Winnebago,304,4015,513,8867
Clayton,285,6009,669,13017
Greene,284,4440,525,9761
Guthrie,282,4407,321,9441
Mitchell,263,4471,194,9425
Howard,253,2210,229,4883
Franklin,239,3518,280,7563
Out of State,239,5210,1,10384
Lucas,233,3433,441,7628
Davis,231,3281,1697,8544
Palo Alto,229,3357,174,7142
Iowa,216,5729,654,12349
Wayne,203,2926,409,6575
Decatur,199,2905,137,6241
Monroe,180,3252,373,7089
Louisa,178,3239,1571,8220
Adair,176,2219,344,4911
Calhoun,154,4093,221,8592
Hancock,151,3020,745,6935
Lyon,151,3012,114,6299
Chickasaw,149,2822,362,6146
Sac,146,3227,70,6692
Monona,130,2164,231,4672
Ida,125,1610,537,3878
Ringgold,123,2132,6,4450
Taylor,119,2249,36,4681
Butler,110,3826,193,7971
Pocahontas,103,1917,179,4125
Fremont,94,1619,98,3430
Adams,84,1673,20,3641
Van Buren,69,1420,131,3044
Worth,68,1755,1,3576
Keokuk,63,1615,100,3392
Audubon,61,2028,101,4216
Osceola,50,1521,204,3296
