RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5392411880994203,249518,14797
19059,0.4932205354038707,8197,315
19161,0.44028392140726266,3896,384
19027,0.51981155467394,9399,1083
19013,0.49532874081750846,59268,5733
19017,0.5077009017636263,11600,1124
19019,0.4505785123966942,8866,675
19103,0.6013232764324468,85639,5245
19195,0.4338165560222192,3004,198
19033,0.5225206124852768,20326,1855
19081,0.4178739416745061,3942,500
19169,0.5296806944201324,48390,3051
19139,0.49760922557659856,16916,4314
19165,0.4974681334031779,5437,261
19009,0.5027292576419215,2599,164
19191,0.5298884498024111,9668,925
19065,0.45684478371501277,8347,630
19061,0.5404938804451707,50666,1930
19147,0.4274139095205942,3549,249
19183,0.4729342135215115,9626,762
19003,0.4472515269294836,1538,73
19173,0.3909491913086097,2308,85
19041,0.44149600399600399,6658,413
19125,0.4326827654647701,12114,2274
19123,0.3574111789997737,7039,858
19157,0.491083009079118,8590,497
19099,0.482102998520909,16229,1698
19073,0.4834608460846085,3749,548
19113,0.5522747523223911,116070,9134
19049,0.5383240773436915,47615,2693
19193,0.42309445527461767,38878,4746
19171,0.49958466832799339,7513,907
19109,0.45304799837980155,6110,601
19187,0.4752673796791444,15546,1518
19011,0.47900175472801717,11320,964
19141,0.42710681305896899,5301,573
19045,0.43492213918025376,18624,1569
19067,0.4498785321570132,6420,617
19189,0.446397527525594,4024,598
19131,0.4124315133194786,4134,232
19029,0.4927547522592708,5923,402
19135,0.39224082003373558,2660,363
19127,0.5244481698798547,17721,2926
19063,0.42495655951346658,3582,331
19159,0.4360441356763384,2088,46
19163,0.43982121276952526,70368,5696
19115,0.4243769823289533,3576,1107
19149,0.4330539778369146,8758,2145
19093,0.40816326530612248,2359,441
19015,0.5419303194327971,13375,842
19075,0.5259156311314585,5874,559
19091,0.41912534002929488,3605,401
19151,0.4471974618522435,2709,251
19055,0.45182528951854686,6794,892
19101,0.40180377152227389,6601,750
19005,0.4071016292832615,5332,240
19181,0.4884972603272063,23591,1550
19025,0.5011377741001242,4456,389
19083,0.4661047132850528,6840,1012
19069,0.4451837140019861,4075,408
19023,0.4954636747697209,6665,489
19133,0.44190365641323278,3538,269
19085,0.39846252402306217,5216,382
19137,0.4582030856105677,3994,550
19111,0.40585910806073036,11901,1759
19037,0.4569680717338473,4687,766
19197,0.48312370641617577,5091,978
19179,0.4022133890016872,11564,2501
19121,0.4466274941853348,6909,388
19095,0.5312036579337618,7837,760
19143,0.38905673044645858,2075,243
19051,0.30577777777777778,2565,187
19047,0.4350178359096314,5944,1373
19155,0.4257022080123597,37424,2254
19145,0.4364202025551069,6042,551
19043,0.4059490569263206,6525,599
19057,0.41404265147432448,15139,995
19007,0.38516014807661355,4329,457
19107,0.3858090962326762,3628,325
19077,0.49499485452334177,4906,385
19129,0.4147197034879873,5952,314
19021,0.5242609582059123,7021,3265
19087,0.4459256289465771,7175,1723
19053,0.33341804320203308,2365,259
19097,0.44842841709964506,8300,417
19079,0.5277871793136126,7071,726
19035,0.4508233199821985,4658,407
19001,0.4186241610738255,2653,341
19175,0.426599134057675,4915,307
19167,0.34695165686415149,10312,1781
19089,0.4279318628521511,3403,516
19119,0.30395576350489159,3357,216
19185,0.3504114267970812,2062,195
19039,0.44555614688664188,3441,745
19117,0.38069767441860466,2839,435
19031,0.5054490792934987,8707,708
19071,0.3810344827586207,2452,200
19177,0.34014764338444067,2151,245
19105,0.5016198443015328,9261,1113
,,30,4
