County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,842207,73397,59959,664,582,82
Linn,359608,26460,21835,350,314,36
Black Hawk,268071,20579,17101,332,303,29
Scott,262591,23994,20766,257,232,25
Johnson,257055,17223,14971,90,82,8
Dubuque,226336,15723,13547,217,196,21
Story,186272,12481,11070,48,42,6
Woodbury,173709,17905,15490,233,214,19
Dallas,153205,13954,11658,102,88,14
Pottawattamie,140354,13994,11588,182,156,26
Marshall,101890,5925,4977,79,70,9
Cerro Gordo,95417,6600,5682,100,83,17
Warren,93377,7183,5998,92,82,10
Webster,87567,6491,5582,102,86,16
Clinton,78336,6577,5630,95,80,15
Lee,73841,5301,4288,71,57,14
Des Moines,71429,6181,4997,80,67,13
Muscatine,68867,5935,4968,108,99,9
Jasper,63231,5415,4591,75,69,6
Wapello,56986,5277,4363,127,122,5
Boone,53188,3201,2778,36,33,3
Buena Vista,52965,5439,4340,42,37,5
Sioux,52952,5583,5161,74,71,3
Poweshiek,52572,1826,1590,36,33,3
Marion,51878,4527,3810,81,69,12
Washington,51290,3167,2636,54,50,4
Bremer,48347,3330,2929,65,55,10
Benton,46108,3177,2631,56,45,11
Winneshiek,45584,2204,1989,37,32,5
Hardin,45018,2343,1951,47,36,11
Henry,44684,3494,3069,40,38,2
Fayette,44455,2227,1916,44,39,5
Plymouth,44053,4597,4010,82,74,8
Carroll,42873,3322,2852,53,44,9
Tama,38974,2459,2092,73,69,4
Cedar,38971,2246,1950,24,22,2
Buchanan,38518,2386,2011,37,30,7
Mahaska,37771,2769,2341,52,47,5
Clay,36515,2489,2166,27,22,5
Iowa,35704,1768,1522,24,22,2
Butler,34869,1969,1728,36,31,5
Delaware,34715,2367,2147,43,38,5
Crawford,33604,3442,2790,43,37,6
Jones,31701,3387,3008,58,52,6
Dickinson,31455,2850,2493,46,40,6
Kossuth,31300,2559,2216,68,59,9
Clayton,31202,1985,1716,58,49,9
Jackson,30874,2541,2251,43,39,4
Floyd,30615,2003,1639,42,32,10
O'Brien,29877,2272,1972,61,56,5
Hamilton,28423,2280,1904,52,47,5
Jefferson,27394,1769,1396,37,30,7
Page,26725,2273,1959,23,20,3
Hancock,26203,1754,1529,35,28,7
Allamakee,25565,1766,1542,52,42,10
Mills,25381,1985,1667,24,21,3
Cherokee,25317,1861,1610,39,31,8
Madison,24986,2035,1730,19,15,4
Franklin,24873,1566,1315,23,21,2
Cass,24636,1612,1389,56,50,6
Harrison,24397,2096,1782,75,70,5
Wright,24342,2206,1934,41,34,7
Sac,24284,1516,1336,22,21,1
Calhoun,23002,1676,1458,13,12,1
Grundy,22837,1631,1392,35,29,6
Guthrie,22271,1446,1250,32,26,6
Palo Alto,22146,1324,1141,24,23,1
Appanoose,21995,1639,1266,49,44,5
Louisa,21823,1584,1317,49,42,7
Mitchell,21489,1505,1253,43,40,3
Winnebago,21377,1735,1468,31,26,5
Shelby,20889,1538,1329,39,35,4
Chickasaw,20788,1428,1283,18,15,3
Monona,20752,989,857,33,31,2
Union,20457,1463,1276,37,29,8
Howard,19952,1183,1048,22,18,4
Emmet,19642,1541,1335,41,39,2
Lyon,19325,1724,1580,41,37,4
Humboldt,18970,1483,1266,26,23,3
Keokuk,18600,1183,988,32,31,1
Greene,18028,984,805,11,10,1
Montgomery,16797,1252,1036,38,36,2
Worth,16548,957,782,8,7,1
Clarke,16106,1282,1040,24,22,2
Pocahontas,15875,996,859,23,23,0
Audubon,15729,593,530,14,13,1
Ida,15180,1157,945,37,33,4
Davis,14579,1081,879,25,23,2
Adair,13851,1071,882,32,22,10
Decatur,12654,734,680,10,10,0
Lucas,12095,928,797,23,18,5
Ringgold,11928,632,559,26,20,6
Monroe,11902,1161,1004,33,25,8
Van Buren,11124,714,578,18,15,3
Osceola,10775,860,790,17,14,3
Taylor,10640,738,666,12,10,2
Wayne,9243,673,552,23,18,5
Fremont,8928,761,665,10,8,2
Adams,6987,389,360,4,4,0
Unknown,6045,22,0,0,0,0
