ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,525483,21083,245851,13092
19021,17888,649,6776,3589
19027,20716,495,9465,1116
19049,89919,3046,42876,2493
19181,35156,1125,16584,1026
19013,141656,4284,65483,6191
19033,52379,1791,24271,1973
19169,102113,4150,47961,2830
19195,3468,38,1716,1
19083,13703,207,6046,1345
19189,8405,215,3834,505
19155,95950,3776,43194,4867
19139,33004,1011,13450,4972
19009,4123,22,2000,101
19005,11409,284,5500,118
19099,28948,703,13648,1151
19103,186189,5595,88352,4282
19017,25973,752,11980,1266
19065,21141,445,9877,928
19061,122262,2890,58678,2212
19041,16751,451,8030,295
19147,6843,148,3258,153
19193,92165,3818,41919,4932
19003,3556,72,1642,10
19173,4496,73,2186,22
19175,10076,307,4773,316
19067,13750,244,6208,1072
19063,10139,544,4545,385
19035,9640,215,4566,286
19123,15565,461,7242,573
19183,15151,491,7052,550
19179,25393,752,11787,947
19073,9439,190,4334,508
19113,251978,7129,118632,8843
19019,12815,271,6104,339
19101,15910,558,7192,974
19127,30580,1008,13386,2917
19109,12463,316,5806,496
19187,36005,1284,16557,1346
19037,5964,105,2761,345
19011,15598,355,7386,464
19045,35125,1278,16088,1598
19081,6733,75,2969,719
19131,8992,141,4334,163
19029,21110,427,10012,431
19135,6750,138,3138,303
19059,15583,453,7438,255
19159,4250,68,2059,6
19163,169168,6250,77704,6277
19125,28363,726,11728,4039
19149,17215,373,6913,2973
19015,23079,561,10998,576
19141,10934,238,5168,351
19091,8479,203,3866,395
19151,3958,64,1867,156
19055,10008,199,4534,776
19031,12700,219,6113,286
19167,22737,496,9777,2679
19143,3177,31,1485,177
19161,6580,88,3211,51
19069,7218,121,3417,254
19133,4477,71,2105,212
19075,9649,288,4470,409
19171,17703,535,8052,984
19137,7189,287,3151,581
19111,26374,830,11676,1955
19197,11460,249,4756,1718
19047,13830,312,5950,1592
19077,9039,170,4290,270
19093,3726,77,1575,502
19051,8191,162,3152,1667
19025,8455,78,4081,182
19145,14640,605,6578,848
19057,37396,1648,17490,722
19007,9080,260,4124,480
19157,18744,446,8980,431
19191,17415,483,7952,1059
19023,7868,86,3792,177
19087,16666,463,7106,1940
19001,4755,116,2177,333
19079,14377,223,6793,411
19095,12048,198,5604,621
19119,6073,108,2938,78
19043,12739,174,5928,664
19117,7314,148,3335,406
19039,9882,247,4127,1367
19107,3301,33,1585,100
19165,11727,240,5652,142
19185,6397,166,2869,385
19115,8003,148,3166,1533
19053,5999,150,2815,123
19177,3008,73,1407,119
19121,14061,279,6774,161
19085,7033,233,3266,255
,10374,246,5210,1
19105,13316,235,6062,905
19097,16298,284,7884,260
19129,12162,484,5750,150
19089,4533,103,2130,186
19071,3353,61,1597,98
