County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,38607,209653,10431,468152
Linn,14820,104828,7804,230992
Johnson,10884,79169,3720,172583
Scott,10656,68314,5462,153986
Story,7450,42415,2423,93835
Black Hawk,7296,58646,5587,130417
Dallas,6075,37244,2129,81300
Pottawattamie,5999,38216,4665,88038
Dubuque,4959,54384,1895,115429
Woodbury,4935,37823,4430,84590
Cerro Gordo,2823,21941,1576,48347
Des Moines,2320,15715,635,34421
Warren,1887,15157,848,32883
Clinton,1884,14224,1313,31723
Webster,1759,15290,1017,33585
Marshall,1574,11807,2590,27715
Muscatine,1570,11982,4571,30233
Jasper,1502,12197,924,26629
Tama,1363,7028,964,16399
Wapello,1265,10618,543,23153
Bremer,1202,10994,1127,24310
Lee,1104,10635,1610,24233
Boone,1069,10000,479,21499
Marion,1005,10843,3949,26793
Carroll,890,8662,1005,19379
Jefferson,888,6439,893,14660
Washington,865,6333,472,14014
Winneshiek,837,7074,930,15906
Buena Vista,797,6060,3230,16240
Page,788,6136,676,13766
Sioux,768,9066,2523,21437
Mills,767,4807,135,10534
Poweshiek,760,8222,345,17453
Clay,749,7480,189,15846
Mahaska,670,6695,445,14548
Fayette,666,9377,867,20305
Cass,654,9517,344,20248
Emmet,640,4337,342,9764
Plymouth,589,6398,2849,16272
Henry,586,6654,1675,15624
Dickinson,586,6954,192,14692
Wright,523,4312,1646,10772
Kossuth,518,5371,457,11771
Benton,509,6926,427,14802
Madison,478,6410,141,13494
Jackson,475,7415,216,15513
Jones,473,5597,786,12512
Union,458,4361,242,9338
Crawford,457,5480,1532,12974
Greene,446,3975,469,8940
Hardin,432,5641,1261,13030
Floyd,411,5815,948,13008
O'Brien,407,4798,295,10306
Delaware,406,4144,719,9380
Clarke,405,3753,1323,9246
Guthrie,398,3954,228,8548
Cedar,395,5737,249,12097
Buchanan,392,5707,282,12091
Hamilton,387,6378,391,13684
Allamakee,376,5264,97,11006
Appanoose,360,3888,451,8676
Grundy,349,4257,324,9197
Harrison,347,3118,216,6809
Montgomery,332,2918,552,6748
Iowa,324,5314,562,11536
Shelby,323,5348,98,11164
Winnebago,312,3573,470,7950
Monroe,306,2859,258,6311
Humboldt,301,3675,358,8149
Cherokee,295,4320,229,9172
Lucas,260,3096,369,6916
Out of State,252,5276,0,10466
Monona,243,1897,155,4177
Clayton,235,5790,628,12492
Wayne,223,2773,365,6234
Adair,223,2030,313,4535
Davis,220,3026,1646,7947
Palo Alto,216,3099,134,6577
Decatur,211,2685,118,5791
Franklin,204,3247,223,6931
Hancock,194,2792,690,6467
Mitchell,183,4130,118,8578
Louisa,179,3050,1513,7768
Howard,170,1968,153,4242
Ringgold,149,1930,4,4064
Lyon,147,2856,62,5921
Chickasaw,139,2649,316,5746
Butler,134,3718,137,7716
Calhoun,128,4011,157,8334
Sac,116,3173,42,6522
Taylor,116,2106,11,4362
Adams,115,1586,6,3473
Ida,113,1474,478,3537
Fremont,100,1521,94,3236
Pocahontas,99,1786,140,3814
Van Buren,96,1364,91,2917
Audubon,88,1913,101,4012
Keokuk,81,1508,100,3195
Worth,77,1636,0,3346
Osceola,50,1420,153,3043
