ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,254187,241717,12470
19021,10217,6655,3562
19027,10480,9379,1101
19049,44703,42267,2436
19181,17403,16428,975
19013,70811,64688,6123
19033,25805,23923,1882
19169,50279,47519,2760
19195,1712,1711,1
19083,7329,6000,1329
19189,4304,3804,500
19155,47436,42593,4843
19139,18197,13285,4912
19009,2096,1995,101
19005,5588,5476,112
19099,14619,13481,1138
19103,91627,87453,4174
19017,13055,11831,1224
19065,10715,9802,913
19061,60354,58210,2144
19041,8226,7959,267
19147,3374,3225,149
19193,46053,41239,4814
19003,1645,1636,9
19173,2196,2176,20
19175,5014,4714,300
19067,7183,6145,1038
19063,4893,4515,378
19035,4795,4525,270
19123,7719,7171,548
19183,7526,6983,543
19179,12489,11595,894
19073,4813,4309,504
19113,125956,117328,8628
19019,6367,6035,332
19101,8071,7112,959
19127,15987,13150,2837
19109,6238,5751,487
19187,17728,16412,1316
19037,3082,2743,339
19011,7786,7324,462
19045,17401,15842,1559
19081,3682,2963,719
19131,4456,4300,156
19029,10359,9931,428
19135,3392,3103,289
19059,7621,7373,248
19159,2050,2045,5
19163,82877,76706,6171
19125,15622,11600,4022
19149,9787,6848,2939
19015,11464,10913,551
19141,5467,5123,344
19091,4220,3838,382
19151,2000,1851,149
19055,5226,4464,762
19031,6345,6065,280
19167,12325,9676,2649
19143,1646,1476,170
19161,3256,3206,50
19069,3638,3392,246
19133,2303,2100,203
19075,4839,4445,394
19171,9013,8029,984
19137,3704,3127,577
19111,13422,11533,1889
19197,6438,4725,1713
19047,7456,5865,1591
19077,4518,4259,259
19093,2053,1560,493
19051,4799,3140,1659
19025,4249,4072,177
19145,7366,6523,843
19057,18003,17288,715
19007,4572,4095,477
19157,9312,8888,424
19191,8844,7830,1014
19023,3946,3776,170
19087,8935,7040,1895
19001,2494,2163,331
19079,7146,6740,406
19095,6179,5561,618
19119,3000,2926,74
19043,6571,5910,661
19117,3692,3296,396
19039,5446,4082,1364
19107,1675,1575,100
19165,5734,5602,132
19185,3240,2863,377
19115,4683,3155,1528
19053,2909,2791,118
19177,1513,1402,111
19121,6898,6742,156
19085,3491,3246,245
,5212,5211,1
19105,6886,5997,889
19097,8077,7819,258
19129,5852,5707,145
19089,2257,2075,182
19071,1682,1584,98
