ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19193,39116,35096,4020
19113,95461,88427,7034
,4254,4254,0
19061,51271,49868,1403
19049,30657,29082,1575
19165,5125,5062,63
19153,176145,168399,7746
19013,58018,53113,4905
19157,7403,7216,187
19103,72156,68967,3189
19005,5021,4963,58
19029,9480,9196,284
19163,65711,61371,4340
19045,12976,11872,1104
19127,11365,8845,2520
19155,37731,33371,4360
19169,34798,33030,1768
19097,6804,6658,146
19073,4157,3749,408
19081,3089,2513,576
19109,5410,5030,380
19033,21204,19952,1252
19173,1964,1964,0
19057,15051,14472,579
19043,6073,5470,603
19183,5891,5488,403
19099,10677,10115,562
19181,13510,12897,613
19025,3722,3592,130
19187,14331,13421,910
19055,4357,3704,653
19101,6588,5785,803
19053,2634,2529,105
19111,10633,9390,1243
19135,2914,2702,212
19129,4573,4476,97
19065,9626,8788,838
19191,6701,5978,723
19185,2991,2653,338
19159,1813,1812,1
19145,5956,5329,627
19131,3899,3817,82
19059,6624,6473,151
19139,14078,9931,4147
19197,5524,4004,1520
19087,6559,5444,1115
19167,10631,8218,2413
19123,6124,5822,302
19125,13527,9773,3754
19137,3170,2655,515
19069,3210,3023,187
19079,5787,5447,340
19149,8876,6071,2805
19083,6329,5137,1192
19121,5618,5508,110
19179,9819,9368,451
19023,3503,3390,113
19175,4065,3906,159
19039,4739,3439,1300
19147,3040,2941,99
19067,5862,5085,777
19031,5487,5263,224
19063,4428,4119,309
19195,1446,1446,0
19095,5351,4867,484
19091,3792,3468,324
19105,4862,4250,612
19047,6521,5054,1467
19141,4695,4450,245
19015,9073,8733,340
19171,6928,5984,944
19143,1441,1312,129
19017,10949,9959,990
19037,2731,2433,298
19051,4499,2892,1607
19177,1364,1280,84
19021,8380,5219,3161
19035,4178,3989,189
19071,1518,1445,73
19027,8561,7702,859
19161,2995,2967,28
19077,3655,3481,174
19041,7251,7157,94
19107,1471,1371,100
19089,1816,1710,106
19019,5566,5352,214
19011,6654,6277,377
19075,4028,3803,225
19151,1686,1556,130
19007,4098,3678,420
19117,3042,2714,328
19189,3672,3266,406
19133,1750,1645,105
19093,1833,1381,452
19085,3016,2814,202
19003,1523,1522,1
19115,4306,2813,1493
19009,1916,1815,101
19001,2207,1922,285
19119,2635,2608,27
