Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.13452520515826495,American Indian or Alaska Native
Asian,0.3860721121268679,Asian
Black,0.17541860192810586,Black
Native Hawaiian or Other Pacific Islander,0.33701082431307247,Native Hawaiian or Other Pacific Islander
Other Race,0.5523892604439274,Other Race
White,0.48179834072498847,White
