ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,535931,22822,249864,13769
19021,18289,702,6941,3608
19027,21017,574,9558,1151
19049,91765,3496,43532,2596
19181,35687,1273,16755,1073
19013,144084,4708,66438,6295
19033,53333,2079,24576,2028
19169,103572,4364,48531,2951
19195,3494,48,1724,1
19083,13874,287,6090,1347
19189,8542,266,3874,512
19155,97663,4210,43795,4941
19139,33577,1131,13635,5057
19009,4139,36,2001,101
19005,11516,310,5539,119
19099,29396,783,13824,1171
19103,188236,5849,89190,4361
19017,26380,859,12110,1301
19065,21347,505,9944,942
19061,123852,3346,59215,2269
19041,16985,512,8110,312
19147,6928,175,3281,164
19193,94358,4454,42657,5014
19003,3579,71,1654,10
19173,4544,97,2197,24
19175,10241,364,4821,329
19067,14009,326,6261,1143
19063,10211,549,4577,387
19035,9776,239,4614,304
19123,15811,519,7327,589
19183,15426,557,7148,562
19179,25957,892,11961,1021
19073,9510,208,4357,515
19113,255765,7828,120051,9095
19019,13030,368,6160,349
19101,16205,628,7292,1000
19127,31314,1076,13684,2999
19109,12645,343,5881,503
19187,36726,1536,16766,1381
19037,6005,110,2776,351
19011,15809,354,7490,468
19045,36149,1675,16385,1627
19081,6787,84,2989,725
19131,9113,161,4378,174
19029,21325,492,10079,446
19135,6852,182,3162,313
19059,15877,551,7533,262
19159,4310,96,2075,6
19163,172082,6742,78839,6432
19125,28808,887,11865,4043
19149,17465,458,6987,2993
19015,23460,613,11160,583
19141,11087,271,5222,365
19091,8577,228,3893,412
19151,4002,70,1882,163
19055,10107,224,4567,785
19031,12820,253,6153,292
19167,23084,571,9895,2715
19143,3218,39,1498,185
19161,6605,100,3216,54
19069,7308,161,3439,261
19133,4549,88,2128,221
19075,9808,342,4512,434
19171,17859,558,8114,984
19137,7317,327,3190,587
19111,26993,974,11872,2040
19197,11611,298,4794,1744
19047,14074,398,6026,1603
19077,9163,204,4329,282
19093,3769,94,1583,511
19051,8305,195,3192,1674
19025,8480,90,4084,190
19145,14856,646,6664,853
19057,38103,1838,17741,731
19007,9201,305,4159,487
19157,18953,491,9056,443
19191,17695,549,8057,1063
19023,7891,88,3800,181
19087,16964,538,7202,1970
19001,4796,122,2192,338
19079,14547,268,6854,412
19095,12153,207,5649,629
19119,6133,118,2960,83
19043,12801,201,5943,669
19117,7434,164,3375,430
19039,10034,307,4165,1383
19107,3332,40,1597,100
19165,11874,284,5699,152
19185,6454,174,2889,394
19115,8067,142,3194,1546
19053,6069,178,2836,123
19177,3042,71,1420,129
19121,14190,302,6821,169
19085,7065,240,3277,258
,10377,243,5211,1
19105,13507,269,6127,938
19097,16528,379,7951,264
19129,12312,513,5807,156
19089,4614,143,2146,195
19071,3366,66,1601,98
