RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19175,7311,1286,2958,111
19113,156694,31455,59409,6419
19163,99412,15895,40076,3357
19055,10640,1733,4124,658
19151,4294,717,1706,164
19013,86690,14939,33911,3934
19157,12027,2755,4504,262
19075,9213,1426,3755,280
19127,24748,4975,8820,2132
19181,31412,6687,12017,686
19061,75669,13072,30790,1025
19015,18512,3086,7523,391
19017,18254,2584,7429,811
19153,305858,73079,112599,7621
19081,6263,823,2567,307
19033,30756,4432,12641,1041
19103,122564,24112,47494,3471
19131,6860,555,3127,51
19125,19005,3002,7120,1759
19167,17062,2310,6688,1377
19129,8423,1518,3354,199
19171,11825,1859,4644,685
19189,6483,1075,2481,444
19133,5808,591,2542,132
19069,6461,927,2641,253
19029,9640,1080,4169,220
19107,5615,831,2285,214
19095,11785,2153,4573,482
19141,8982,976,3805,394
19019,13807,1789,5792,431
19169,61185,14997,22402,1397
19049,59008,15103,21196,1536
19021,12252,1556,4063,2571
19193,55635,10323,21215,2881
19057,22461,3093,9401,572
19035,7691,1044,3181,284
19187,22889,3926,9053,855
19079,10672,1613,4268,521
19091,5726,974,2232,288
19139,26058,4730,9096,3134
19121,9539,1981,3689,181
19179,17875,2923,6541,1871
19041,10240,1644,4185,225
19045,26417,4533,10466,954
19039,5571,585,2199,588
19047,9697,1425,3566,1142
19099,21674,4320,8280,798
19101,9988,1351,4064,510
19161,6604,806,2783,231
19155,49163,7743,19866,1687
19053,3917,413,1666,169
19085,8248,1360,3312,267
19023,10623,1426,4466,266
19067,9715,1488,3994,239
19073,5906,926,2321,338
19037,7894,998,3185,530
19031,13004,2052,5235,482
19191,14643,2169,5955,561
19007,7109,823,2997,291
19117,4388,742,1683,280
19071,3846,621,1539,146
19109,9941,1232,4155,402
19077,7364,1166,2991,216
19147,5822,734,2474,138
19059,12826,2164,5263,143
19093,3914,448,1598,267
19005,8728,848,3883,115
19089,5417,834,2134,316
19111,17948,2796,7149,849
19197,8529,835,3479,731
19027,15040,2730,5776,759
19123,10568,1772,4127,542
19137,6505,867,2607,425
19051,4073,529,1732,81
19083,11106,1458,4483,679
19105,12927,2233,4993,709
19149,15078,1861,5695,1827
19043,11341,1158,4864,453
19065,13882,1509,5974,428
19165,8369,1507,3365,140
19011,16521,2536,6640,704
19009,4227,530,1796,105
19097,12469,1976,5134,224
19025,6911,783,2965,196
19185,3407,441,1419,127
19087,10683,1521,4396,369
19135,4313,596,1746,224
19183,14172,2529,5584,475
19145,9305,1426,3753,371
19143,3418,479,1402,136
19115,6004,786,2162,890
19001,4336,544,1794,209
19159,3336,396,1457,25
19003,2483,324,1065,28
19063,6127,823,2537,229
19195,4563,724,1862,118
19119,5471,800,2276,118
19173,3888,336,1760,36
19177,3315,537,1326,126
,68,20,21,6
