ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,510281,24465,237051,12100
19021,17406,613,6577,3541
19027,20354,523,9282,1093
19049,87862,3242,41799,2403
19181,34608,1189,16307,958
19013,138329,4849,63597,6058
19033,51237,1935,23693,1843
19169,100258,4502,46927,2717
19195,3439,47,1697,1
19083,13539,237,5963,1321
19189,8286,221,3773,500
19155,93863,4229,41941,4826
19139,32290,1039,13128,4872
19009,4102,26,1989,101
19005,11302,304,5439,111
19099,28424,793,13348,1132
19103,182933,6292,86457,4125
19017,25508,805,11749,1210
19065,20894,475,9747,906
19061,120454,3076,57735,2112
19041,16518,465,7926,256
19147,6762,151,3219,147
19193,89785,3882,40770,4778
19003,3531,79,1628,8
19173,4461,77,2169,19
19175,9858,317,4669,293
19067,13545,272,6117,1021
19063,10029,546,4494,378
19035,9488,200,4510,261
19123,15261,447,7119,528
19183,14843,482,6911,533
19179,24793,846,11483,859
19073,9338,215,4274,501
19113,246941,8030,115829,8501
19011,15395,399,7265,459
19187,35341,1254,16263,1278
19163,165260,6859,75545,6072
19109,12225,377,5665,477
19125,27872,736,11490,4011
19105,13121,279,5951,885
19165,11525,219,5568,126
19091,8375,218,3814,378
19087,16348,450,6984,1877
19029,20896,445,9899,427
19045,34106,1421,15541,1522
19135,6652,155,3089,287
19129,12006,520,5661,145
19047,13583,321,5827,1584
19079,14207,234,6707,403
19019,12581,270,5997,318
19167,22360,506,9609,2627
19015,22744,631,10812,546
19141,10773,264,5081,338
19057,36512,1712,17026,702
19095,11919,226,5530,610
19071,3325,69,1579,98
19101,15585,617,7012,950
19171,17551,557,7977,969
19127,29696,1126,12958,2761
19185,6353,171,2850,376
19191,17018,528,7765,994
19043,12668,169,5900,653
19075,9555,287,4433,388
19037,5891,111,2725,337
19121,13918,260,6719,154
19039,9695,253,4036,1355
19149,16947,387,6795,2929
19053,5928,147,2784,118
19157,18459,471,8835,415
19077,8939,193,4235,256
19177,2977,76,1394,111
19059,15328,432,7324,243
19143,3137,34,1472,161
19117,7208,161,3281,393
19081,6675,86,2938,713
19131,8855,152,4270,144
19159,4201,67,2037,4
19151,3917,65,1851,146
19055,9843,224,4451,755
19031,12558,254,6027,280
19161,6571,90,3206,50
19069,7159,136,3385,244
19133,4441,76,2093,196
19137,7020,272,3076,571
19111,25792,845,11420,1871
19197,11315,236,4693,1712
19093,3666,115,1532,491
19051,8150,163,3153,1658
19025,8432,76,4073,177
19145,14359,579,6478,791
19007,8969,254,4074,475
19023,7821,92,3772,165
,10372,246,5210,1
19097,16104,304,7779,257
19001,4721,128,2157,331
19085,6989,249,3241,244
19119,6032,103,2923,72
19089,4396,147,2049,164
19115,7940,147,3143,1525
19107,3280,38,1572,100
