County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,231687,45337,39176,448,405,43
Linn,99755,17675,15834,274,251,23
Scott,73703,15356,13450,163,153,10
Johnson,68351,12037,10545,49,45,4
Black Hawk,59865,13649,12195,236,223,13
Woodbury,51700,12948,11733,175,162,13
Dubuque,49942,11301,10141,150,141,9
Story,48058,8634,7733,34,30,4
Dallas,45755,8813,7464,71,60,11
Pottawattamie,41334,8935,7789,112,99,13
Warren,23480,4375,3510,38,36,2
Cerro Gordo,20786,4635,4133,68,57,11
Webster,19179,4674,4222,71,63,8
Clinton,18827,4487,3913,61,55,6
Muscatine,18419,3863,3354,77,70,7
Des Moines,18135,3806,3349,41,37,4
Marshall,17724,4255,3906,61,56,5
Jasper,15238,3196,2656,58,56,2
Wapello,14486,3414,2907,98,96,2
Sioux,13839,4536,4156,56,54,2
Lee,13612,3136,2696,30,25,5
Buena Vista,13299,3915,3541,29,26,3
Marion,13166,3017,2492,52,45,7
Plymouth,11687,3488,3207,68,62,6
Boone,11655,2164,1731,17,15,2
Benton,10737,2084,1902,44,40,4
Washington,10126,2142,1733,31,30,1
Carroll,9992,2532,2242,34,28,6
Bremer,9976,2421,2192,48,44,4
Henry,9540,2633,2383,30,30,0
Dickinson,9004,1842,1635,26,24,2
Mahaska,8923,1908,1552,36,33,3
Jones,8541,2696,2519,49,48,1
Pending Investigation,8464,921,476,0,0,0
Winneshiek,8438,1549,1282,19,17,2
Buchanan,7995,1581,1372,23,21,2
Fayette,7788,1598,1238,22,20,2
Cedar,7718,1513,1294,19,18,1
Crawford,7699,2284,2005,22,19,3
Jackson,7695,1910,1703,31,30,1
Tama,7254,1856,1655,57,55,2
Poweshiek,7238,1323,1132,24,22,2
Clay,7173,1660,1480,19,15,4
Hardin,7136,1542,1393,29,26,3
Wright,7028,1627,1467,24,22,2
Iowa,6946,1237,1089,22,21,1
Mills,6836,1360,1226,16,15,1
Delaware,6834,1722,1560,36,32,4
Kossuth,6654,1706,1488,43,40,3
Floyd,6624,1380,1214,36,28,8
Jefferson,6490,1195,914,24,21,3
Hamilton,6442,1578,1381,29,28,1
Madison,6394,1187,887,9,8,1
Clayton,5979,1507,1294,48,41,7
Butler,5952,1466,1185,24,21,3
O'Brien,5800,1685,1507,54,50,4
Union,5759,1081,964,22,21,1
Harrison,5644,1544,1315,62,58,4
Cass,5382,1125,950,41,39,2
Page,5268,1437,1318,15,14,1
Winnebago,5229,1185,1052,29,24,5
Cherokee,5219,1381,1150,27,23,4
Allamakee,5131,1268,1079,27,23,4
Appanoose,5111,1097,904,38,38,0
Hancock,5073,1290,1097,24,19,5
Grundy,4908,1200,1010,26,21,5
Mitchell,4858,1157,949,34,34,0
Guthrie,4855,1025,873,24,19,5
Louisa,4692,1144,987,30,25,5
Calhoun,4689,1220,1153,9,9,0
Sac,4629,1102,996,15,15,0
Chickasaw,4569,1106,992,12,11,1
Shelby,4508,1012,881,26,26,0
Franklin,4421,1015,832,18,17,1
Emmet,4370,1102,921,31,30,1
Humboldt,4110,1042,903,19,16,3
Clarke,4035,781,597,7,7,0
Lyon,3974,1336,1179,32,29,3
Palo Alto,3875,901,779,9,9,0
Howard,3750,829,647,19,15,4
Montgomery,3717,840,664,22,21,1
Greene,3615,688,617,7,7,0
Keokuk,3505,843,751,25,25,0
Monona,3231,634,522,16,15,1
Lucas,3229,646,472,8,8,0
Worth,3153,599,471,3,2,1
Adair,3101,686,542,20,16,4
Pocahontas,3087,772,664,11,11,0
Decatur,2911,478,393,4,4,0
Monroe,2873,805,558,18,16,2
Ida,2770,738,660,30,29,1
Davis,2753,687,597,21,20,1
Fremont,2313,503,443,6,4,2
Van Buren,2303,494,429,12,11,1
Taylor,2214,591,520,9,7,2
Audubon,2165,411,352,8,8,0
Osceola,2117,634,597,9,7,2
Ringgold,2029,426,336,9,8,1
Wayne,1908,414,345,21,17,4
Adams,1351,295,233,3,3,0
