County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,28378,260639,15505,564759
Linn,9748,124722,9664,267610
Scott,8439,81849,6792,180146
Johnson,7048,91615,4639,194546
Black Hawk,6339,69042,6412,151028
Woodbury,5736,44962,5072,100312
Pottawattamie,5503,45649,4998,102733
Story,5102,50086,3249,107716
Dallas,4563,45464,2823,96959
Dubuque,4233,61147,2429,128763
Cerro Gordo,2595,25610,2125,56082
Des Moines,2217,18704,798,40478
Clinton,1846,17166,1714,37976
Webster,1796,17588,1435,38650
Warren,1589,17302,1151,37181
Marshall,1500,14307,3258,33231
Muscatine,1385,14323,5256,35402
Lee,1281,12456,2208,28631
Wapello,1250,12447,1051,27318
Buena Vista,1218,7380,3863,19941
Marion,1143,12341,4160,30141
Jasper,1052,14267,1220,30597
Bremer,1007,12661,1485,27810
Sioux,898,10227,2788,24149
Winneshiek,797,8395,1071,18623
Page,795,6924,855,15528
Jefferson,787,7570,1003,16923
Carroll,770,9936,1257,22071
Henry,740,7517,2107,17926
Boone,720,11511,611,24284
Mahaska,705,7638,589,16622
Clay,694,8372,313,17691
Washington,687,7441,598,16183
Poweshiek,683,9295,487,19667
Tama,662,8231,985,18203
Fayette,659,10203,960,22024
Dickinson,642,7807,289,16551
Crawford,622,6272,1608,14802
Cass,604,10292,473,21898
Emmet,600,4686,419,10521
Mills,597,6257,183,13319
Plymouth,595,7259,2995,18143
Buchanan,538,6459,378,13826
Benton,530,7640,487,16298
Jackson,514,8194,303,17184
Union,508,5028,356,10822
Floyd,478,6552,1222,14753
Appanoose,461,4274,516,9616
Hardin,440,6279,1351,14423
Grundy,437,4709,512,10368
Montgomery,436,3355,606,7778
Delaware,423,4787,822,10784
Allamakee,413,5738,129,12035
Kossuth,412,6036,533,13055
Harrison,405,3323,271,7338
Jones,386,6321,993,14066
O'Brien,378,5366,418,11531
Hamilton,376,7042,426,15048
Cherokee,373,4755,372,10261
Clarke,371,4370,1387,10509
Madison,360,7008,189,14646
Shelby,358,5892,189,12369
Wright,354,5001,1823,12160
Humboldt,314,3990,436,8887
Cedar,303,6318,301,13207
Winnebago,300,4040,513,8912
Greene,286,4454,525,9791
Clayton,279,6023,668,13036
Guthrie,269,4429,323,9473
Howard,254,2220,234,4910
Mitchell,252,4494,195,9460
Out of State,238,5210,1,10386
Franklin,235,3524,281,7572
Palo Alto,231,3365,174,7160
Iowa,229,5746,654,12396
Davis,228,3292,1700,8566
Lucas,223,3454,442,7661
Wayne,214,2940,409,6613
Decatur,212,2911,137,6265
Monroe,179,3258,375,7103
Adair,175,2224,344,4920
Louisa,172,3243,1573,8226
Lyon,154,3023,116,6326
Chickasaw,153,2835,362,6175
Calhoun,151,4101,222,8605
Sac,138,3236,70,6703
Hancock,136,3044,749,6972
Monona,131,2179,231,4704
Ida,128,1616,541,3897
Ringgold,125,2141,6,4469
Taylor,119,2251,37,4686
Pocahontas,114,1917,179,4136
Butler,113,3828,193,7978
Fremont,96,1619,98,3432
Adams,82,1675,20,3643
Van Buren,69,1420,134,3047
Worth,68,1756,1,3578
Audubon,62,2030,101,4221
Keokuk,60,1621,100,3402
Osceola,50,1521,204,3296
