County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,942711,83568,69245,729,643,86
Linn,408815,31224,26412,394,354,40
Black Hawk,293375,22262,19135,358,327,31
Scott,292313,26489,23335,274,247,27
Johnson,289388,19196,16955,100,91,9
Dubuque,252791,17392,14619,229,208,21
Story,204115,13819,12146,51,45,6
Woodbury,192572,20784,17399,244,225,19
Dallas,171722,15724,13026,108,94,14
Pottawattamie,154031,15678,13306,200,173,27
Marshall,118303,6904,5869,85,74,11
Cerro Gordo,106658,7560,6344,110,93,17
Warren,104485,8399,7025,96,86,10
Webster,97545,7301,6420,111,91,20
Clinton,87289,7522,6311,101,86,15
Lee,83938,6072,5299,89,74,15
Des Moines,79865,7232,6223,94,80,14
Muscatine,78135,6805,5920,113,104,9
Jasper,71185,6252,5274,79,73,6
Wapello,64871,6440,5151,137,132,5
Boone,59902,3772,3167,37,34,3
Marion,59625,5337,4593,91,76,15
Washington,59041,3905,3289,56,52,4
Sioux,58339,5884,5404,76,73,3
Poweshiek,58160,2227,1881,41,38,3
Buena Vista,56867,5725,4760,46,41,5
Bremer,56271,3744,3267,68,58,10
Benton,52593,3826,3217,57,45,12
Hardin,51802,2891,2420,49,37,12
Fayette,51641,2733,2250,49,44,5
Henry,50968,4100,3535,47,44,3
Winneshiek,49981,2429,2175,38,32,6
Plymouth,47735,4986,4351,87,79,8
Carroll,46714,3695,3215,53,44,9
Cedar,44488,2630,2265,26,24,2
Buchanan,44031,2936,2456,39,32,7
Tama,44016,2813,2416,76,72,4
Mahaska,42145,3386,2775,56,51,5
Clay,41242,2944,2536,33,28,5
Iowa,41195,2184,1853,29,27,2
Delaware,39172,2655,2360,46,40,6
Butler,38466,2171,1897,38,32,6
Crawford,36161,3694,3235,47,41,6
Jones,36004,3874,3373,61,54,7
Clayton,35056,2288,1964,58,49,9
Kossuth,34976,2878,2519,73,64,9
Floyd,34707,2437,1942,45,35,10
Dickinson,34461,3238,2740,52,46,6
Jackson,33939,2882,2507,46,42,4
O'Brien,33241,2460,2075,63,58,5
Jefferson,31842,2193,1781,40,33,7
Hamilton,31683,2571,2133,54,49,5
Page,30050,2596,2240,28,25,3
Hancock,29309,2003,1677,39,31,8
Cass,28860,2130,1605,57,51,6
Cherokee,28441,2071,1804,44,33,11
Allamakee,28287,2024,1778,53,43,10
Madison,28176,2334,1991,25,21,4
Mills,28160,2190,1875,29,25,4
Franklin,27899,1786,1502,28,25,3
Wright,27142,2532,2195,45,37,8
Harrison,26888,2338,2002,77,72,5
Sac,26649,1688,1464,24,22,2
Calhoun,26469,1935,1714,16,15,1
Grundy,25674,1778,1582,37,31,6
Appanoose,25386,2016,1532,50,45,5
Palo Alto,24992,1494,1319,32,31,1
Guthrie,24945,1659,1418,34,28,6
Mitchell,24828,1781,1460,43,40,3
Louisa,24474,1809,1586,52,45,7
Winnebago,24472,2017,1691,33,27,6
Shelby,23322,1854,1538,39,35,4
Union,23310,1725,1478,37,29,8
Chickasaw,23237,1693,1415,18,14,4
Monona,23111,1170,966,38,36,2
Howard,22186,1353,1171,22,18,4
Lyon,22084,1956,1746,41,37,4
Keokuk,21588,1486,1196,35,34,1
Emmet,21495,1776,1494,46,43,3
Humboldt,20751,1748,1521,27,23,4
Greene,20592,1235,1021,15,14,1
Montgomery,19087,1526,1259,42,40,2
Worth,18835,1163,971,8,7,1
Clarke,18522,1487,1279,28,26,2
Pocahontas,18067,1177,1006,23,23,0
Audubon,17568,695,589,14,13,1
Davis,17023,1240,1032,25,23,2
Ida,16603,1311,1057,41,37,4
Adair,15021,1194,948,35,25,10
Decatur,14124,848,763,12,12,0
Lucas,14033,1175,977,24,18,6
Monroe,13724,1407,1157,35,26,9
Ringgold,13114,692,613,27,21,6
Van Buren,12880,880,733,21,18,3
Osceola,12750,969,832,17,14,3
Taylor,12041,825,736,13,11,2
Wayne,11151,787,643,24,19,5
Fremont,9855,917,763,11,9,2
Adams,8241,532,436,5,5,0
Unknown,6121,40,0,0,0,0
