County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,21511,248071,13301,530560
Linn,7211,119362,8969,253648
Scott,6339,78302,6360,170532
Johnson,5640,88779,4318,187149
Black Hawk,4437,65985,6234,142848
Story,4224,48290,2890,102879
Woodbury,4027,42313,4969,93196
Pottawattamie,3902,43523,4900,96768
Dallas,3150,43226,2527,90748
Dubuque,3031,58969,2249,123021
Cerro Gordo,1859,24440,1996,52810
Des Moines,1722,17623,728,37748
Clinton,1581,16240,1605,35743
Webster,1392,16654,1358,36337
Warren,1189,16645,1043,35356
Muscatine,1061,13530,5004,33246
Marshall,1003,13579,2970,31005
Lee,848,11781,1980,26626
Wapello,793,11879,961,25631
Bremer,775,12055,1283,26165
Marion,773,11792,4043,28545
Jasper,687,13757,1161,29158
Buena Vista,622,6886,3599,18091
Page,613,6616,850,14725
Jefferson,580,7247,982,16051
Emmet,551,4558,386,10172
Boone,548,11096,577,23262
Carroll,523,9506,1132,20844
Tama,523,8088,984,17772
Sioux,517,9834,2699,22892
Washington,510,7103,554,15281
Winneshiek,502,7992,1062,17516
Henry,490,7153,1957,16805
Mills,489,5780,150,12228
Fayette,479,9911,937,21250
Clay,474,8063,309,16855
Dickinson,474,7484,260,15703
Mahaska,472,7293,575,15682
Poweshiek,460,9018,440,18844
Cass,446,10040,438,21195
Plymouth,398,6948,2980,17316
Benton,352,7426,465,15677
Crawford,346,5987,1591,13934
Grundy,331,4490,427,9750
Kossuth,329,5839,500,12543
Union,327,4804,319,10159
Jackson,325,7923,263,16417
Montgomery,306,3173,584,7257
Buchanan,303,6136,343,12911
Allamakee,290,5520,119,11457
Madison,280,6800,162,14118
Wright,279,4768,1727,11524
Appanoose,271,4143,483,9132
Floyd,267,6235,1095,13849
Shelby,258,5673,147,11792
Clarke,253,4148,1365,9930
Jones,247,6096,911,13399
Out of State,244,5211,1,10375
O'Brien,243,5194,358,10997
Harrison,243,3268,257,7049
Hardin,233,6077,1347,13793
Winnebago,233,3854,506,8463
Cedar,230,6135,290,12757
Hamilton,229,6833,411,14465
Humboldt,220,3875,401,8521
Cherokee,210,4595,293,9700
Delaware,206,4553,782,10059
Iowa,201,5628,624,12101
Greene,193,4347,512,9471
Clayton,186,5932,669,12763
Guthrie,175,4309,279,9091
Decatur,169,2823,123,6034
Palo Alto,168,3272,160,6899
Davis,167,3174,1667,8235
Wayne,162,2879,389,6417
Monroe,155,3154,306,6801
Lucas,155,3356,422,7378
Mitchell,149,4355,167,9046
Louisa,141,3175,1539,8022
Franklin,139,3421,256,7246
Howard,120,2138,189,4568
Adair,114,2182,333,4764
Lyon,110,2955,79,6110
Chickasaw,109,2762,345,5970
Sac,88,3215,52,6589
Butler,86,3793,177,7871
Ida,85,1581,506,3750
Taylor,83,2196,24,4528
Ringgold,78,2064,6,4271
Monona,78,2107,218,4494
Calhoun,78,4082,187,8461
Van Buren,76,1410,126,3024
Adams,74,1647,10,3568
Hancock,74,2983,718,6758
Pocahontas,67,1878,159,3986
Fremont,65,1600,98,3363
Worth,48,1723,1,3492
Audubon,37,2000,101,4138
Osceola,37,1493,181,3202
Keokuk,30,1596,100,3320
