County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,686377,63745,53779,612,542,70
Linn,288589,21842,19503,332,296,36
Black Hawk,211821,17086,14971,306,283,23
Johnson,208980,15072,13401,83,77,6
Scott,208400,20770,17736,237,216,21
Dubuque,188303,14496,12464,205,189,16
Story,160656,11158,9942,47,41,6
Woodbury,145005,16285,14282,224,206,18
Dallas,126794,12318,10569,97,84,13
Pottawattamie,118667,11973,10133,164,145,19
Marshall,81699,5147,4664,75,67,8
Warren,76255,6134,5291,87,77,10
Cerro Gordo,75780,5695,5011,87,73,14
Webster,67814,5373,4946,92,77,15
Clinton,62446,5896,5097,92,79,13
Des Moines,55503,4807,4291,65,54,11
Muscatine,54857,4984,4347,98,89,9
Lee,53293,3932,3590,55,42,13
Jasper,51253,4437,3958,70,65,5
Wapello,46703,4618,4093,122,118,4
Sioux,44893,5265,4872,73,70,3
Buena Vista,44786,4880,4138,40,36,4
Boone,44102,2785,2481,33,31,2
Poweshiek,43761,1608,1486,33,30,3
Marion,42106,3770,3447,75,64,11
Washington,40971,2668,2400,50,46,4
Winneshiek,39264,2033,1855,33,28,5
Bremer,39093,2945,2697,60,51,9
Plymouth,37990,4289,3757,79,71,8
Benton,36890,2677,2420,55,44,11
Carroll,36152,3026,2705,52,43,9
Henry,35917,3028,2797,37,36,1
Fayette,35845,1920,1780,41,36,5
Hardin,34480,1952,1713,42,34,8
Tama,32493,2202,1979,71,67,4
Cedar,30807,1952,1760,23,21,2
Buchanan,30797,1996,1803,31,26,5
Mahaska,30602,2375,2140,50,45,5
Clay,30236,2240,1973,25,20,5
Iowa,29537,1533,1416,24,22,2
Butler,29347,1717,1574,34,30,4
Delaware,28206,2099,1897,39,35,4
Crawford,27364,2864,2552,40,35,5
Dickinson,26631,2638,2208,43,37,6
Kossuth,26070,2257,2011,64,56,8
Jones,25964,3064,2840,56,51,5
O'Brien,25871,2133,1860,60,55,5
Jackson,25527,2323,2104,42,39,3
Floyd,25321,1753,1483,42,32,10
Clayton,24814,1762,1574,56,47,9
Hamilton,23221,1974,1715,49,45,4
Hancock,21247,1542,1370,34,27,7
Mills,21244,1764,1538,21,18,3
Harrison,21194,1908,1635,73,69,4
Page,21115,1973,1838,21,19,2
Allamakee,20933,1545,1438,51,41,10
Cherokee,20755,1679,1499,38,30,8
Cass,20632,1445,1278,54,48,6
Wright,20596,1880,1736,35,28,7
Madison,20467,1701,1486,19,15,4
Jefferson,20328,1432,1274,35,29,6
Sac,19901,1371,1215,19,19,0
Franklin,19313,1240,1087,21,19,2
Grundy,19188,1433,1307,32,27,5
Palo Alto,18635,1173,1035,23,22,1
Guthrie,18436,1272,1125,29,24,5
Calhoun,18209,1386,1311,13,12,1
Monona,18054,877,763,30,28,2
Mitchell,17802,1365,1214,41,38,3
Appanoose,17571,1443,1203,47,43,4
Winnebago,17329,1490,1308,31,26,5
Chickasaw,17308,1295,1202,15,13,2
Louisa,17184,1338,1202,49,42,7
Shelby,17104,1351,1207,37,33,4
Emmet,16946,1385,1181,40,38,2
Union,16941,1317,1183,32,26,6
Howard,16722,1083,998,22,18,4
Lyon,16040,1568,1461,41,37,4
Keokuk,15622,1018,906,31,31,0
Humboldt,15387,1231,1148,26,23,3
Greene,14822,817,745,10,10,0
Montgomery,14309,1097,947,37,35,2
Clarke,13338,1046,953,24,22,2
Worth,13004,762,676,8,7,1
Pocahontas,12828,889,811,21,21,0
Ida,12428,1009,837,34,32,2
Adair,12224,971,806,32,22,10
Audubon,12127,514,472,9,8,1
Davis,10927,873,763,24,23,1
Pending Investigation,10574,1029,957,0,0,0
Decatur,10336,606,576,9,9,0
Monroe,9647,989,887,28,21,7
Ringgold,9585,556,509,24,18,6
Lucas,9299,788,726,23,18,5
Osceola,8862,800,698,16,13,3
Taylor,8538,678,633,12,10,2
Van Buren,8370,581,530,18,15,3
Fremont,7274,650,582,9,7,2
Wayne,6940,564,489,23,18,5
Adams,5557,343,316,4,4,0
