RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19033,33656,3362,14598,1102
19185,3683,296,1626,135
19067,10781,1074,4718,269
19147,6356,399,2909,141
19057,24865,2152,11054,606
19083,12221,969,5272,708
19095,12819,1662,5334,493
19045,29481,3797,12351,984
19059,14451,1049,6622,161
19163,112687,10386,49430,3445
19113,181467,24275,75322,6544
19081,6989,531,3070,318
19111,20007,2039,8545,877
19137,7082,610,3017,435
19037,8515,683,3643,547
19011,18891,1958,8108,715
19139,29055,3624,11137,3152
19169,75666,13521,30182,1768
19013,97778,10304,41725,4034
19187,26024,2551,11301,872
19153,367063,59876,149552,8072
19181,36611,5631,15116,744
19061,85765,7294,38692,1088
19047,10745,848,4372,1154
19155,57566,5864,25003,1699
19087,11845,1457,4965,455
19103,140945,15195,61050,3655
19031,14381,1419,6236,490
19017,19881,1907,8573,826
19193,66362,4534,29314,3196
19157,13734,1937,5759,281
19127,27743,4585,10499,2161
19115,6618,560,2582,895
19121,10916,1543,4584,209
19101,11145,969,4830,514
19171,12947,1359,5447,693
19093,4354,253,1893,313
19161,7103,509,3176,242
19105,15250,2191,6167,719
19145,10563,1149,4521,373
19179,20047,1922,8122,1880
19021,13468,1152,4872,2572
19015,21129,2588,9050,441
19079,11900,1195,5081,541
19191,16416,1805,6983,647
19023,11478,1070,5056,297
19097,13907,1474,6099,236
19125,20977,2371,8403,1801
19019,15044,1214,6696,439
19149,16547,955,6869,1856
19167,18627,1573,7831,1393
19055,11851,1001,5088,672
19003,2663,213,1212,29
19075,10119,985,4418,298
19175,8155,862,3582,128
19189,7222,611,3078,453
19049,70540,11636,28676,1588
19027,17024,1183,7532,777
19001,4738,323,2088,239
19009,4581,297,2087,111
19073,6602,535,2853,361
19025,7794,823,3379,214
19077,8149,813,3560,219
19041,11739,613,5438,250
19173,4102,223,1920,40
19099,25043,3757,10221,843
19089,5973,616,2512,335
19063,6592,587,2886,232
19085,9100,967,3931,272
19165,9425,784,4245,147
19109,10901,710,4890,410
19065,14904,1021,6720,443
19183,15894,1733,6837,495
19091,6573,352,2965,290
19123,11651,1348,4872,560
19039,5925,578,2375,596
19135,4714,328,2078,230
19141,9593,651,4274,394
19043,12209,649,5547,467
19035,8410,603,3758,291
19177,3883,274,1741,127
19029,10178,829,4554,239
19051,4431,328,2005,94
19117,4888,503,2045,297
19005,9392,647,4309,129
19197,9142,639,3881,742
19151,4694,479,2024,167
19159,3616,243,1673,26
19195,5031,473,2216,125
19053,4217,271,1884,178
19007,7758,521,3458,320
19107,6186,546,2711,220
19069,7073,586,3110,267
19119,6028,499,2704,121
19133,6234,455,2823,133
19071,4263,358,1879,147
19129,9348,1022,4062,203
19143,3762,256,1683,140
19131,7302,399,3402,99
,73,7,31,6
