ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19067,4593,3880,713
19175,2850,2736,114
19057,12306,11772,534
19163,49898,45976,3922
19055,3469,2870,599
19151,1352,1222,130
19013,44929,40429,4500
19123,4549,4300,249
19075,3185,2986,199
19157,4595,4457,138
19181,9595,9121,474
19061,36892,35811,1081
19015,6996,6717,279
19017,9096,8144,952
19153,126328,119623,6705
19081,2592,2040,552
19033,17383,16249,1134
19051,3704,2127,1577
19125,10892,7215,3677
19131,3351,3351,0
19167,8860,6515,2345
19155,31413,27120,4293
19171,5496,4556,940
19189,2688,2301,387
19129,3279,3194,85
19011,4869,4513,356
19133,1478,1373,105
19029,7676,7448,228
19193,28026,25279,2747
19113,70632,63926,6706
19107,1177,1077,100
19095,3632,3166,466
19141,3959,3734,225
19019,4162,3972,190
19073,2395,2060,335
19103,54632,51878,2754
19021,7336,4176,3160
19127,9173,6664,2509
19187,10515,9686,829
19079,4535,4210,325
19027,5916,5148,768
19139,11435,7337,4098
19121,4024,3946,78
19179,7742,7306,436
19041,6066,6016,50
19045,10294,9252,1042
19039,4197,2948,1249
19047,5290,3832,1458
19065,7926,7118,808
19101,5523,4769,754
19161,2418,2418,0
19169,25578,24654,924
19105,3804,3199,605
19049,19939,18472,1467
19053,2076,1971,105
19063,3269,2973,296
19023,2855,2790,65
19097,5287,5165,122
19099,8089,7594,495
19037,2251,1953,298
19031,4323,4122,201
19005,4249,4204,45
19087,4877,4323,554
19117,2207,1901,306
19165,3614,3576,38
19071,1216,1144,72
19109,4400,4024,376
19083,4966,3823,1143
19147,2490,2408,82
19085,2337,2150,187
19191,5369,4855,514
19111,8632,7481,1151
19035,3268,3098,170
19197,4839,3359,1480
19093,1544,1183,361
19137,2394,1895,499
19091,2298,1983,315
19025,3049,2949,100
19149,7335,4557,2778
19077,2679,2503,176
19069,2507,2332,175
19009,1547,1451,96
19143,1159,1039,120
19145,4578,3952,626
19043,4898,4328,570
19183,4288,3908,380
19135,2271,2072,199
19007,3345,2971,374
19185,2179,1847,332
19059,4795,4680,115
19115,3761,2268,1493
,4255,4255,0
19001,1745,1491,254
19195,1161,1161,0
19089,1371,1284,87
19173,1756,1756,0
19119,1983,1958,25
19159,1487,1487,0
19003,1250,1250,0
19177,983,914,69
